7010 -4 0 799.811
0.0325500 0.9692897 25.5251329 25.5251329 31.5669438
0.0357000 0.9671099 27.9635012 27.9635012 31.5501608
0.0399000 0.9642254 31.2061597 31.2061597 31.5281339
0.0451500 0.9606521 35.2459334 35.2459334 31.5011470
0.0504000 0.9571157 39.2707956 39.2707956 31.4747488
0.0567000 0.9529198 44.0811637 44.0811637 31.4438215
0.0640500 0.9480911 49.6667529 49.6667529 31.4087398
0.0714000 0.9433302 55.2241840 55.2241840 31.3746903
0.0798000 0.9379713 61.5415618 61.5415618 31.3369870
0.0892500 0.9320498 68.6060131 68.6060131 31.2960441
0.1008000 0.9249622 77.1802779 77.1802779 31.2479965
0.1123500 0.9180310 85.6898656 85.6898656 31.2020127
0.1260000 0.9100374 95.6652121 95.6652121 31.1501561
0.1417500 0.9010680 107.0684296 107.0684296 31.0934268
0.1585500 0.8917928 119.1093828 119.1093828 31.0362851
0.1785000 0.8811458 133.2490913 133.2490913 30.9725429
0.2005500 0.8698288 148.6836070 148.6836070 30.9067848
0.2247000 0.8579517 165.3641775 165.3641775 30.8398309
0.2520000 0.8451331 183.9509511 183.9509511 30.7698040
0.2824500 0.8315405 204.3608264 204.3608264 30.6979203
0.3171000 0.8169173 227.1949154 227.1949154 30.6230613
0.3549000 0.8019078 251.6570729 251.6570729 30.5486945
0.3990000 0.7855379 279.6427373 279.6427373 30.4701073
0.4473000 0.7688562 309.6554860 309.6554860 30.3926286
0.5019000 0.7514070 342.8378447 342.8378447 30.3141290
0.5628000 0.7334756 378.9873048 378.9873048 30.2360317
0.6310500 0.7150861 418.5083338 418.5083338 30.1583208
0.7087500 0.6960147 462.3373904 462.3373904 30.0801492
0.7948500 0.6768702 509.5893963 509.5893963 30.0040192
0.8914500 0.6574810 561.1152993 561.1152993 29.9292555
1.0006500 0.6378081 617.6558928 617.6558928 29.8556515
1.1227651 0.6181865 678.9648448 678.9648448 29.7842509
1.2594751 0.5986353 745.4604375 745.4604375 29.7152465
1.4127226 0.5791948 817.6101645 817.6101645 29.6487646
1.5858151 0.5598074 896.4158993 896.4158993 29.5846344
1.7787526 0.5408032 981.2947285 981.2947285 29.5238723
1.9959451 0.5221271 1073.5719523 1073.5719523 29.4661421
2.2393220 0.5038715 1173.3806079 1173.3806079 29.4118716
2.5125215 0.4861017 1281.4859707 1281.4859707 29.3612563
2.8192921 0.4687416 1398.5665446 1398.5665446 29.3139775
3.1631068 0.4518069 1525.0751362 1525.0751362 29.2704684
3.5483644 0.4354518 1661.6952932 1661.6952932 29.2307785
3.9810846 0.4197633 1809.6125854 1809.6125854 29.1950860
4.4672872 0.4045064 1969.8039701 1969.8039701 29.1632858
5.0118948 0.3897600 2142.7027518 2142.7027518 29.1354911
5.6245099 0.3754901 2330.0823215 2330.0823215 29.1115339
6.3098094 0.3616956 2532.0268246 2532.0268246 29.0915186
7.0803644 0.3485296 2750.7523420 2750.7523420 29.0745026
7.9440561 0.3359674 2987.0642456 2987.0642456 29.0606720
8.9125633 0.3235816 3242.4297003 3242.4297003 29.0493247
10.0014481 0.3118127 3518.9297694 3518.9297694 29.0399029
11.2210876 0.3004695 3817.4644398 3817.4644398 29.0334718
12.5894367 0.2892393 4139.9941585 4139.9941585 29.0282537
14.1269504 0.2786163 4488.8997602 4488.8997602 29.0236137
15.8491767 0.2688303 4865.6860588 4865.6860588 29.0191178
17.7840324 0.2590048 5273.8352379 5273.8352379 29.0132925
19.9529062 0.2504177 5715.4522400 5715.4522400 29.0071765
22.3872322 0.2415839 6194.2349540 6194.2349540 28.9988901
25.1199938 0.2339316 6713.5239834 6713.5239834 28.9876760
28.1840786 0.2258894 7276.5015840 7276.5015840 28.9742341
31.6237393 0.2198527 7889.2154713 7889.2154713 28.9544040
35.4826072 0.2136690 8558.3161983 8558.3161983 28.9292286
39.8132470 0.2060818 9285.3480713 9285.3480713 28.9014824
44.6694872 0.1996245 10071.9972447 10071.9972447 28.8691530
50.1205675 0.1941362 10931.3096480 10931.3096480 28.8367999
56.2377471 0.1859540 11861.1849251 11861.1849251 28.8072966
63.0967693 0.1789968 12862.0526609 12862.0526609 28.7658609
70.7954662 0.1719912 13945.2527450 13945.2527450 28.7233722
79.4340106 0.1664877 15109.2555172 15109.2555172 28.6784179
89.1259377 0.1611053 16380.3636890 16380.3636890 28.6276310
100.0026275 0.1537557 17749.1410710 17749.1410710 28.5793684
112.2074471 0.1518267 19234.0810127 19234.0810127 28.5210502
125.8964104 0.1467381 20870.7243527 20870.7243527 28.4574410
141.2559945 0.1409654 22640.9646763 22640.9646763 28.3843065
158.4947918 0.1336576 24542.6746790 24542.6746790 28.3161277
177.8326602 0.1302359 26577.4164380 26577.4164380 28.2293228
199.5344894 0.1232320 28778.1484245 28778.1484245 28.1262056
223.8731455 0.1197166 31141.4549667 31141.4549667 28.0165820
251.1895596 0.1156163 33691.7704404 33691.7704404 27.9052938
281.8404883 0.1144406 36490.4313148 36490.4313148 27.7862017
316.2378815 0.1074025 39527.0006577 39527.0006577 27.6496735
354.8252370 0.1024480 42733.6193911 42733.6193911 27.5136386
398.1250863 0.0986533 46205.2764107 46205.2764107 27.3804380
446.6934609 0.0911242 49864.6415625 49864.6415625 27.2234135
501.1903976 0.0885755 53766.3060840 53766.3060840 27.0352015
562.3470481 0.0769802 57860.7293832 57860.7293832 26.8519380
630.9576992 0.0767996 62087.8972390 62087.8972390 26.6730283
707.9626349 0.0690155 66592.1764401 66592.1764401 26.4727696
794.3311114 0.0658548 71138.8082118 71138.8082118 26.2384644
891.2901875 0.0605235 76155.3007199 76155.3007199 25.9812555
1000.0152949 0.0564026 81367.9209360 81367.9209360 25.6887696
1122.0453570 0.0510449 86594.2312002 86594.2312002 25.4036858
1258.9519017 0.0504907 92218.7397895 92218.7397895 25.1133562
1412.6025846 0.0437377 97830.0219700 97830.0219700 24.8257920
1584.9192513 0.0411900 103911.1666476 103911.1666476 24.5330162
1778.3297629 0.0369264 110018.6441888 110018.6441888 24.2312006
1995.3396487 0.0409159 116862.1139223 116862.1139223 23.8834152
2238.7495208 0.0405516 124652.8339849 124652.8339849 23.4589325
2511.9332487 0.0368084 132876.0383958 132876.0383958 23.0724494
2818.4067961 0.0365086 141855.7061644 141855.7061644 22.6256616
3162.3160538 0.0329302 150879.3913656 150879.3913656 22.1641715
3548.2246552 0.0323855 160915.7913881 160915.7913881 21.6689148
3981.0824729 0.0297657 171060.6733624 171060.6733624 21.2483258
4466.8445267 0.0320597 182508.3717274 182508.3717274 20.7963136
5011.9508737 0.0276208 194088.9964640 194088.9964640 20.4280028
5623.4686414 0.0267400 207080.1652963 207080.1652963 19.8825296
6309.6060499 0.0232785 220340.1183494 220340.1183494 19.3224227
7079.5178905 0.0201687 234926.5080617 234926.5080617 18.9006437
7943.3360745 0.0163946 248769.0856283 248769.0856283 18.5555359
8912.5538779 0.0188679 263425.1316490 263425.1316490 18.1368052
10000.0576380 0.0171491 278527.0619012 278527.0619012 17.7225952
11220.2837932 0.0120762 293551.8703614 293551.8703614 17.2879328
12589.2832138 0.0134952 307129.8498148 307129.8498148 17.0015187
14125.4898594 0.0089272 320936.3779504 320936.3779504 16.6033169
15849.0266991 0.0139476 337581.1260327 337581.1260327 16.3118503
17782.8284773 0.0128158 357552.8108353 357552.8108353 15.9431554
19952.6405589 0.0134689 381758.4387257 381758.4387257 15.4665176
22387.3110130 0.0107297 407542.8265426 407542.8265426 15.1501445
25118.9399788 0.0161610 433992.1524366 433992.1524366 14.8580923
28183.8378200 0.0127465 468290.0787469 468290.0787469 14.4712137
31622.8492882 0.0128330 500703.4364562 500703.4364562 14.2471797
35481.3448326 0.0105551 539160.4760426 539160.4760426 13.9296470
39810.8123001 0.0098006 571703.3126334 571703.3126334 13.6647927
44668.4408210 0.0065321 605238.5138038 605238.5138038 13.3682026
50118.8218320 0.0017448 631830.4760819 631830.3475070 13.1117047
56234.1823694 0.0010398 651503.3066390 651466.1489401 12.8327457
63095.8439737 -0.0001773 667974.0077816 666819.1573257 12.5725966
70794.7386130 -0.0019366 672687.1734827 667015.1928732 12.3106317
79432.9897122 -0.0024039 674201.2428172 658642.1436157 12.0861980
89125.2011949 -0.0026188 676111.5581581 644715.4233567 11.8480943
100000.1496297 -0.0034365 677842.5293621 624562.6236318 11.5620461
112201.9339986 -0.0005652 685080.5455545 623435.7731449 11.3923106
