1031 0
0 3.17922 0.152571
1 13.7049 0.202853
2 9.89669 0.253118
3 10.5045 0.30336
4 20.0385 0.353569
5 7.63708 0.40374
6 14.6279 0.453862
7 3.91096 0.503929
8 16.4354 0.553932
9 12.1206 0.603864
10 9.14626 0.653717
11 15.0079 0.703482
12 6.92119 0.753153
13 9.05449 0.80272
14 17.7543 0.852177
15 17.6379 0.901516
16 19.2657 0.950728
17 20.6245 0.999806
18 23.3241 1.04874
19 21.2523 1.09753
20 27.6596 1.14616
21 20.9764 1.19462
22 24.7241 1.24291
23 15.4091 1.29102
24 27.1884 1.33895
25 27.8175 1.38667
26 25.4144 1.4342
27 26.1423 1.48151
28 29.9701 1.52861
29 20.1877 1.57548
30 22.739 1.62212
31 21.2751 1.66852
32 21.7828 1.71467
33 26.9467 1.76056
34 23.0385 1.80619
35 39.2297 1.85156
36 39.8252 1.89664
37 32.8789 1.94145
38 18.1079 1.98596
39 37.8915 2.03018
40 33.1354 2.07409
41 42.0681 2.11768
42 35.6507 2.16096
43 37.7532 2.20392
44 30.2748 2.24654
45 23.1247 2.28883
46 34.5094 2.33076
47 32.3554 2.37235
48 32.3555 2.41358
49 32.5484 2.45444
50 36.6902 2.49493
51 43.7242 2.53504
52 43.0787 2.57476
53 42.157 2.6141
54 39.564 2.65304
55 39.3128 2.69158
56 43.2842 2.7297
57 35.4774 2.76741
58 38.141 2.8047
59 35.7166 2.84157
60 36.0902 2.878
61 44.9846 2.91399
62 37.5365 2.94953
63 41.0442 2.98463
64 44.2567 3.01927
65 43.2498 3.05345
66 57.1821 3.08716
67 43.714 3.1204
68 52.4448 3.15317
69 40.3892 3.18545
70 41.2326 3.21725
71 43.4807 3.24855
72 51.0928 3.27935
73 44.9187 3.30966
74 53.492 3.33945
75 57.6912 3.36874
76 48.6799 3.3975
77 42.5771 3.42575
78 51.9517 3.45347
79 49.7421 3.48066
80 42.6639 3.50732
81 51.1853 3.53344
82 52.173 3.55902
83 56.2495 3.58405
84 52.2986 3.60853
85 55.991 3.63246
86 54.5329 3.65583
87 56.2818 3.67863
88 58.553 3.70087
89 58.5909 3.72255
90 54.8661 3.74365
91 56.8133 3.76417
92 57.5566 3.78412
93 51.1443 3.80348
94 63.2453 3.82226
95 56.2676 3.84045
96 50.114 3.85805
97 47.4971 3.87505
98 57.796 3.89146
99 47.7392 3.90728
100 59.8641 3.92248
