1004 0
0 4.52996 0.129115
1 6.72211 0.179397
2 18.9228 0.229662
3 6.40096 0.279904
4 11.1664 0.330114
5 16.3551 0.380284
6 15.6118 0.430406
7 9.58699 0.480473
8 19.5493 0.530476
9 16.9498 0.580408
10 14.9466 0.630261
11 16.872 0.680027
12 20.5666 0.729697
13 31.3533 0.779265
14 34.023 0.828721
15 17.1825 0.87806
16 24.2355 0.927272
17 18.4028 0.97635
18 21.7469 1.02529
19 13.395 1.07407
20 17.3873 1.1227
21 24.6933 1.17117
22 17.2109 1.21946
23 24.4543 1.26757
24 25.6305 1.31549
25 21.025 1.36322
26 23.8522 1.41074
27 29.5478 1.45806
28 38.1887 1.50515
29 20.4352 1.55202
30 21.9734 1.59866
31 37.0904 1.64506
32 24.0438 1.69121
33 38.6791 1.7371
34 36.4734 1.78274
35 41.2198 1.8281
36 41.5919 1.87319
37 39.1091 1.91799
38 34.7315 1.96251
39 27.5749 2.00672
40 39.3182 2.05063
41 33.4688 2.09423
42 35.6923 2.13751
43 32.7129 2.18046
44 42.8123 2.22309
45 42.102 2.26537
46 34.3271 2.30731
47 31.8887 2.34889
48 49.601 2.39012
49 40.5179 2.43098
50 38.7422 2.47147
51 39.0639 2.51158
52 42.1503 2.55131
53 45.6339 2.59065
54 42.3637 2.62958
55 42.052 2.66812
56 43.4993 2.70625
57 48.5979 2.74396
58 46.7112 2.78125
59 42.5265 2.81811
60 46.7713 2.85454
61 47.0179 2.89053
62 36.4438 2.92608
63 54.3733 2.96117
64 53.3126 2.99581
65 45.5935 3.02999
66 48.2122 3.06371
67 42.9621 3.09695
68 58.4592 3.12971
69 52.0956 3.162
70 37.1873 3.19379
71 51.4703 3.22509
72 49.4333 3.2559
73 46.2103 3.2862
74 53.3497 3.316
75 40.0486 3.34528
76 41.8879 3.37405
77 58.7775 3.4023
78 52.7059 3.43002
79 57.2685 3.45721
80 52.2465 3.48387
81 54.5196 3.50999
82 55.3363 3.53556
83 61.2345 3.56059
84 63.1666 3.58507
85 58.7911 3.609
86 51.5013 3.63237
87 48.4868 3.65518
88 46.8153 3.67742
89 53.0523 3.69909
90 59.2253 3.72019
91 57.41 3.74071
92 52.7884 3.76066
93 59.5598 3.78002
94 58.4452 3.7988
95 61.0004 3.81699
96 57.6406 3.83459
97 53.6412 3.8516
98 41.7327 3.86801
99 53.7238 3.88382
100 58.4342 3.89903
101 46.6184 3.91363
102 52.3042 3.92763
103 52.4595 3.94102
104 50.4571 3.9538
105 43.8437 3.96597
106 52.5183 3.97753
107 54.9698 3.98846
108 43.3775 3.99878
109 53.7653 4.00848
110 41.0226 4.01756
111 54.7746 4.02602
112 47.6159 4.03385
113 47.3073 4.04105
114 45.0403 4.04764
115 49.3325 4.05359
116 50.5666 4.05891
117 45.0621 4.06361
118 52.9297 4.06767
119 52.2625 4.07111
120 52.3022 4.07391
121 45.0969 4.07609
122 52.2628 4.07763
123 49.142 4.07854
124 43.2559 4.07881
125 41.7569 4.07846
126 39.7058 4.07747
127 45.9164 4.07585
128 44.8897 4.0736
129 48.1151 4.07071
130 49.1793 4.0672
131 53.9683 4.06305
132 50.1861 4.05828
133 39.9223 4.05288
134 47.3233 4.04684
135 44.5717 4.04019
136 48.4231 4.0329
137 50.3143 4.02499
138 51.5391 4.01646
139 36.9743 4.0073
140 47.8481 3.99752
141 52.4919 3.98713
142 46.2932 3.97611
143 38.9058 3.96448
144 43.7797 3.95224
145 49.5492 3.93938
146 34.3103 3.92591
147 47.1444 3.91184
148 40.9592 3.89715
149 39.1733 3.88187
150 30.5414 3.86598
151 37.724 3.8495
152 36.1354 3.83242
153 43.8472 3.81474
154 38.425 3.79648
155 38.6196 3.77763
156 40.4693 3.75819
157 33.239 3.73817
158 42.5967 3.71757
159 42.8298 3.6964
160 33.7771 3.67466
161 34.2603 3.65235
162 48.1185 3.62947
163 28.296 3.60603
164 33.2863 3.58203
165 34.6733 3.55749
166 27.7301 3.53239
167 28.1864 3.50674
168 20.6477 3.48055
169 32.0206 3.45383
170 27.8186 3.42657
171 32.7018 3.39878
172 15.9719 3.37047
173 26.0335 3.34164
174 29.7274 3.31229
175 21.5439 3.28243
176 18.3273 3.25206
177 17.7646 3.22119
178 11.6881 3.18983
179 18.336 3.15797
180 15.9655 3.12563
181 13.1388 3.09281
182 12.6197 3.05951
183 16.0854 3.02573
184 9.11412 2.9915
185 6.62493 2.9568
186 -1.23706 2.92164
187 19.5373 2.88604
188 8.10734 2.84999
189 3.59176 2.81351
190 -8.29323 2.77659
191 7.58499 2.73925
192 6.42751 2.70149
193 10.0204 2.66331
194 8.82372 2.62472
195 4.94496 2.58573
196 8.99388 2.54635
197 1.69305 2.50657
198 -3.6278 2.46641
199 -1.79191 2.42588
200 -5.69566 2.38497
201 -7.99963 2.3437
202 -11.1398 2.30207
203 -17.2065 2.26009
204 -15.6451 2.21776
205 -16.7273 2.17509
206 -17.0124 2.1321
207 -5.66337 2.08878
208 -12.4499 2.04514
209 -9.03896 2.00119
210 -9.17761 1.95694
211 -9.96916 1.91239
212 -13.9076 1.86755
213 -20.824 1.82243
214 -20.2451 1.77703
215 -32.354 1.73136
216 -28.1354 1.68544
217 -20.4796 1.63925
218 -18.4966 1.59283
219 -19.1518 1.54616
220 -23.005 1.49926
221 -29.5528 1.45214
222 -29.2062 1.40479
