 1014 -4 0.001
0.01 0.994726 8.74759 8.74759
0.02 0.989451 17.4482 17.4482
0.03 0.984169 26.1026 26.1026
0.05 0.974218 43.2773 43.2773
0.07 0.964456 60.2792 60.2792
0.1 0.950419 85.4719 85.4719
0.2 0.908355 166.944 166.944
0.3 0.872009 244.983 244.983
0.5 0.812764 392.553 392.553
0.7 0.767022 530.994 530.994
1 0.711293 725.13 725.13
2 0.599417 1294.93 1294.93
3 0.535335 1790.86 1790.86
5 0.462293 2659.55 2659.55
7 0.419789 3429.77 3429.77
10 0.378905 4477.26 4477.26
15 0.339673 6048.45 6048.45
20 0.313664 7479.28 7479.28
30 0.282579 10088.4 10088.4
50 0.24841 14735.9 14735.9
70 0.230628 18951.6 18951.6
100 0.212709 24785.4 24785.4
150 0.192616 33668.2 33668.2
200 0.181486 41873.2 41873.2
300 0.165855 56916.8 56916.8
500 0.14223 83738.7 83738.7
700 0.129915 107710 107710
1000 0.119086 140300 140300
1500 0.103013 188992 188992
2000 0.0994555 233357 233357
3000 0.0888212 315307 315307
5000 0.078651 459068 459068
7000 0.074301 592141 592141
10000 0.0639001 766866 766866
15000 0.0554128 1.0324e+06 1.0324e+06
20000 0.0522162 1.26393e+06 1.26393e+06
30000 0.0492053 1.70474e+06 1.70474e+06
40000 0.0451798 2.11444e+06 2.11444e+06
50000 0.0440245 2.50679e+06 2.50679e+06
60000 0.0401327 2.88688e+06 2.88688e+06
70000 0.0405272 3.25399e+06 3.25399e+06
80000 0.0354528 3.5858e+06 3.5858e+06
90000 0.035786 3.90607e+06 3.90607e+06
100000 0.0364249 4.2341e+06 4.2341e+06
150000 0.0343768 5.7145e+06 5.7145e+06
200000 0.0324009 7.13992e+06 7.13992e+06
300000 0.031349 9.84811e+06 9.84811e+06
400000 0.035527 1.27455e+07 1.27455e+07
500000 0.0361856 1.58851e+07 1.58851e+07
600000 0.0337912 1.88896e+07 1.88896e+07
700000 0.0360922 2.19396e+07 2.19396e+07
800000 0.0333129 2.50347e+07 2.50347e+07
900000 0.0419083 2.82271e+07 2.82271e+07
