 1004 -4 0.001
0.01 0.994786 8.77293 8.77293
0.02 0.989873 17.5022 17.5022
0.03 0.984965 26.1877 26.1877
0.05 0.975109 43.4276 43.4276
0.07 0.965443 60.4961 60.4961
0.1 0.951487 85.7861 85.7861
0.2 0.910671 167.626 167.626
0.3 0.875755 246.167 246.167
0.5 0.818987 395.03 395.03
0.7 0.772726 534.905 534.905
1 0.719512 731.389 731.389
2 0.609912 1311.06 1311.06
3 0.54787 1818.04 1818.04
5 0.476023 2713.18 2713.18
7 0.434695 3512.57 3512.57
10 0.394853 4604.12 4604.12
15 0.355382 6247.99 6247.99
20 0.329782 7749.32 7749.32
30 0.300202 10510 10510
50 0.26451 15451.8 15451.8
70 0.24697 19948.1 19948.1
100 0.227276 26196.2 26196.2
150 0.210616 35822.4 35822.4
200 0.19817 44801.6 44801.6
300 0.179716 61398.7 61398.7
500 0.162134 91114.7 91114.7
700 0.14892 118471 118471
1000 0.14033 156482 156482
1500 0.131945 216183 216183
2000 0.12226 271973 271973
3000 0.106972 373225 373225
5000 0.0979948 549109 549109
7000 0.0902118 716936 716936
10000 0.0823462 940669 940669
15000 0.0740385 1.2812e+06 1.2812e+06
20000 0.0749884 1.61334e+06 1.61334e+06
30000 0.0749923 2.26464e+06 2.26464e+06
40000 0.0734814 2.92625e+06 2.92625e+06
50000 0.0669056 3.53972e+06 3.53972e+06
60000 0.0683432 4.12927e+06 4.12927e+06
70000 0.0646957 4.7183e+06 4.7183e+06
80000 0.0658017 5.29072e+06 5.29072e+06
90000 0.0617672 5.86052e+06 5.86052e+06
100000 0.0617458 6.4114e+06 6.4114e+06
150000 0.0628164 9.11471e+06 9.11471e+06
200000 0.0646421 1.18654e+07 1.18654e+07
300000 0.061421 1.73537e+07 1.73537e+07
400000 0.0578531 2.25191e+07 2.25191e+07
500000 0.0542508 2.74218e+07 2.74218e+07
600000 0.0538347 3.21207e+07 3.21207e+07
700000 0.0519465 3.67846e+07 3.67846e+07
800000 0.056972 4.14448e+07 4.14448e+07
900000 0.0535451 4.63359e+07 4.63359e+07
1e+06 0.0546453 5.11084e+07 5.11084e+07
