 1005 -4 0.001
0.01 0.994682 8.7232 8.7232
0.02 0.98942 17.4004 17.4004
0.03 0.984566 26.0332 26.0332
0.05 0.974547 43.1684 43.1684
0.07 0.964834 60.1318 60.1318
0.1 0.950429 85.2547 85.2547
0.2 0.907274 166.477 166.477
0.3 0.871335 244.214 244.214
0.5 0.811786 391.216 391.216
0.7 0.76465 529.014 529.014
1 0.710876 722.29 722.29
2 0.598188 1289.14 1289.14
3 0.536056 1782.56 1782.56
5 0.463616 2650.15 2650.15
7 0.422544 3422.68 3422.68
10 0.380587 4472.42 4472.42
15 0.342669 6047.16 6047.16
20 0.316841 7482.3 7482.3
30 0.285823 10107.4 10107.4
50 0.25097 14757.5 14757.5
70 0.230301 18933.6 18933.6
100 0.212884 24713.6 24713.6
150 0.191726 33530.3 33530.3
200 0.181798 41707.8 41707.8
300 0.167074 56986.2 56986.2
500 0.151437 84676.8 84676.8
700 0.137649 109875 109875
1000 0.127841 144870 144870
1500 0.114896 197932 197932
2000 0.106803 246241 246241
3000 0.0930755 333122 333122
5000 0.0834946 484996 484996
7000 0.0801855 625505 625505
10000 0.0638009 818419 818419
15000 0.0592565 1.08732e+06 1.08732e+06
20000 0.0540572 1.33356e+06 1.33356e+06
30000 0.0497212 1.78404e+06 1.78404e+06
40000 0.04769 2.21422e+06 2.21422e+06
50000 0.044235 2.61891e+06 2.61891e+06
60000 0.0433674 3.00467e+06 3.00467e+06
70000 0.0419281 3.36519e+06 3.36519e+06
80000 0.0387516 3.71752e+06 3.71752e+06
90000 0.0413377 4.05989e+06 4.05989e+06
100000 0.0379909 4.3936e+06 4.3936e+06
150000 0.0305164 5.89883e+06 5.89883e+06
200000 0.036604 7.37608e+06 7.37608e+06
300000 0.0343212 1.03983e+07 1.03983e+07
