6009 -4.5 0 974.958
0.0325500 0.9854805 31.6078150 31.6078150 300.8622504
0.0357000 0.9834525 34.6299050 34.6299050 300.8650993
0.0399000 0.9809269 38.6505048 38.6505048 300.8663662
0.0451500 0.9776337 43.6611774 43.6611774 300.8652094
0.0504000 0.9744408 48.6552908 48.6552908 300.8665928
0.0567000 0.9708264 54.6279684 54.6279684 300.8701737
0.0640500 0.9662969 61.5657216 61.5657216 300.8706501
0.0714000 0.9613122 68.4700133 68.4700133 300.8672588
0.0798000 0.9564520 76.3211650 76.3211650 300.8656883
0.0892500 0.9511714 85.1057290 85.1057290 300.8613517
0.1008000 0.9447122 95.7766701 95.7766701 300.8552472
0.1123500 0.9384361 106.3752506 106.3752506 300.8492344
0.1260000 0.9315671 118.8155678 118.8155678 300.8403725
0.1417500 0.9236104 133.0537596 133.0537596 300.8314299
0.1585500 0.9148228 148.1059485 148.1059485 300.8145156
0.1785000 0.9048669 165.7966966 165.7966966 300.7972768
0.2005500 0.8947462 185.1317961 185.1317961 300.7832495
0.2247000 0.8840180 206.0692169 206.0692169 300.7602156
0.2520000 0.8728723 229.4410929 229.4410929 300.7407170
0.2824500 0.8602590 255.1520068 255.1520068 300.7037514
0.3171000 0.8471236 283.9911606 283.9911606 300.6749060
0.3549000 0.8347091 314.9824628 314.9824628 300.6440431
0.3990000 0.8204047 350.5517165 350.5517165 300.6001059
0.4473000 0.8063088 388.8382176 388.8382176 300.5557548
0.5019000 0.7905974 431.3368486 431.3368486 300.5085378
0.5628000 0.7753347 477.8234114 477.8234114 300.4559811
0.6310500 0.7586810 528.8284311 528.8284311 300.4001257
0.7087500 0.7426387 585.6873275 585.6873275 300.3475584
0.7948500 0.7261989 647.3044716 647.3044716 300.2882724
0.8914500 0.7089058 714.8740980 714.8740980 300.2315665
1.0006500 0.6919491 789.4106927 789.4106927 300.1768179
1.1227651 0.6747505 870.7445624 870.7445624 300.1162467
1.2594751 0.6573029 959.4717628 959.4717628 300.0762273
1.4127226 0.6407360 1056.3569893 1056.3569893 300.0117636
1.5858151 0.6241422 1163.1236536 1163.1236536 299.9526605
1.7787526 0.6097164 1279.1709427 1279.1709427 299.9046433
1.9959451 0.5937153 1406.5697377 1406.5697377 299.8585887
2.2393220 0.5783050 1545.4981033 1545.4981033 299.8051068
2.5125215 0.5621020 1697.2303130 1697.2303130 299.7673797
2.8192921 0.5468286 1862.9343802 1862.9343802 299.7041941
3.1631068 0.5316991 2043.6375690 2043.6375690 299.6537472
3.5483644 0.5177391 2240.6826395 2240.6826395 299.6133542
3.9810846 0.5040513 2455.8045550 2455.8045550 299.5635981
4.4672872 0.4925115 2691.7194130 2691.7194130 299.5143815
5.0118948 0.4797599 2949.7774628 2949.7774628 299.4710520
5.6245099 0.4655159 3232.0577829 3232.0577829 299.4315023
6.3098094 0.4543292 3539.2802648 3539.2802648 299.3915322
7.0803644 0.4432339 3876.8858635 3876.8858635 299.3445321
7.9440561 0.4323343 4245.7497855 4245.7497855 299.3146141
8.9125633 0.4239355 4649.2118816 4649.2118816 299.2754647
10.0014481 0.4131950 5092.7735344 5092.7735344 299.2410183
11.2210876 0.4013532 5577.3503658 5577.3503658 299.2242911
12.5894367 0.3916346 6108.6118154 6108.6118154 299.1754524
14.1269504 0.3859257 6692.6210393 6692.6210393 299.1331996
15.8491767 0.3775379 7335.0910024 7335.0910024 299.0983443
17.7840324 0.3674922 8037.6238382 8037.6238382 299.0929703
19.9529062 0.3623115 8812.7349770 8812.7349770 299.0455939
22.3872322 0.3525742 9660.6438655 9660.6438655 299.0164580
25.1199938 0.3447391 10587.9975246 10587.9975246 298.9856109
28.1840786 0.3387570 11607.5955498 11607.5955498 298.9370485
31.6237393 0.3353936 12740.1085450 12740.1085450 298.9012990
35.4826072 0.3298026 13989.8435584 13989.8435584 298.8635652
39.8132470 0.3198308 15361.3872846 15361.3872846 298.8310385
44.6694872 0.3160193 16863.6769694 16863.6769694 298.7904723
50.1205675 0.3086909 18525.0279324 18525.0279324 298.7498413
56.2377471 0.3017979 20355.9220048 20355.9220048 298.7016250
63.0967693 0.2955065 22358.4741193 22358.4741193 298.6506027
70.7954662 0.2913731 24577.9087827 24577.9087827 298.5988530
79.4340106 0.2871801 27031.8352847 27031.8352847 298.5447976
89.1259377 0.2806741 29722.5827491 29722.5827491 298.4841293
100.0026275 0.2757046 32682.0553722 32682.0553722 298.4100220
112.2074471 0.2715774 35948.3737610 35948.3737610 298.3203351
125.8964104 0.2664845 39525.3624627 39525.3624627 298.2319958
141.2559945 0.2586699 43442.1416047 43442.1416047 298.1275085
158.4947918 0.2522688 47720.1959710 47720.1959710 298.0442593
177.8326602 0.2477909 52441.7998662 52441.7998662 297.9611385
199.5344894 0.2435943 57652.4074811 57652.4074811 297.8778300
223.8731455 0.2411627 63380.0274466 63380.0274466 297.7640573
251.1895596 0.2349370 69677.0101291 69677.0101291 297.6547161
281.8404883 0.2302853 76596.4595721 76596.4595721 297.5581678
316.2378815 0.2230826 84194.4068267 84194.4068267 297.4105397
354.8252370 0.2194242 92512.4852646 92512.4852646 297.2795144
398.1250863 0.2133299 101659.5447399 101659.5447399 297.0994112
446.6934609 0.2093918 111706.9396911 111706.9396911 296.9116144
501.1903976 0.2079974 122821.3958285 122821.3958285 296.7568231
562.3470481 0.2040644 135175.6997252 135175.6997252 296.5724626
630.9576992 0.1991583 148751.8988977 148751.8988977 296.3478086
707.9626349 0.1955899 163662.0121939 163662.0121939 296.1753301
794.3311114 0.1926333 180075.1400230 180075.1400230 295.8655478
891.2901875 0.1866432 198220.2274769 198220.2274769 295.4467623
1000.0152949 0.1805340 217829.0428025 217829.0428025 295.1430428
1122.0453570 0.1804210 239165.3667357 239165.3667357 294.7705662
