6005 -4.5 0 975.722
0.0325500 0.9888094 31.7422832 31.7422832 299.4475155
0.0357000 0.9867739 34.7771973 34.7771973 299.4493175
0.0399000 0.9839636 38.8137593 38.8137593 299.4473219
0.0451500 0.9806196 43.8437645 43.8437645 299.4487267
0.0504000 0.9774700 48.8575402 48.8575402 299.4511637
0.0567000 0.9735456 54.8522611 54.8522611 299.4514523
0.0640500 0.9690253 61.8150412 61.8150412 299.4507271
0.0714000 0.9645017 68.7457447 68.7457447 299.4482198
0.0798000 0.9597925 76.6296688 76.6296688 299.4483120
0.0892500 0.9545895 85.4536529 85.4536529 299.4496470
0.1008000 0.9482240 96.1726170 96.1726170 299.4447420
0.1123500 0.9415934 106.8177990 106.8177990 299.4346253
0.1260000 0.9343132 119.3054734 119.3054734 299.4232368
0.1417500 0.9265151 133.6001451 133.6001451 299.4139643
0.1585500 0.9180769 148.7133373 148.7133373 299.3992599
0.1785000 0.9082451 166.4826783 166.4826783 299.3858546
0.2005500 0.8980076 185.9057706 185.9057706 299.3661784
0.2247000 0.8867523 206.9278500 206.9278500 299.3359426
0.2520000 0.8755417 230.3912023 230.3912023 299.3136760
0.2824500 0.8636751 256.2132837 256.2132837 299.2852066
0.3171000 0.8506285 285.1864473 285.1864473 299.2530402
0.3549000 0.8376606 316.3085936 316.3085936 299.2177971
0.3990000 0.8235046 352.0466683 352.0466683 299.1788864
0.4473000 0.8085253 390.4842605 390.4842605 299.1322030
0.5019000 0.7936594 433.1416929 433.1416929 299.0895659
0.5628000 0.7780863 479.8188596 479.8188596 299.0405977
0.6310500 0.7626142 531.1118098 531.1118098 298.9878435
0.7087500 0.7466612 588.3144895 588.3144895 298.9313514
0.7948500 0.7309080 650.3830911 650.3830911 298.8809460
0.8914500 0.7129913 718.4145003 718.4145003 298.8308645
1.0006500 0.6958514 793.4392732 793.4392732 298.7635728
1.1227651 0.6794523 875.3270299 875.3270299 298.7106642
1.2594751 0.6640465 964.9375350 964.9375350 298.6695054
1.4127226 0.6474937 1062.9866294 1062.9866294 298.6063817
1.5858151 0.6315335 1170.9793702 1170.9793702 298.5617511
1.7787526 0.6145374 1288.2360894 1288.2360894 298.5056341
1.9959451 0.5982481 1416.7587760 1416.7587760 298.4448011
2.2393220 0.5817718 1556.8505952 1556.8505952 298.3988170
2.5125215 0.5669903 1709.8258366 1709.8258366 298.3479552
2.8192921 0.5527454 1877.1312232 1877.1312232 298.3008510
3.1631068 0.5391487 2060.2118126 2060.2118126 298.2576422
3.5483644 0.5255483 2260.3747139 2260.3747139 298.2085608
3.9810846 0.5121004 2479.2029257 2479.2029257 298.1563550
4.4672872 0.4980388 2718.3950250 2718.3950250 298.1110971
5.0118948 0.4859140 2979.3472359 2979.3472359 298.0598419
5.6245099 0.4713875 3265.2714142 3265.2714142 298.0111656
6.3098094 0.4606315 3576.9598252 3576.9598252 297.9737382
7.0803644 0.4496081 3919.3444053 3919.3444053 297.9446710
7.9440561 0.4365172 4292.8123114 4292.8123114 297.8942165
8.9125633 0.4271906 4700.8376257 4700.8376257 297.8671775
10.0014481 0.4163390 5148.7941911 5148.7941911 297.8319327
11.2210876 0.4089330 5641.1444174 5641.1444174 297.7842485
12.5894367 0.3997301 6180.8124573 6180.8124573 297.7518992
14.1269504 0.3891480 6772.6227297 6772.6227297 297.7051033
15.8491767 0.3803503 7419.3058015 7419.3058015 297.6693573
17.7840324 0.3731168 8130.5332227 8130.5332227 297.6473818
19.9529062 0.3660701 8914.2772117 8914.2772117 297.6075876
22.3872322 0.3612570 9776.6663255 9776.6663255 297.5626083
25.1199938 0.3516591 10725.2836954 10725.2836954 297.5287148
28.1840786 0.3442487 11762.2155941 11762.2155941 297.4956159
31.6237393 0.3369961 12907.8574155 12907.8574155 297.4359671
35.4826072 0.3298979 14166.2845406 14166.2845406 297.3946942
39.8132470 0.3226548 15550.7739827 15550.7739827 297.3581060
44.6694872 0.3202600 17077.1646180 17077.1646180 297.2981117
50.1205675 0.3146633 18768.4695198 18768.4695198 297.2437076
56.2377471 0.3080875 20626.0068792 20626.0068792 297.1880464
63.0967693 0.3009855 22663.4937450 22663.4937450 297.1326852
70.7954662 0.2984059 24906.4841313 24906.4841313 297.0709235
79.4340106 0.2930477 27399.5260531 27399.5260531 296.9918077
89.1259377 0.2867943 30129.2062063 30129.2062063 296.9040426
100.0026275 0.2819334 33133.3760311 33133.3760311 296.8373626
112.2074471 0.2760752 36452.6038559 36452.6038559 296.7527166
125.8964104 0.2702535 40098.7988864 40098.7988864 296.6888043
141.2559945 0.2675290 44121.2017834 44121.2017834 296.6059415
158.4947918 0.2593311 48569.9835468 48569.9835468 296.5467118
177.8326602 0.2578504 53447.5484535 53447.5484535 296.4480203
199.5344894 0.2533800 58848.0949876 58848.0949876 296.3665970
223.8731455 0.2507539 64853.7309178 64853.7309178 296.2676996
251.1895596 0.2431504 71428.9394210 71428.9394210 296.1882044
281.8404883 0.2398021 78688.2777581 78688.2777581 296.1248011
316.2378815 0.2370985 86668.2990072 86668.2990072 296.0140773
354.8252370 0.2294976 95470.2130180 95470.2130180 295.9161205
398.1250863 0.2295504 105214.6476219 105214.6476219 295.7521607
446.6934609 0.2252003 115947.1824421 115947.1824421 295.5352163
501.1903976 0.2201265 127771.9020635 127771.9020635 295.2575039
562.3470481 0.2176001 140782.9724573 140782.9724573 294.9985424
630.9576992 0.2102608 155021.8761896 155021.8761896 294.6866618
707.9626349 0.2047792 170640.0674529 170640.0674529 294.4106867
794.3311114 0.2011423 187811.9366083 187811.9366083 294.0258296
891.2901875 0.2012227 206755.3076457 206755.3076457 293.5625556
1000.0152949 0.1972707 227878.4371554 227878.4371554 292.8845688
1122.0453570 0.1956314 251165.7470515 251165.7470515 292.4041675
1258.9519017 0.1897082 276795.7450958 276795.7450958 291.9335869
1412.6025846 0.1871621 305147.4726056 305147.4726056 291.6143805
1584.9192513 0.1817466 336453.3372394 336453.3372394 291.2378920
1778.3297629 0.1733379 370276.5912828 370276.5912828 290.7250979
1995.3396487 0.1731062 407274.7929544 407274.7929544 290.3057029
2238.7495208 0.1660216 447186.9331975 447186.9331975 289.7924916
2511.9332487 0.1620717 490690.2228919 490690.2228919 289.0927953
2818.4067961 0.1638373 539007.3692647 539007.3692647 288.6634502
3162.3160538 0.1546456 591843.5546533 591843.5546533 288.0817745
3548.2246552 0.1584169 650930.6201618 650930.6201618 287.3563886
3981.0824729 0.1542424 716605.3508638 716605.3508638 286.5132323
4466.8445267 0.1502867 788395.0865453 788395.0865453 285.2042377
5011.9508737 0.1468104 867182.4079557 867182.4079557 284.6077645
5623.4686414 0.1436170 953392.8005184 953392.8005184 284.0000109
6309.6060499 0.1370198 1048150.9812921 1048150.9812921 283.4442236
7079.5178905 0.1202024 1144013.0179024 1144013.0179024 282.7331352
7943.3360745 0.1129941 1245481.3954625 1245481.3954625 282.1873593
8912.5538779 0.1135753 1354167.5309429 1354167.5309429 281.9418923
10000.0576380 0.1225495 1479107.5378448 1479107.5378448 281.6568632
11220.2837932 0.1227518 1624991.8274730 1624991.8274730 281.1638846
12589.2832138 0.1265031 1792381.5885071 1792381.5885071 280.8924998
14125.4898594 0.1301943 1986340.8045117 1986340.8045117 280.7630183
15849.0266991 0.1167397 2195449.7976246 2195449.7976246 280.2205006
17782.8284773 0.1191611 2416361.1636507 2416361.1636507 279.6156825
19952.6405589 0.1153598 2663171.8688439 2663171.8688439 278.6781969
22387.3110130 0.1192283 2944235.6640221 2944235.6640221 278.1542306
25118.9399788 0.1156501 3263532.0526619 3263532.0526619 277.7743686
28183.8378200 0.1152872 3612280.7541738 3612280.7541738 277.5428363
31622.8492882 0.1126107 3998133.4749508 3998133.4749508 277.3572998
35481.3448326 0.1126484 4425422.2479431 4425422.2479431 277.1098662
39810.8123001 0.1105627 4904389.9240241 4904389.9240241 276.3274342
44668.4408210 0.1114510 5439550.7837151 5439550.7837151 275.5462668
50118.8218320 0.1096580 6024056.0894146 6024056.0894146 274.9784739
56234.1823694 0.1097734 6683067.4578123 6683067.4578123 274.6766061
63095.8439737 0.1044561 7383833.6053423 7383833.6053423 274.0497918
70794.7386130 0.1022308 8160685.8233026 8160685.8233026 273.8839145
79432.9897122 0.0958287 9012128.7637804 9012128.7637804 273.7154721
89125.2011949 0.0953923 9883116.7026348 9883116.7026348 273.5175871
100000.1496297 0.0890919 10828382.7132684 10828382.7132684 273.5156957
