6015 -4.5 0 1004.59
0.0325500 0.9607212 31.7451486 31.7451486 302.2796720
0.0357000 0.9587249 34.7813313 34.7813313 302.2794843
0.0399000 0.9561833 38.8197257 38.8197257 302.2810618
0.0451500 0.9527653 43.8516354 43.8516354 302.2815559
0.0504000 0.9493975 48.8659923 48.8659923 302.2801588
0.0567000 0.9458063 54.8613146 54.8613146 302.2826287
0.0640500 0.9416348 61.8273332 61.8273332 302.2804182
0.0714000 0.9372885 68.7619045 68.7619045 302.2777805
0.0798000 0.9322216 76.6474712 76.6474712 302.2736500
0.0892500 0.9269117 85.4691616 85.4691616 302.2714133
0.1008000 0.9203358 96.1825389 96.1825389 302.2641732
0.1123500 0.9142733 106.8229444 106.8229444 302.2584366
0.1260000 0.9070751 119.3055460 119.3055460 302.2461260
0.1417500 0.8991858 133.5906148 133.5906148 302.2339989
0.1585500 0.8906515 148.6877585 148.6877585 302.2195501
0.1785000 0.8813301 166.4417393 166.4417393 302.1996569
0.2005500 0.8711727 185.8494081 185.8494081 302.1742813
0.2247000 0.8612223 206.8585712 206.8585712 302.1571448
0.2520000 0.8507733 230.3301806 230.3301806 302.1384583
0.2824500 0.8389362 256.1660758 256.1660758 302.1115085
0.3171000 0.8268085 285.1529625 285.1529625 302.0820358
0.3549000 0.8145223 316.3065711 316.3065711 302.0465092
0.3990000 0.8005491 352.0707934 352.0707934 301.9991807
0.4473000 0.7868307 390.5733483 390.5733483 301.9601019
0.5019000 0.7718371 433.2803053 433.2803053 301.9188789
0.5628000 0.7567818 480.0184937 480.0184937 301.8690433
0.6310500 0.7418263 531.3825098 531.3825098 301.8151634
0.7087500 0.7266572 588.6632033 588.6632033 301.7743160
0.7948500 0.7107764 650.8012057 650.8012057 301.7216600
0.8914500 0.6938256 718.9473364 718.9473364 301.6633767
1.0006500 0.6773260 794.1280700 794.1280700 301.5930605
1.1227651 0.6612333 876.2055584 876.2055584 301.5400836
1.2594751 0.6444515 965.8054649 965.8054649 301.4917157
1.4127226 0.6292757 1063.7884890 1063.7884890 301.4410807
1.5858151 0.6125204 1171.7015661 1171.7015661 301.3821242
1.7787526 0.5964868 1288.8152910 1288.8152910 301.3256686
1.9959451 0.5811659 1417.1398531 1417.1398531 301.2716891
2.2393220 0.5665729 1557.4199631 1557.4199631 301.2118300
2.5125215 0.5515393 1710.6597334 1710.6597334 301.1676383
2.8192921 0.5358183 1878.1160618 1878.1160618 301.1044626
3.1631068 0.5220703 2060.7158603 2060.7158603 301.0596673
3.5483644 0.5074243 2259.9475615 2259.9475615 301.0217419
3.9810846 0.4950436 2477.4192539 2477.4192539 300.9628850
4.4672872 0.4821737 2716.0424961 2716.0424961 300.9273029
5.0118948 0.4687620 2976.2956451 2976.2956451 300.8756112
5.6245099 0.4578787 3261.3741128 3261.3741128 300.8427443
6.3098094 0.4457738 3572.0401770 3572.0401770 300.7960511
7.0803644 0.4336897 3911.9141504 3911.9141504 300.7473415
7.9440561 0.4222702 4283.5705189 4283.5705189 300.7109495
8.9125633 0.4126507 4689.4423771 4689.4423771 300.6752613
10.0014481 0.4010419 5134.4569803 5134.4569803 300.6326041
11.2210876 0.3927251 5621.6223244 5621.6223244 300.6025521
12.5894367 0.3863581 6157.2322860 6157.2322860 300.5514748
14.1269504 0.3776129 6747.2128426 6747.2128426 300.5230566
15.8491767 0.3712486 7394.7715714 7394.7715714 300.4974295
17.7840324 0.3622829 8106.6409599 8106.6409599 300.4764288
19.9529062 0.3542829 8886.8743027 8886.8743027 300.4267922
22.3872322 0.3463440 9744.0244973 9744.0244973 300.3892259
25.1199938 0.3373174 10681.6982184 10681.6982184 300.3549032
28.1840786 0.3325845 11710.6915849 11710.6915849 300.3062696
31.6237393 0.3244438 12844.6964809 12844.6964809 300.2784740
35.4826072 0.3200916 14092.3324041 14092.3324041 300.2326722
39.8132470 0.3127257 15466.7371662 15466.7371662 300.2034501
44.6694872 0.3068354 16978.5472075 16978.5472075 300.1403140
50.1205675 0.3005409 18642.0517804 18642.0517804 300.0996502
56.2377471 0.2952192 20469.8133992 20469.8133992 300.0671884
63.0967693 0.2907062 22484.0522053 22484.0522053 300.0125966
70.7954662 0.2855922 24707.4822480 24707.4822480 299.9764775
79.4340106 0.2798780 27145.1224762 27145.1224762 299.9111065
89.1259377 0.2734618 29833.8252922 29833.8252922 299.8509179
100.0026275 0.2695240 32794.7398042 32794.7398042 299.7918918
112.2074471 0.2657865 36066.2643213 36066.2643213 299.7215825
125.8964104 0.2629350 39695.5269163 39695.5269163 299.6474391
141.2559945 0.2597276 43712.1451938 43712.1451938 299.5420692
158.4947918 0.2539146 48149.5970670 48149.5970670 299.4595224
177.8326602 0.2489963 53048.5584420 53048.5584420 299.3555857
199.5344894 0.2477685 58454.9253094 58454.9253094 299.2131439
223.8731455 0.2427757 64423.0896990 64423.0896990 299.0244670
251.1895596 0.2388220 71045.1449797 71045.1449797 298.8585647
281.8404883 0.2326010 78283.2683332 78283.2683332 298.7243889
316.2378815 0.2276690 86267.4550649 86267.4550649 298.5491870
354.8252370 0.2236090 95052.4156343 95052.4156343 298.3283145
398.1250863 0.2229723 104693.7073164 104693.7073164 298.0679298
446.6934609 0.2157688 115378.1696518 115378.1696518 297.7438625
501.1903976 0.2126288 127094.6863717 127094.6863717 297.4378820
562.3470481 0.2020967 139800.3392566 139800.3392566 297.1046852
630.9576992 0.1983306 153496.1763830 153496.1763830 296.7582918
707.9626349 0.1945505 168535.3471310 168535.3471310 296.4672239
794.3311114 0.1861171 184931.9255056 184931.9255056 296.0777241
891.2901875 0.1820015 202787.5889084 202787.5889084 295.6594507
1000.0152949 0.1803949 222516.0287920 222516.0287920 295.3301711
1122.0453570 0.1745077 244169.1079517 244169.1079517 294.9835435
1258.9519017 0.1649160 267658.7208127 267658.7208127 294.5838485
1412.6025846 0.1621200 292993.8998637 292993.8998637 294.2477200
1584.9192513 0.1585950 320707.0785168 320707.0785168 293.9393380
1778.3297629 0.1544489 351209.7699789 351209.7699789 293.6759451
1995.3396487 0.1517226 384598.9831914 384598.9831914 293.2853611
2238.7495208 0.1460410 420549.8237961 420549.8237961 292.6790669
2511.9332487 0.1389501 459098.6809062 459098.6809062 292.2569307
2818.4067961 0.1321537 501052.2322866 501052.2322866 291.5092681
3162.3160538 0.1265066 545709.4062510 545709.4062510 290.8640837
3548.2246552 0.1212725 593606.4073059 593606.4073059 289.9853666
3981.0824729 0.1180753 647000.5829852 647000.5829852 288.7385700
4466.8445267 0.1214768 705430.9828537 705430.9828537 287.8470771
5011.9508737 0.1179910 770875.8408250 770875.8408250 287.1191187
5623.4686414 0.1167759 843033.6895610 843033.6895610 286.4165007
6309.6060499 0.1120190 921584.8667754 921584.8667754 285.6334150
7079.5178905 0.0941785 1001146.9149798 1001146.9149798 284.6509323
7943.3360745 0.0891209 1079359.6065031 1079359.6065031 283.6324747
8912.5538779 0.0863379 1166079.2565574 1166079.2565574 282.8252457
10000.0576380 0.0869459 1260500.6263887 1260500.6263887 282.4894860
11220.2837932 0.0900249 1369043.7974287 1369043.7974287 282.2149204
12589.2832138 0.0853271 1488517.6586158 1488517.6586158 281.8034726
14125.4898594 0.0856824 1618993.5152679 1618993.5152679 281.5094386
15849.0266991 0.0861925 1767698.5180918 1767698.5180918 281.2912874
17782.8284773 0.0849005 1932656.0545474 1932656.0545474 281.1097670
19952.6405589 0.0874387 2118763.0988604 2118763.0988604 280.9057889
22387.3110130 0.0843396 2327564.7500659 2327564.7500659 280.6051437
25118.9399788 0.0815322 2552971.5772051 2552971.5772051 280.4801616
28183.8378200 0.0790170 2807167.7522445 2807167.7522445 279.8533322
31622.8492882 0.0803217 3073981.9514841 3073981.9514841 279.1605028
35481.3448326 0.0790086 3374857.5137721 3374857.5137721 278.6595661
39810.8123001 0.0826167 3733619.6978482 3733619.6978482 278.1295135
44668.4408210 0.0785393 4127400.8061478 4127400.8061478 277.5640866
50118.8218320 0.0802165 4553282.5773917 4553282.5773917 276.9957496
56234.1823694 0.0709170 4994240.9651656 4994240.9651656 276.3148532
63095.8439737 0.0686421 5487954.4510230 5487954.4510230 275.3809427
70794.7386130 0.0718684 6033899.4199698 6033899.4199698 274.8368675
79432.9897122 0.0651428 6578576.0825142 6578576.0825142 272.8865539
89125.2011949 0.0672455 7257830.2436692 7257830.2436692 272.2888610
100000.1496297 0.0725436 8016670.9671404 8016670.9671404 272.0828527
