35735 18.85148407479583 1.00000000000000 5072
1.89627342814273 57.56033395331718 20.73021141571802 1.39999997615814 7071
2.40242752926005 59.88072727324123 20.38419898163758 1.00000000000000 198
1.46353119741481 59.59893027847417 22.19701937780809 1.00000000000000 2272
0.02141167766649 59.58977522938676 20.31653001269828 1.39999997615814 23979
1.73166242843013 57.22089469032684 24.19600853690062 1.00000000000000 16840
1.63414138110461 59.52264177114296 24.88968438977543 1.39999997615814 28463
1.45211531937149 57.44818120160267 26.16423710957611 1.00000000000000 4000
1.94392328459242 58.92836357376950 27.98215535504040 1.39999997615814 27381
1.70036221320689 58.78684419030182 30.35670651304363 1.00000000000000 32028
0.12218951816618 59.76284809648291 31.39074728352895 1.00000000000000 4354
0.09493886439731 58.45939714231014 32.90888197113806 1.00000000000000 6780
1.51611685317438 59.72843132968043 33.52074837754446 1.00000000000000 14566
2.00003768419815 58.11645894118510 32.43380124940342 1.00000000000000 30970
2.44339963069481 58.10520509879956 35.00643488429289 1.39999997615814 29267
1.77413268514901 59.63023501380152 36.88259669229994 1.00000000000000 5572
2.34057910949782 57.50926176980235 37.85533551515962 1.39999997615814 2903
0.58344738307076 59.36241133334880 38.91838183402206 1.39999997615814 3549
0.97206911580156 57.44764122029559 40.83480953646574 1.00000000000000 19110
1.43906038567597 59.14525425163953 42.63840140326771 1.39999997615814 4275
2.19784087624977 57.69854517075663 44.90719189710683 1.39999997615814 8329
0.48299967923714 59.66392264728597 45.93847907439871 1.39999997615814 1797
1.31654493708901 59.40362040643961 48.59137610791693 1.39999997615814 19293
2.25205533364203 58.94287465793693 51.16838024003761 1.39999997615814 9287
0.71433979266898 57.74500289281420 53.12150051623482 1.39999997615814 7787
2.62502356376271 59.14716047036089 53.50568375991423 1.00000000000000 11460
1.85061183840062 58.27284092228254 55.60717210695086 1.39999997615814 19701
2.33993887802431 58.57280743981596 59.52791608247382 1.00000000000000 14904
0.77441823820263 57.51265072396239 58.06249397065523 1.39999997615814 6927
0.33307370093178 59.90831135267109 59.46187273109958 1.39999997615814 12289
0.15609093820235 60.72443556423366 2.38411296309764 1.39999997615814 23933
1.12479177609153 62.80755641617114 1.76176888700474 1.00000000000000 19652
2.03466326200642 61.00157800218057 4.56977325203742 1.39999997615814 6717
0.57576858631576 62.68655466596016 3.67899565883882 1.00000000000000 24888
0.09456989555297 61.91872990846079 5.63301437546997 1.00000000000000 17184
1.75691360328371 62.03519815149699 6.74302885444838 1.00000000000000 1230
2.68963387097538 62.35900741852649 8.45861091119539 1.00000000000000 778
1.92358228641977 60.56131719179018 8.80434123265073 1.00000000000000 29686
1.03938136012520 60.44430205165986 10.60313276444721 1.00000000000000 10098
1.52531447730546 62.78274037582278 10.49688818605891 1.39999997615814 18187
0.22696497560958 61.46401164748050 12.58339838859001 1.39999997615814 2271
1.75877712269360 60.25994351525875 14.26781387869484 1.00000000000000 23282
1.01098715018826 62.04117329566014 14.77431101683747 1.00000000000000 14608
2.30368983924836 61.11104889279653 16.54554870378044 1.39999997615814 4473
1.40347298477680 60.81679820212341 18.75494968351069 1.00000000000000 15652
1.46312896103959 61.84861482875013 21.39328139798789 1.39999997615814 2263
1.00058471027337 61.62565318873300 23.89486339498137 1.00000000000000 15544
2.12065347137707 62.01943778295436 25.52455837143236 1.00000000000000 1034
2.67596822693736 60.83198503055240 23.17606121634557 1.00000000000000 25742
1.04639703906260 60.96441936070372 26.84073697371231 1.00000000000000 21486
2.12370968675503 62.50633680450545 30.93583178752814 1.39999997615814 21587
0.32290602485183 61.23380772746685 29.10216136219674 1.39999997615814 241
2.51824168194105 60.50309080531679 29.69929712667391 1.00000000000000 18734
2.03741079409784 60.24096677185835 31.66693512439771 1.00000000000000 27386
2.32668748028414 62.70428595424636 33.31748729045546 1.00000000000000 1902
1.75546798737638 61.37796679014571 35.22357852021031 1.39999997615814 10517
1.15673609476117 62.82228220580208 37.54446000465069 1.39999997615814 30487
0.19592912607236 61.99958103112203 40.02048529606112 1.39999997615814 3679
2.56381145477788 61.31532676071282 41.33561368778663 1.39999997615814 16329
1.24231964428301 61.00953311992993 44.10575513414624 1.00000000000000 22812
2.68877116088804 60.35969830905165 45.31681677881073 1.00000000000000 21238
0.59633775952871 62.03677477212449 45.70126658582836 1.00000000000000 18590
2.68237250345663 60.82914198477241 47.26414888389823 1.00000000000000 12020
1.55601557874303 62.16043981239247 49.08070607384616 1.39999997615814 29553
1.56310572188957 61.54056665841867 51.82235073863963 1.39999997615814 28727
1.04471682426657 62.71547357020020 53.91047908653925 1.00000000000000 5174
0.69408979058827 60.37547554473898 54.19700255178819 1.39999997615814 12777
0.03517576474592 62.32593568957654 56.09021923127875 1.39999997615814 13163
2.83453019055322 62.68419254118601 55.97420555338212 1.39999997615814 16415
1.31182868577820 62.06254868471635 59.75173967705715 1.00000000000000 17210
2.16300303646833 60.41792952443936 57.40272794245425 1.39999997615814 21033
2.66526312105150 60.55545183450081 59.71371679391757 1.00000000000000 19724
0.29911259763442 63.89800525971179 0.31394796507789 1.00000000000000 32038
2.81133167025177 63.88276767227501 0.46326248992568 1.39999997615814 24855
1.01410054190268 64.23721143104052 5.43300940458906 1.39999997615814 16765
2.71802666309731 63.72346791992567 3.27194047146085 1.39999997615814 10659
1.44776775881175 63.72952440422375 7.72345748544431 1.00000000000000 17204
0.77979214213578 64.78597032356100 9.38906014883472 1.00000000000000 7746
1.71292283265066 65.08168591158847 11.12601520519513 1.00000000000000 23842
1.47376524574601 63.91780244290499 13.25837962163617 1.39999997615814 6411
0.60604125830901 63.86546856842250 16.26731664306193 1.39999997615814 2517
0.45916740912526 65.68543849763435 14.54909271778418 1.00000000000000 19832
1.36254537910087 62.88312790664395 18.32767217391935 1.00000000000000 10848
1.45416703640610 65.35039491867047 18.49337566576190 1.39999997615814 20349
2.06210137509476 63.91518767567104 20.33146461797219 1.00000000000000 16984
1.57941884222308 64.05422889962205 22.25949799351197 1.00000000000000 896
0.25559410838984 62.91115714152372 25.26370696252732 1.00000000000000 6110
1.79471987989484 63.43163821519354 24.12776059235503 1.00000000000000 308
0.05531492937256 65.12185164516274 24.33375951407764 1.39999997615814 23753
2.82241544466801 65.53791501915839 23.65552269825764 1.39999997615814 14479
2.66488023365231 64.25097365692946 25.70491345986993 1.00000000000000 27834
1.93546864980057 63.01712063726947 27.69271442643110 1.39999997615814 10431
2.35519749469684 65.36306068551789 27.45607323856296 1.00000000000000 19690
0.57022234198506 64.45578517541779 29.67672247315978 1.39999997615814 6571
2.70871842127944 65.58765214360608 31.39181933158353 1.39999997615814 20627
0.60125701188822 64.17852269673841 32.56393184797322 1.39999997615814 21159
1.71724567632580 64.15583294496147 35.16456370121003 1.39999997615814 25485
1.54418222112811 65.57842270621683 37.63712376892684 1.39999997615814 971
2.09190690608744 64.03905579383081 39.89933378618394 1.39999997615814 4955
1.19809625575452 63.19211443719684 41.95082868926939 1.00000000000000 22218
1.86129904448507 62.87893424625085 43.81805760905289 1.00000000000000 30354
2.20846112944014 65.09877838960324 42.95431275483759 1.39999997615814 22427
0.67376797441452 64.37367696768428 45.24508787099103 1.39999997615814 10463
2.43851427219199 64.61606386163484 48.08989271546656 1.39999997615814 16577
0.35922014546261 63.26162236443508 47.33554246444356 1.00000000000000 9512
0.22050327820172 65.25990245298956 47.41701939832740 1.00000000000000 7716
1.78990386623495 64.35005164220598 50.36711771281648 1.00000000000000 16464
0.31457533426973 65.39777760540764 49.49228450126307 1.00000000000000 23912
0.92235111174006 63.82783123859215 52.09064595465918 1.00000000000000 3312
2.01815974919597 64.37595875311794 54.43766564652927 1.00000000000000 26792
0.61067500201581 64.64368018350879 55.98677212414086 1.00000000000000 20302
2.81612085790499 65.43825943652155 56.41312506022524 1.39999997615814 8887
1.27600512013153 63.82432771002752 58.13359174809543 1.39999997615814 13483
1.34828634259787 65.76625762222596 1.99354326699120 1.39999997615814 695
1.78715728817915 68.10416838548940 2.08658255308406 1.00000000000000 21618
1.40858586295531 66.87296510726446 4.58918050968067 1.39999997615814 13407
0.82870616710771 66.18447448684131 7.44264598010415 1.39999997615814 4033
0.49908059119207 68.26791235228234 6.31361523029314 1.00000000000000 12526
2.38767547466610 67.84936676138969 6.73867726158932 1.00000000000000 8836
1.77029030891653 66.53084089597670 9.61247211762240 1.00000000000000 17108
1.60658560244117 68.06918092488795 11.43875828613497 1.39999997615814 22911
0.60457748241376 66.05317850730566 12.50722610239033 1.00000000000000 22574
0.09577501501407 67.94674729130986 13.87935314026130 1.39999997615814 7491
2.85697230788900 66.34823965935567 13.20101961900498 1.39999997615814 7069
2.35618319551998 66.04952744961142 15.95290946981586 1.39999997615814 1487
1.09153149857477 68.14674844608487 17.27315104780237 1.39999997615814 26115
2.08509798148124 67.50649778672428 19.37037136984375 1.00000000000000 27156
1.28568694543620 66.15428134659498 21.17064462919667 1.39999997615814 24323
1.66955231836528 68.48913947106303 21.41409374475214 1.00000000000000 11140
