7008 -4 0 790.423
0.0325500 0.9800396 25.5038107 25.5038107 31.2836909
0.0357000 0.9778453 27.9403007 27.9403007 31.2669406
0.0399000 0.9749408 31.1804964 31.1804964 31.2449545
0.0451500 0.9713446 35.2172624 35.2172624 31.2180165
0.0504000 0.9677854 39.2391971 39.2391971 31.1916659
0.0567000 0.9635644 44.0461627 44.0461627 31.1607943
0.0640500 0.9587072 49.6279374 49.6279374 31.1257717
0.0714000 0.9539190 55.1817242 55.1817242 31.0917759
0.0798000 0.9485289 61.4951417 61.4951417 31.0541249
0.0892500 0.9425676 68.5553754 68.5553754 31.0132252
0.1008000 0.9354274 77.1247626 77.1247626 30.9652179
0.1123500 0.9284459 85.6297596 85.6297596 30.9192586
0.1260000 0.9203910 95.6000318 95.6000318 30.8674074
0.1417500 0.9113558 106.9978659 106.9978659 30.8106539
0.1585500 0.9020102 119.0335954 119.0335954 30.7534566
0.1785000 0.8912907 133.1678549 133.1678549 30.6896126
0.2005500 0.8798976 148.5973208 148.5973208 30.6237013
0.2247000 0.8679353 165.2734752 165.2734752 30.5565296
0.2520000 0.8550072 183.8563204 183.8563204 30.4862091
0.2824500 0.8412950 204.2628079 204.2628079 30.4139683
0.3171000 0.8265275 227.0940323 227.0940323 30.3386893
0.3549000 0.8113569 251.5537346 251.5537346 30.2638303
0.3990000 0.7948005 279.5369169 279.5369169 30.1846725
0.4473000 0.7779344 309.5474768 309.5474768 30.1065273
0.5019000 0.7602714 342.7273226 342.7273226 30.0272135
0.5628000 0.7421292 378.8739278 378.8739278 29.9481493
0.6310500 0.7235003 418.3914052 418.3914052 29.8692627
0.7087500 0.7041918 462.2151862 462.2151862 29.7896934
0.7948500 0.6848207 509.4609128 509.4609128 29.7118710
0.8914500 0.6652322 560.9811879 560.9811879 29.6350252
1.0006500 0.6453672 617.5186464 617.5186464 29.5588662
1.1227651 0.6255448 678.8279064 678.8279064 29.4844484
1.2594751 0.6057966 745.3263960 745.3263960 29.4118510
1.4127226 0.5862069 817.4869116 817.4869116 29.3411288
1.5858151 0.5667226 896.3199714 896.3199714 29.2718953
1.7787526 0.5476505 981.2521626 981.2521626 29.2051580
1.9959451 0.5288762 1073.6129642 1073.6129642 29.1402823
2.2393220 0.5105735 1173.5436566 1173.5436566 29.0775661
2.5125215 0.4927345 1281.8187302 1281.8187302 29.0168831
2.8192921 0.4753424 1399.1297407 1399.1297407 28.9582302
3.1631068 0.4584951 1525.9547963 1525.9547963 28.9017085
3.5483644 0.4422222 1663.0286564 1663.0286564 28.8472329
3.9810846 0.4264290 1811.5073736 1811.5073736 28.7946153
4.4672872 0.4111324 1972.3663777 1972.3663777 28.7438421
5.0118948 0.3964117 2146.0896961 2146.0896961 28.6950290
5.6245099 0.3822275 2334.5128089 2334.5128089 28.6478873
6.3098094 0.3686803 2537.7828803 2537.7828803 28.6025730
7.0803644 0.3556610 2758.2568725 2758.2568725 28.5587078
7.9440561 0.3431951 2996.6885858 2996.6885858 28.5163170
8.9125633 0.3312212 3254.7084692 3254.7084692 28.4752469
10.0014481 0.3197138 3534.6888525 3534.6888525 28.4352629
11.2210876 0.3087480 3837.4733264 3837.4733264 28.3963613
12.5894367 0.2982581 4165.5754852 4165.5754852 28.3583438
14.1269504 0.2882323 4521.7819368 4521.7819368 28.3209636
15.8491767 0.2786391 4907.4466577 4907.4466577 28.2841459
17.7840324 0.2694100 5326.3336156 5326.3336156 28.2476180
19.9529062 0.2605924 5780.4310951 5780.4310951 28.2113364
22.3872322 0.2520884 6273.4660423 6273.4660423 28.1751694
25.1199938 0.2438424 6808.8512778 6808.8512778 28.1389418
28.1840786 0.2359069 7389.5723004 7389.5723004 28.1023426
31.6237393 0.2281977 8020.1939760 8020.1939760 28.0651344
35.4826072 0.2208216 8704.6800888 8704.6800888 28.0271262
39.8132470 0.2137347 9448.1058100 9448.1058100 27.9881265
44.6694872 0.2069030 10255.0675013 10255.0675013 27.9481088
50.1205675 0.2002782 11131.9008059 11131.9008059 27.9073688
56.2377471 0.1938986 12084.4451773 12084.4451773 27.8654325
63.0967693 0.1877510 13118.5576810 13118.5576810 27.8219008
70.7954662 0.1817583 14242.4453216 14242.4453216 27.7763763
79.4340106 0.1759328 15463.2063927 15463.2063927 27.7287517
89.1259377 0.1702114 16788.5226215 16788.5226215 27.6783968
100.0026275 0.1646344 18227.2383391 18227.2383391 27.6253633
112.2074471 0.1593157 19789.2034986 19789.2034986 27.5685410
125.8964104 0.1538879 21483.3231670 21483.3231670 27.5077921
141.2559945 0.1484312 23317.8333746 23317.8333746 27.4424587
158.4947918 0.1429926 25302.2723173 25302.2723173 27.3709743
177.8326602 0.1378992 27448.0503511 27448.0503511 27.2925528
199.5344894 0.1330409 29771.0225333 29771.0225333 27.2083833
223.8731455 0.1284417 32284.6986565 32284.6986565 27.1196304
251.1895596 0.1239749 35008.5499065 35008.5499065 27.0266961
281.8404883 0.1197853 37960.2810878 37960.2810878 26.9299190
316.2378815 0.1157365 41160.5025896 41160.5025896 26.8276610
354.8252370 0.1115933 44625.1654637 44625.1654637 26.7171901
398.1250863 0.1074393 48373.2161404 48373.2161404 26.5927183
