 1007 -3.75 0.001
0.01 0.99463 8.72556 8.72556
0.02 0.989419 17.4052 17.4052
0.03 0.984372 26.04 26.04
0.05 0.974503 43.1781 43.1781
0.07 0.964798 60.1465 60.1465
0.1 0.950982 85.2874 85.2874
0.2 0.909361 166.631 166.631
0.3 0.873391 244.558 244.558
0.5 0.814705 392.042 392.042
0.7 0.768353 530.388 530.388
1 0.713733 724.55 724.55
2 0.603473 1295.01 1295.01
3 0.540167 1792.4 1792.4
5 0.465633 2665.51 2665.51
7 0.423461 3441.04 3441.04
10 0.380783 4491.71 4491.71
15 0.34159 6064.29 6064.29
20 0.316781 7499.06 7499.06
30 0.285924 10119.9 10119.9
50 0.254304 14790.6 14790.6
70 0.234104 19036.1 19036.1
100 0.215443 24884.8 24884.8
150 0.195788 33842.2 33842.2
200 0.185606 42219.1 42219.1
300 0.171054 57709.6 57709.6
500 0.149306 85517.4 85517.4
700 0.139848 110614 110614
1000 0.128571 145291 145291
1500 0.117367 198968 198968
2000 0.110206 248665 248665
3000 0.0971561 338571 338571
5000 0.0839553 496192 496192
7000 0.0775075 637608 637608
10000 0.0685751 826194 826194
15000 0.0644156 1.1143e+06 1.1143e+06
20000 0.06154 1.38965e+06 1.38965e+06
30000 0.0499671 1.87096e+06 1.87096e+06
40000 0.0463707 2.28085e+06 2.28085e+06
50000 0.0426955 2.67438e+06 2.67438e+06
60000 0.0465334 3.06664e+06 3.06664e+06
70000 0.041959 3.4489e+06 3.4489e+06
80000 0.0401541 3.83032e+06 3.83032e+06
90000 0.0385406 4.17364e+06 4.17364e+06
100000 0.0369188 4.49983e+06 4.49983e+06
150000 0.0320842 6.02809e+06 6.02809e+06
200000 0.036157 7.46731e+06 7.46731e+06
300000 0.0334667 1.05091e+07 1.05091e+07
400000 0.0357218 1.36213e+07 1.36213e+07
500000 0.0304508 1.6594e+07 1.6594e+07
600000 0.0333209 1.94767e+07 1.94767e+07
700000 0.0270996 2.20993e+07 2.20993e+07
800000 0.0275144 2.45742e+07 2.45742e+07
900000 0.0231825 2.67426e+07 2.67426e+07
