 1008 -3.75 0.001
0.01 0.994735 8.71258 8.71258
0.02 0.989459 17.3793 17.3793
0.03 0.984373 26.0011 26.0011
0.05 0.974552 43.1154 43.1154
0.07 0.964943 60.0573 60.0573
0.1 0.950779 85.1613 85.1613
0.2 0.909194 166.367 166.367
0.3 0.873631 244.199 244.199
0.5 0.814643 391.491 391.491
0.7 0.767731 529.58 529.58
1 0.713981 723.432 723.432
2 0.601605 1292.68 1292.68
3 0.537995 1787.72 1787.72
5 0.463165 2656.25 2656.25
7 0.419414 3423.58 3423.58
10 0.37929 4465.9 4465.9
15 0.338201 6024.56 6024.56
20 0.312632 7442.87 7442.87
30 0.279806 10015.9 10015.9
50 0.245013 14559.6 14559.6
70 0.225637 18657 18657
100 0.209586 24328.4 24328.4
150 0.189758 33007.5 33007.5
200 0.178278 41090.8 41090.8
300 0.164374 56050.2 56050.2
500 0.149349 83239.7 83239.7
700 0.137939 108151 108151
1000 0.12821 142687 142687
1500 0.118776 196069 196069
2000 0.111958 246446 246446
3000 0.103304 339732 339732
5000 0.0947715 513299 513299
7000 0.0910394 674689 674689
10000 0.0806438 903933 903933
15000 0.0679229 1.2177e+06 1.2177e+06
20000 0.0578181 1.49703e+06 1.49703e+06
30000 0.0605621 2.04521e+06 2.04521e+06
40000 0.0504374 2.52129e+06 2.52129e+06
50000 0.0511094 2.96193e+06 2.96193e+06
60000 0.0479411 3.39526e+06 3.39526e+06
70000 0.0456749 3.80178e+06 3.80178e+06
80000 0.0454985 4.20116e+06 4.20116e+06
90000 0.0486571 4.61341e+06 4.61341e+06
100000 0.048409 5.03341e+06 5.03341e+06
150000 0.0459218 7.10024e+06 7.10024e+06
200000 0.0453821 9.10182e+06 9.10182e+06
300000 0.0467531 1.2968e+07 1.2968e+07
400000 0.03491 1.66554e+07 1.66554e+07
500000 0.0340787 1.97775e+07 1.97775e+07
600000 0.0282409 2.26595e+07 2.26595e+07
700000 0.0264369 2.50369e+07 2.50369e+07
800000 0.0306558 2.74951e+07 2.74951e+07
900000 0.0273335 2.99803e+07 2.99803e+07
