 1013 -2.8 0.001
0.01 0.994754 8.74707 8.74707
0.02 0.989603 17.4492 17.4492
0.03 0.984537 26.1068 26.1068
0.05 0.974748 43.2891 43.2891
0.07 0.964869 60.3008 60.3008
0.1 0.95093 85.5059 85.5059
0.2 0.908838 167.02 167.02
0.3 0.872336 245.101 245.101
0.5 0.81278 392.663 392.663
0.7 0.765055 530.888 530.888
1 0.71079 724.803 724.803
2 0.598158 1294.01 1294.01
3 0.534237 1788.43 1788.43
5 0.462844 2656.64 2656.64
7 0.421676 3430.57 3430.57
10 0.38167 4482.38 4482.38
15 0.342846 6061.8 6061.8
20 0.315849 7501.93 7501.93
30 0.283476 10117 10117
50 0.249959 14769.1 14769.1
70 0.23087 18962.2 18962.2
100 0.211607 24768.2 24768.2
150 0.191807 33632.2 33632.2
200 0.179606 41762.1 41762.1
300 0.162629 56704.5 56704.5
500 0.138942 83063.7 83063.7
700 0.128941 106561 106561
1000 0.118807 138922 138922
1500 0.103787 187858 187858
2000 0.0918856 230989 230989
3000 0.0813091 306635 306635
5000 0.069345 435591 435591
7000 0.064109 552755 552755
10000 0.0522388 709369 709369
15000 0.0373585 895685 895685
20000 0.0396786 1.06529e+06 1.06529e+06
30000 0.0323723 1.3675e+06 1.3675e+06
40000 0.0176854 1.59398e+06 1.59398e+06
50000 0.0132856 1.75207e+06 1.75207e+06
60000 0.0146658 1.89184e+06 1.89184e+06
70000 0.0121645 2.0189e+06 2.0189e+06
80000 0.0178045 2.17137e+06 2.17137e+06
90000 0.0247095 2.38335e+06 2.38335e+06
100000 0.0162398 2.55404e+06 2.55404e+06
150000 0.0160397 3.30474e+06 3.30474e+06
200000 0.0233796 4.13786e+06 4.13786e+06
300000 0.0143628 5.22275e+06 5.22277e+06
400000 0.0137214 6.26488e+06 6.2649e+06
500000 0.00617783 7.35513e+06 7.35515e+06
600000 0.00457358 8.14265e+06 8.14352e+06
700000 0.0105835 8.64665e+06 8.6518e+06
800000 0.0118596 9.53523e+06 9.54038e+06
900000 0.00809679 1.05686e+07 1.05738e+07
1e+06 0.0059192 1.13863e+07 1.13918e+07
