7014 -99 0 883.337
0.0325500 0.9858765 28.6618906 28.6618906 88.0867570
0.0357000 0.9837426 31.4011433 31.4011433 88.0692153
0.0399000 0.9809197 35.0442928 35.0442928 88.0462060
0.0451500 0.9774278 39.5835978 39.5835978 88.0180383
0.0504000 0.9739760 44.1068212 44.1068212 87.9905100
0.0567000 0.9698846 49.5137167 49.5137167 87.9582905
0.0640500 0.9651799 55.7932266 55.7932266 87.9217807
0.0714000 0.9605506 62.0424731 62.0424731 87.8863836
0.0798000 0.9553493 69.1480261 69.1480261 87.8472283
0.0892500 0.9496077 77.0961360 77.0961360 87.8047508
0.1008000 0.9427457 86.7462245 86.7462245 87.7549640
0.1123500 0.9360464 96.3272183 96.3272183 87.7073730
0.1260000 0.9283293 107.5633297 107.5633297 87.6537642
0.1417500 0.9196924 120.4143631 120.4143631 87.5951877
0.1585500 0.9107790 133.9920161 133.9920161 87.5362555
0.1785000 0.9005791 149.9470915 149.9470915 87.4705955
0.2005500 0.8897672 167.3771351 167.3771351 87.4029376
0.2247000 0.8784490 186.2312760 186.2312760 87.3341128
0.2520000 0.8662645 207.2613562 207.2613562 87.2621834
0.2824500 0.8533830 230.3809920 230.3809920 87.1883989
0.3171000 0.8395547 256.2808280 256.2808280 87.1116114
0.3549000 0.8253893 284.0681028 284.0681028 87.0353354
0.3990000 0.8099519 315.9098528 315.9098528 86.9547553
0.4473000 0.7942532 350.1201608 350.1201608 86.8752694
0.5019000 0.7778538 388.0187216 388.0187216 86.7946472
0.5628000 0.7610373 429.3968816 429.3968816 86.7143154
0.6310500 0.7438063 474.7427657 474.7427657 86.6341982
0.7087500 0.7259754 525.1639040 525.1639040 86.5534223
0.7948500 0.7081052 579.6787914 579.6787914 86.4744594
0.8914500 0.6900435 639.3089583 639.3089583 86.3965262
1.0006500 0.6717633 704.9640030 704.9640030 86.3193289
1.1227651 0.6535409 776.4158743 776.4158743 86.2439381
1.2594751 0.6353995 854.2120801 854.2120801 86.1704331
1.4127226 0.6174110 938.9738611 938.9738611 86.0988419
1.5858151 0.5994953 1031.9682613 1031.9682613 86.0287490
1.7787526 0.5819406 1132.6025719 1132.6025719 85.9611752
1.9959451 0.5646378 1242.5445016 1242.5445016 85.8954782
2.2393220 0.5477279 1362.0646685 1362.0646685 85.8320090
2.5125215 0.5312217 1492.1991911 1492.1991911 85.7706595
2.8192921 0.5151440 1633.9119713 1633.9119713 85.7114034
3.1631068 0.4995533 1787.9304096 1787.9304096 85.6543082
3.5483644 0.4844697 1955.2972065 1955.2972065 85.5993189
3.9810846 0.4698630 2137.6111745 2137.6111745 85.5462523
4.4672872 0.4557408 2336.2917092 2336.2917092 85.4950541
5.0118948 0.4421401 2552.1752325 2552.1752325 85.4457862
5.6245099 0.4289817 2787.7802825 2787.7802825 85.3981814
6.3098094 0.4163308 3043.5297752 3043.5297752 85.3524374
7.0803644 0.4041458 3322.6483646 3322.6483646 85.3081864
7.9440561 0.3924265 3626.3955718 3626.3955718 85.2655100
8.9125633 0.3811437 3957.1660280 3957.1660280 85.2243107
10.0014481 0.3703014 4318.4116389 4318.4116389 85.1844199
11.2210876 0.3599083 4711.6025999 4711.6025999 85.1458864
12.5894367 0.3499603 5140.4555269 5140.4555269 85.1085482
14.1269504 0.3403765 5609.0704988 5609.0704988 85.0722211
15.8491767 0.3312132 6119.7242058 6119.7242058 85.0368612
17.7840324 0.3224285 6678.0994740 6678.0994740 85.0022505
19.9529062 0.3140275 7287.5586666 7287.5586666 84.9682162
22.3872322 0.3059156 7953.8755933 7953.8755933 84.9344620
25.1199938 0.2981079 8682.6681324 8682.6681324 84.9008467
28.1840786 0.2905887 9479.0970081 9479.0970081 84.8672680
31.6237393 0.2833383 10350.7130801 10350.7130801 84.8333642
35.4826072 0.2763849 11304.3645875 11304.3645875 84.7988752
39.8132470 0.2696148 12348.3849130 12348.3849130 84.7636771
44.6694872 0.2630815 13490.5678328 13490.5678328 84.7277074
50.1205675 0.2567944 14741.8202052 14741.8202052 84.6905505
56.2377471 0.2506579 16112.4582951 16112.4582951 84.6519712
63.0967693 0.2447191 17612.7004191 17612.7004191 84.6126690
70.7954662 0.2389972 19256.9778678 19256.9778678 84.5722261
79.4340106 0.2334605 21059.0274494 21059.0274494 84.5301696
89.1259377 0.2280644 23034.1715700 23034.1715700 84.4866318
100.0026275 0.2227308 25199.1791630 25199.1791630 84.4415339
112.2074471 0.2175840 27571.9135167 27571.9135167 84.3941016
125.8964104 0.2125130 30171.6374476 30171.6374476 84.3435864
141.2559945 0.2073972 33019.6466754 33019.6466754 84.2879545
158.4947918 0.2024030 36138.9157253 36138.9157253 84.2295662
177.8326602 0.1976452 39554.6718520 39554.6718520 84.1675030
199.5344894 0.1931004 43298.1766995 43298.1766995 84.1038937
223.8731455 0.1891346 47405.4896173 47405.4896173 84.0377360
251.1895596 0.1851941 51920.5426929 51920.5426929 83.9657623
281.8404883 0.1816242 56883.4805110 56883.4805110 83.8897818
316.2378815 0.1781925 62350.7221040 62350.7221040 83.8112004
354.8252370 0.1743627 68358.4627854 68358.4627854 83.7235933
398.1250863 0.1703541 74948.9754062 74948.9754062 83.6210406
446.6934609 0.1663660 82171.7857359 82171.7857359 83.5158919
501.1903976 0.1626752 90085.0360861 90085.0360861 83.4015160
562.3470481 0.1591045 98777.1117883 98777.1117883 83.2824746
630.9576992 0.1554228 108299.0864630 108299.0864630 83.1708719
707.9626349 0.1523600 118766.7756936 118766.7756936 83.0539929
794.3311114 0.1479997 130220.5932774 130220.5932774 82.9193834
891.2901875 0.1445325 142748.4869390 142748.4869390 82.7703968
1000.0152949 0.1417997 156489.6871812 156489.6871812 82.6148882
1122.0453570 0.1373131 171553.2995084 171553.2995084 82.4521967
1258.9519017 0.1316086 187796.8419107 187796.8419107 82.2493755
1412.6025846 0.1262209 205243.8038736 205243.8038736 82.0215327
1584.9192513 0.1234602 224267.4518389 224267.4518389 81.7747418
1778.3297629 0.1199337 245086.4509366 245086.4509366 81.4727429
1995.3396487 0.1141318 267491.3906118 267491.3906118 81.2073916
2238.7495208 0.1106766 291622.4591472 291622.4591472 80.9500734
2511.9332487 0.1103482 318270.3566849 318270.3566849 80.6916527
2818.4067961 0.1071137 347718.7579802 347718.7579802 80.3959907
3162.3160538 0.1035888 379697.7899126 379697.7899126 80.1543472
3548.2246552 0.1028480 414789.9386471 414789.9386471 79.9732664
3981.0824729 0.1025037 454207.4214812 454207.4214812 79.7924688
4466.8445267 0.1022224 498336.5184685 498336.5184685 79.5088476
5011.9508737 0.1010042 547040.3748819 547040.3748819 79.2350571
5623.4686414 0.0962918 600229.3562100 600229.3562100 78.8272198
6309.6060499 0.0936528 657402.3887567 657402.3887567 78.3623854
7079.5178905 0.0902348 720166.4189827 720166.4189827 77.9875035
7943.3360745 0.0874115 788138.7590422 788138.7590422 77.5408867
8912.5538779 0.0803802 859444.5692900 859444.5692900 76.9450725
10000.0576380 0.0831834 937354.6496439 937354.6496439 76.3395993
11220.2837932 0.0779669 1024213.6582102 1024213.6582102 75.7186454
12589.2832138 0.0754329 1116147.2447664 1116147.2447664 75.1529342
14125.4898594 0.0730360 1216666.6543226 1216666.6543226 74.7746052
15849.0266991 0.0705078 1326242.5673289 1326242.5673289 74.3664993
17782.8284773 0.0678566 1444495.6246777 1444495.6246777 74.0942344
19952.6405589 0.0662498 1569103.7840305 1569103.7840305 73.7596631
22387.3110130 0.0658468 1711637.3591000 1711637.3591000 73.4773885
25118.9399788 0.0616021 1861103.2632680 1861103.2632680 72.9916363
28183.8378200 0.0628396 2027577.9367175 2027577.9367175 72.6393199
31622.8492882 0.0631076 2219712.1935618 2219712.1935618 72.4413941
35481.3448326 0.0653587 2439592.5668321 2439592.5668321 72.3120525
39810.8123001 0.0638551 2686520.4075153 2686520.4075153 72.2103831
44668.4408210 0.0613704 2954888.6785363 2954888.6785363 72.0404018
50118.8218320 0.0629663 3253794.1161342 3253794.1161342 71.7121299
56234.1823694 0.0652853 3595406.7530260 3595406.7530260 71.6189075
63095.8439737 0.0668990 3991877.9196958 3991877.9196958 71.4790280
70794.7386130 0.0650877 4448897.0718819 4448897.0718819 70.9223219
79432.9897122 0.0653167 4939124.3838321 4939124.3838321 70.4688433
89125.2011949 0.0594218 5455388.7058348 5455388.7058348 69.7805587
100000.1496297 0.0589380 6021075.5661428 6021075.5661428 69.5562741
