7010 -99 0 890.003
0.0325500 0.9820221 28.7644101 28.7644101 88.7584935
0.0357000 0.9799009 31.5135496 31.5135496 88.7409290
0.0399000 0.9770939 35.1698650 35.1698650 88.7178882
0.0451500 0.9736201 39.7255964 39.7255964 88.6896794
0.0504000 0.9701858 44.2652064 44.2652064 88.6621081
0.0567000 0.9661171 49.6917206 49.6917206 88.6298341
0.0640500 0.9614392 55.9940699 55.9940699 88.5932563
0.0714000 0.9568322 62.2660829 62.2660829 88.5577873
0.0798000 0.9516570 69.3975601 69.3975601 88.5185454
0.0892500 0.9459462 77.3747284 77.3747284 88.4759646
0.1008000 0.9391238 87.0602151 87.0602151 88.4260428
0.1123500 0.9324665 96.6764992 96.6764992 88.3783073
0.1260000 0.9248040 107.9542620 107.9542620 88.3245150
0.1417500 0.9162245 120.8532795 120.8532795 88.2657098
0.1585500 0.9073691 134.4819950 134.4819950 88.2065188
0.1785000 0.8972335 150.4975241 150.4975241 88.1405344
0.2005500 0.8864853 167.9940955 167.9940955 88.0724995
0.2247000 0.8752217 186.9205873 186.9205873 88.0032477
0.2520000 0.8630920 208.0316404 208.0316404 87.9308273
0.2824500 0.8502600 231.2404773 231.2404773 87.8564915
0.3171000 0.8364719 257.2401207 257.2401207 87.7790731
0.3549000 0.8223262 285.1337416 285.1337416 87.7021099
0.3990000 0.8069014 317.0957535 317.0957535 87.6207394
0.4473000 0.7912104 351.4332938 351.4332938 87.5404145
0.5019000 0.7748126 389.4700342 389.4700342 87.4588853
0.5628000 0.7579786 430.9952024 430.9952024 87.3776152
0.6310500 0.7407133 476.4964189 476.4964189 87.2965389
0.7087500 0.7228367 527.0824815 527.0824815 87.2147811
0.7948500 0.7049221 581.7665872 581.7665872 87.1348379
0.8914500 0.6868035 641.5706403 641.5706403 87.0559018
1.0006500 0.6684407 707.4021915 707.4021915 86.9776740
1.1227651 0.6501345 779.0273985 779.0273985 86.9012424
1.2594751 0.6319064 856.9908345 856.9908345 86.8266695
1.4127226 0.6138010 941.9081125 941.9081125 86.7540135
1.5858151 0.5957699 1035.0384880 1035.0384880 86.6828897
1.7787526 0.5781142 1135.7835965 1135.7835965 86.6143313
1.9959451 0.5607022 1245.8048622 1245.8048622 86.5477178
2.2393220 0.5436789 1365.3619341 1365.3619341 86.4833990
2.5125215 0.5270408 1495.4777618 1495.4777618 86.4212744
2.8192921 0.5108295 1637.0994375 1637.0994375 86.3613159
3.1631068 0.4951115 1790.9399288 1790.9399288 86.3036104
3.5483644 0.4798944 1958.0230255 1958.0230255 86.2481264
3.9810846 0.4651673 2139.9255752 2139.9255752 86.1947005
4.4672872 0.4509438 2338.0512846 2338.0512846 86.1432541
5.0118948 0.4372498 2553.2141487 2553.2141487 86.0938586
5.6245099 0.4240376 2787.9132415 2787.9132415 86.0462546
6.3098094 0.4113775 3042.5736696 3042.5736696 86.0006289
7.0803644 0.3991794 3320.3967416 3320.3967416 85.9566330
7.9440561 0.3874933 3622.6225219 3622.6225219 85.9143498
8.9125633 0.3763202 3951.6816399 3951.6816399 85.8736648
10.0014481 0.3655863 4311.0344253 4311.0344253 85.8343482
11.2210876 0.3553141 4702.1414209 4702.1414209 85.7964760
12.5894367 0.3454957 5128.7115353 5128.7115353 85.7598100
14.1269504 0.3360818 5594.8679544 5594.8679544 85.7241791
15.8491767 0.3270752 6102.9203595 6102.9203595 85.6895142
17.7840324 0.3184138 6658.4928931 6658.4928931 85.6555867
19.9529062 0.3101154 7264.9005526 7264.9005526 85.6222710
22.3872322 0.3021616 7927.9373494 7927.9373494 85.5893767
25.1199938 0.2945070 8653.2897217 8653.2897217 85.5567938
28.1840786 0.2871281 9446.1079356 9446.1079356 85.5244238
31.6237393 0.2799857 10313.8914386 10313.8914386 85.4919458
35.4826072 0.2730724 11263.2991963 11263.2991963 85.4591397
39.8132470 0.2663661 12302.5661880 12302.5661880 85.4257355
44.6694872 0.2598749 13439.4431661 13439.4431661 85.3915117
50.1205675 0.2535325 14684.4875429 14684.4875429 85.3559644
56.2377471 0.2473183 16047.4764735 16047.4764735 85.3189886
63.0967693 0.2412809 17538.3611628 17538.3611628 85.2801586
70.7954662 0.2353694 19170.7724921 19170.7724921 85.2391907
79.4340106 0.2296598 20957.9665214 20957.9665214 85.1963389
89.1259377 0.2239530 22913.8807969 22913.8807969 85.1493084
100.0026275 0.2183368 25053.8502112 25053.8502112 85.0975346
112.2074471 0.2128823 27395.1945018 27395.1945018 85.0424601
125.8964104 0.2075721 29955.7985719 29955.7985719 84.9848603
141.2559945 0.2023520 32756.6016834 32756.6016834 84.9214977
158.4947918 0.1973205 35821.8944972 35821.8944972 84.8504847
177.8326602 0.1921699 39172.9526988 39172.9526988 84.7721072
199.5344894 0.1868644 42832.6349573 42832.6349573 84.6897172
223.8731455 0.1816662 46823.1883231 46823.1883231 84.6023977
251.1895596 0.1766767 51177.1519314 51177.1519314 84.5068512
281.8404883 0.1721330 55933.0054437 55933.0054437 84.4051817
316.2378815 0.1677508 61134.3815713 61134.3815713 84.3008305
354.8252370 0.1631870 66814.4793935 66814.4793935 84.1915598
398.1250863 0.1592660 73022.6071908 73022.6071908 84.0747536
446.6934609 0.1550626 79815.1137845 79815.1137845 83.9689530
501.1903976 0.1508421 87233.1673911 87233.1673911 83.8504704
562.3470481 0.1479736 95352.0189965 95352.0189965 83.7140945
630.9576992 0.1451531 104305.2305687 104305.2305687 83.5569889
707.9626349 0.1410976 114122.4852010 114122.4852010 83.3734197
794.3311114 0.1360318 124756.7096805 124756.7096805 83.1913593
891.2901875 0.1317331 136299.7173506 136299.7173506 83.0171260
1000.0152949 0.1278472 148855.8623145 148855.8623145 82.7829428
1122.0453570 0.1235672 162513.3554866 162513.3554866 82.5066873
1258.9519017 0.1187662 177275.3077856 177275.3077856 82.2609500
1412.6025846 0.1130851 193152.4001154 193152.4001154 81.9644135
1584.9192513 0.1093654 210124.2716728 210124.2716728 81.7170642
1778.3297629 0.1065071 228759.7127051 228759.7127051 81.4637746
1995.3396487 0.1017649 248873.7416136 248873.7416136 81.0636835
2238.7495208 0.0969024 270453.2829928 270453.2829928 80.7051966
2511.9332487 0.0921573 293308.2297617 293308.2297617 80.3290790
2818.4067961 0.0908306 318239.5925158 318239.5925158 80.0047454
3162.3160538 0.0904261 346116.3238464 346116.3238464 79.5700004
3548.2246552 0.0809886 375359.7883180 375359.7883180 79.1549772
3981.0824729 0.0738709 405004.0320523 405004.0320523 78.7574996
4466.8445267 0.0704099 436052.8544319 436052.8544319 78.3007528
5011.9508737 0.0684960 469580.0697961 469580.0697961 77.7472482
5623.4686414 0.0671598 506543.6307261 506543.6307261 77.3018129
6309.6060499 0.0663123 546768.5358694 546768.5358694 76.8371710
7079.5178905 0.0614232 590996.3616337 590996.3616337 76.4198508
7943.3360745 0.0601887 637457.9881391 637457.9881391 76.0516910
8912.5538779 0.0628488 691874.3051244 691874.3051244 75.4757103
10000.0576380 0.0575601 749444.8098131 749444.8098131 74.7398439
11220.2837932 0.0585286 813554.6576146 813554.6576146 74.0319801
