7004 -99 0 889.306
0.0325500 0.9751616 28.5438542 28.5438542 88.1893056
0.0357000 0.9730370 31.2716171 31.2716171 88.1716974
0.0399000 0.9702260 34.8994237 34.8994237 88.1486001
0.0451500 0.9667490 39.4195137 39.4195137 88.1203234
0.0504000 0.9633124 43.9234844 43.9234844 88.0926870
0.0567000 0.9592399 49.3072306 49.3072306 88.0603386
0.0640500 0.9545578 55.5596778 55.5596778 88.0236787
0.0714000 0.9499495 61.7817978 61.7817978 87.9881316
0.0798000 0.9447694 68.8562597 68.8562597 87.9488050
0.0892500 0.9390506 76.7692686 76.7692686 87.9061351
0.1008000 0.9322145 86.3762663 86.3762663 87.8561130
0.1123500 0.9255461 95.9139952 95.9139952 87.8082852
0.1260000 0.9178677 107.0988184 107.0988184 87.7543928
0.1417500 0.9092691 119.8904515 119.8904515 87.6954841
0.1585500 0.9003905 133.4043982 133.4043982 87.6361964
0.1785000 0.8902235 149.2832925 149.2832925 87.5701129
0.2005500 0.8794337 166.6282864 166.6282864 87.5019886
0.2247000 0.8681277 185.3880361 185.3880361 87.4326595
0.2520000 0.8559499 206.3097313 206.3097313 87.3601691
0.2824500 0.8430641 229.3062354 229.3062354 87.2857725
0.3171000 0.8292245 255.0629464 255.0629464 87.2083072
0.3549000 0.8150490 282.6905267 282.6905267 87.1313143
0.3990000 0.7995991 314.3416500 314.3416500 87.0499232
0.4473000 0.7838765 348.3379385 348.3379385 86.9695855
0.5019000 0.7674500 385.9880326 385.9880326 86.8880414
0.5628000 0.7506050 427.0815753 427.0815753 86.8067322
0.6310500 0.7333246 472.0992565 472.0992565 86.7255908
0.7087500 0.7154245 522.1343824 522.1343824 86.6437385
0.7948500 0.6974800 576.2069184 576.2069184 86.5636884
0.8914500 0.6793212 635.3230649 635.3230649 86.4846559
1.0006500 0.6609248 700.3748473 700.3748473 86.4063522
1.1227651 0.6425828 771.1258081 771.1258081 86.3298592
1.2594751 0.6243239 848.1080425 848.1080425 86.2552530
1.4127226 0.6061915 931.9235698 931.9235698 86.1825668
1.5858151 0.5881207 1023.8069933 1023.8069933 86.1114130
1.7787526 0.5704150 1123.1565139 1123.1565139 86.0428312
1.9959451 0.5529567 1231.5999250 1231.5999250 85.9762031
2.2393220 0.5358892 1349.3817146 1349.3817146 85.9118900
2.5125215 0.5192100 1477.4982868 1477.4982868 85.8497820
2.8192921 0.5029763 1616.8691158 1616.8691158 85.7898468
3.1631068 0.4872669 1768.1885985 1768.1885985 85.7321261
3.5483644 0.4720499 1932.4537191 1932.4537191 85.6765568
3.9810846 0.4573300 2111.1965313 2111.1965313 85.6229518
4.4672872 0.4431270 2305.7822639 2305.7822639 85.5712061
5.0118948 0.4294596 2516.9965742 2516.9965742 85.5214159
5.6245099 0.4162675 2747.2749096 2747.2749096 85.4733281
6.3098094 0.4036182 2997.0041006 2997.0041006 85.4271581
7.0803644 0.3914426 3269.2986062 3269.2986062 85.3825607
7.9440561 0.3797514 3565.3509042 3565.3509042 85.3395631
8.9125633 0.3685106 3887.4572206 3887.4572206 85.2980886
10.0014481 0.3577023 4238.9269621 4238.9269621 85.2579368
11.2210876 0.3473617 4621.1421584 4621.1421584 85.2191503
12.5894367 0.3374474 5037.6389232 5037.6389232 85.1815334
14.1269504 0.3279373 5492.3578357 5492.3578357 85.1448411
15.8491767 0.3188481 5987.4732619 5987.4732619 85.1090364
17.7840324 0.3100981 6528.3809362 6528.3809362 85.0739059
19.9529062 0.3016823 7118.1659767 7118.1659767 85.0393884
22.3872322 0.2936363 7762.3080550 7762.3080550 85.0053234
25.1199938 0.2859077 8466.2816675 8466.2816675 84.9716059
28.1840786 0.2785369 9235.0269033 9235.0269033 84.9382729
31.6237393 0.2714752 10075.9579409 10075.9579409 84.9049984
35.4826072 0.2646903 10995.6510946 10995.6510946 84.8716405
39.8132470 0.2581358 12002.1076151 12002.1076151 84.8380202
