1030 0
0 -1.68467 0.258232
1 -5.35059 0.308488
2 1.57368 0.358729
3 17.707 0.408945
4 22.5759 0.45913
5 19.9241 0.509275
6 12.9583 0.559373
7 9.48156 0.609415
8 26.6905 0.659393
9 26.6221 0.709301
10 28.7444 0.759129
11 26.7378 0.80887
12 33.5601 0.858516
13 36.1243 0.90806
14 36.7737 0.957493
15 32.1972 1.00681
16 34.9006 1.056
17 47.7574 1.10505
18 45.9158 1.15396
19 35.2332 1.20273
20 45.7604 1.25133
21 41.9494 1.29978
22 47.4726 1.34804
23 48.8653 1.39613
24 54.0145 1.44404
25 50.8396 1.49174
26 61.5712 1.53925
27 58.3355 1.58654
28 52.9248 1.63361
29 63.7249 1.68047
30 54.232 1.72708
31 52.1438 1.77346
32 62.8639 1.81959
33 58.2169 1.86547
34 52.7256 1.91108
35 65.3077 1.95643
36 63.7328 2.0015
37 68.6962 2.04629
38 75.4319 2.09078
39 64.3254 2.13498
40 73.5975 2.17888
41 73.5386 2.22246
42 75.1785 2.26572
43 67.1708 2.30866
44 72.315 2.35127
45 72.182 2.39354
46 79.6614 2.43547
47 77.7192 2.47704
48 76.636 2.51826
49 76.1508 2.55911
50 81.2729 2.59959
51 80.7559 2.63969
52 86.2566 2.6794
53 82.2072 2.71873
54 84.8539 2.75766
55 90.754 2.79619
56 102.134 2.83431
57 87.3537 2.87201
58 84.5375 2.9093
59 96.4711 2.94615
60 96.6292 2.98258
61 84.614 3.01856
62 92.236 3.05411
63 92.5684 3.0892
64 81.5039 3.12384
65 92.4482 3.15802
66 92.806 3.19173
67 86.5403 3.22497
68 92.3213 3.25773
69 98.0573 3.29002
70 96.9388 3.32181
71 105.452 3.35312
72 97.2302 3.38392
73 98.2966 3.41423
74 102.649 3.44403
75 89.8853 3.47332
76 103.064 3.50209
77 104.694 3.53035
78 100.292 3.55807
79 97.6414 3.58527
80 97.1507 3.61194
81 104.555 3.63807
82 105.146 3.66366
83 97.8663 3.6887
84 100.369 3.71319
85 101.337 3.73713
86 94.6471 3.76051
87 98.2128 3.78333
88 101.231 3.80558
89 105.419 3.82727
90 100.035 3.84838
91 103.161 3.86893
92 106.936 3.88889
93 109.274 3.90827
94 108.017 3.92707
95 105.525 3.94528
96 104.363 3.9629
97 94.4941 3.97992
98 104.407 3.99635
99 105.197 4.01219
100 96.4364 4.02742
101 100.377 4.04205
102 105.106 4.05607
103 99.3297 4.06949
104 97.8597 4.08229
105 104.9 4.09449
106 102.525 4.10607
107 104.564 4.11703
108 91.7671 4.12738
109 104.661 4.13711
110 101.37 4.14621
111 93.7627 4.1547
112 91.4128 4.16256
113 95.1967 4.1698
114 97.1462 4.17642
115 91.4254 4.1824
116 90.9288 4.18776
117 93.7221 4.19249
118 95.3662 4.19659
119 99.2762 4.20006
120 97.1572 4.2029
121 93.2291 4.20511
122 90.0868 4.20669
123 93.3525 4.20764
124 84.2886 4.20796
125 82.7968 4.20764
126 84.0209 4.20669
127 85.8449 4.20511
128 90.073 4.2029
129 92.0594 4.20006
130 96.1416 4.19659
131 85.4064 4.19249
132 81.5287 4.18776
133 75.3551 4.1824
134 88.83 4.17641
135 81.3426 4.1698
136 94.2099 4.16256
137 80.9497 4.1547
138 87.3793 4.14621
139 87.6388 4.1371
140 82.1712 4.12737
141 82.4849 4.11703
142 80.4299 4.10606
143 84.3201 4.09448
144 83.2148 4.08229
145 83.9945 4.06948
146 81.212 4.05606
147 79.6586 4.04204
148 72.3951 4.02741
149 73.2693 4.01218
150 79.983 3.99634
151 69.4707 3.97991
152 72.5678 3.96289
153 75.898 3.94527
154 69.528 3.92706
155 70.3334 3.90826
156 73.0227 3.88888
157 69.5472 3.86892
158 71.442 3.84837
159 70.8866 3.82726
160 69.244 3.80557
161 67.3359 3.78332
162 61.6125 3.7605
163 67.3905 3.73711
164 66.7305 3.71318
165 59.7345 3.68868
166 61.452 3.66364
167 53.9385 3.63806
168 51.7634 3.61193
169 56.6441 3.58526
170 55.2925 3.55806
171 54.4604 3.53033
172 50.1917 3.50208
173 44.7956 3.47331
174 45.0621 3.44402
175 51.2723 3.41422
176 51.2955 3.38391
177 45.4442 3.3531
178 41.3587 3.3218
179 47.517 3.29
180 45.8274 3.25772
181 37.884 3.22495
182 44.6547 3.19171
183 43.7226 3.158
184 45.357 3.12382
185 45.2516 3.08918
186 30.9495 3.05409
187 33.218 3.01855
188 31.3511 2.98256
189 25.7553 2.94613
190 21.9944 2.90928
191 28.3713 2.87199
192 20.4625 2.83429
193 19.2701 2.79617
194 20.7251 2.75764
195 11.4487 2.71871
196 16.1551 2.67938
197 14.0196 2.63967
198 18.6981 2.59957
199 12.124 2.55909
200 3.63947 2.51824
201 10.194 2.47702
202 10.5664 2.43545
203 2.42625 2.39352
204 0.159896 2.35125
205 -0.641465 2.30864
206 7.76757 2.2657
207 7.06275 2.22244
208 -2.74882 2.17885
209 -2.27134 2.13496
210 7.19176 2.09076
211 -6.87451 2.04626
212 -15.5814 2.00148
213 -5.4744 1.95641
214 -7.70069 1.91106
215 -11.3752 1.86545
216 -13.7251 1.81957
