1027 0
0 1.55529 -0.177686
1 -1.05944 -0.127404
2 10.9209 -0.0771389
3 17.7518 -0.0268974
4 7.47001 0.0233125
5 13.6654 0.0734825
6 22.1477 0.123605
7 25.5347 0.173672
8 30.7368 0.223675
9 31.3423 0.273607
10 30.8421 0.32346
11 23.6059 0.373225
12 30.5831 0.422896
13 23.5752 0.472463
14 25.4614 0.52192
15 24.1843 0.571259
16 29.0218 0.620471
17 32.2176 0.669549
18 25.7085 0.718485
19 34.0998 0.767271
20 37.8499 0.8159
21 31.2532 0.864364
22 47.1862 0.912656
23 32.812 0.960767
24 37.3958 1.00869
25 49.3486 1.05642
26 47.5761 1.10394
27 44.5167 1.15126
28 37.0145 1.19835
29 43.8061 1.24522
30 63.0547 1.29186
31 44.4602 1.33826
32 50.8441 1.38441
33 51.4509 1.4303
34 56.6771 1.47594
35 62.5047 1.5213
36 53.7233 1.56639
37 54.735 1.61119
38 58.2886 1.6557
39 63.5106 1.69992
40 62.597 1.74383
41 51.0938 1.78743
42 64.6283 1.83071
43 62.5986 1.87366
44 71.427 1.91628
45 60.4146 1.95857
46 60.6725 2.00051
47 63.5975 2.04209
48 66.9714 2.08332
49 72.3299 2.12418
50 66.2889 2.16467
51 50.0214 2.20478
52 72.494 2.24451
53 68.107 2.28384
54 62.9556 2.32278
55 60.3973 2.36132
56 75.3782 2.39945
57 84.5706 2.43716
58 82.1611 2.47445
59 64.663 2.51131
60 67.738 2.54774
61 67.3771 2.58373
62 67.234 2.61928
63 65.1284 2.65437
64 62.0824 2.68901
65 74.5573 2.72319
66 62.9179 2.75691
67 64.4325 2.79015
68 67.5033 2.82291
69 56.4611 2.85519
70 66.8118 2.88699
71 69.1386 2.91829
72 73.8656 2.9491
73 68.8499 2.9794
74 76.5748 3.0092
75 68.9989 3.03848
76 60.3144 3.06725
77 72.2852 3.09549
78 63.8858 3.12322
79 71.7436 3.15041
80 65.3112 3.17707
81 70.2877 3.20319
82 70.722 3.22876
83 78.8157 3.25379
84 64.706 3.27827
85 68.8629 3.3022
86 84.4543 3.32557
87 71.4953 3.34837
88 75.7123 3.37062
89 73.4931 3.39229
90 70.7751 3.41339
91 79.1114 3.43391
92 76.2238 3.45386
93 76.6227 3.47322
94 72.6448 3.492
95 84.6693 3.51019
96 72.1606 3.52779
97 80.7528 3.5448
98 86.7426 3.56121
99 74.4731 3.57702
100 75.2075 3.59223
101 69.3215 3.60683
102 61.5113 3.62083
103 61.7159 3.63422
104 70.2676 3.647
105 67.0849 3.65917
106 75.9168 3.67072
107 72.7705 3.68166
108 71.2647 3.69198
109 72.6194 3.70168
110 70.0896 3.71076
111 66.3365 3.71922
112 70.601 3.72705
113 76.3904 3.73425
114 61.9912 3.74083
115 63.1283 3.74679
116 68.6539 3.75211
117 65.6513 3.75681
118 71.0366 3.76087
119 74.6818 3.76431
120 73.0781 3.76711
121 70.7079 3.76929
122 71.4943 3.77083
123 73.5908 3.77173
124 67.0185 3.77201
125 60.9813 3.77166
126 64.8035 3.77067
127 57.3378 3.76905
128 62.9561 3.7668
129 61.5581 3.76391
130 68.7745 3.7604
131 68.5117 3.75625
132 62.6274 3.75148
133 69.4907 3.74607
134 58.6765 3.74004
135 47.1742 3.73338
136 51.9211 3.7261
137 60.7455 3.71819
138 50.42 3.70965
139 53.0606 3.7005
140 46.3866 3.69072
141 57.4338 3.68032
142 51.8122 3.66931
143 50.0757 3.65768
144 55.8168 3.64543
145 52.6205 3.63258
146 47.2371 3.61911
147 61.5208 3.60503
148 48.3137 3.59035
149 38.7826 3.57507
150 44.6528 3.55918
151 41.238 3.5427
152 54.8399 3.52562
153 48.32 3.50794
154 50.779 3.48968
155 38.8292 3.47083
156 47.773 3.45139
157 29.6087 3.43137
158 40.5382 3.41077
159 33.713 3.3896
160 36.8658 3.36786
161 34.601 3.34555
162 36.7946 3.32267
163 36.4557 3.29923
164 32.0736 3.27523
165 38.2277 3.25068
166 33.7952 3.22558
167 42.5105 3.19994
168 26.438 3.17375
169 25.2474 3.14703
170 27.8608 3.11977
171 19.6653 3.09198
172 28.5611 3.06367
173 22.4695 3.03483
174 32.0863 3.00549
175 23.3921 2.97563
176 20.0995 2.94526
177 22.7333 2.91439
178 18.9451 2.88303
179 13.0191 2.85117
180 15.1382 2.81883
181 13.0417 2.786
182 18.3222 2.7527
183 20.2898 2.71893
184 9.26233 2.68469
185 0.442528 2.65
186 22.5342 2.61484
187 14.1534 2.57924
188 20.3476 2.54319
189 11.2197 2.50671
190 12.2417 2.46979
191 -0.276351 2.43245
192 0.832106 2.39469
193 -3.00547 2.35651
194 -1.91281 2.31792
195 -3.75178 2.27893
196 -0.247103 2.23955
197 6.4142 2.19977
198 -10.2812 2.15961
199 -4.12356 2.11908
200 -5.33592 2.07817
201 -0.613486 2.0369
202 -3.80698 1.99527
203 -0.91063 1.95328
204 -4.37032 1.91096
205 -11.8883 1.86829
206 -12.8081 1.8253
207 0.941911 1.78198
208 -9.89306 1.73834
209 -1.22842 1.69439
210 -18.9573 1.65014
211 -8.28064 1.60559
212 -12.2235 1.56075
213 -14.2918 1.51563
214 -9.59999 1.47023
215 -23.2619 1.42456
216 -30.8739 1.37863
217 -24.0472 1.33245
218 -11.4726 1.28602
219 -7.19624 1.23936
220 -22.3334 1.19246
221 -13.8189 1.14533
222 -17.8015 1.09799
223 -26.6372 1.05044
224 -26.3862 1.00269
225 -24.3302 0.954743
226 -31.0593 0.906609
227 -30.0747 0.858295
228 -24.8825 0.80981
229 -36.8475 0.761161
230 -34.2609 0.712355
231 -32.1546 0.663401
232 -33.8137 0.614306
233 -24.9166 0.565077
234 -28.7057 0.515724
235 -40.951 0.466253
236 -40.2774 0.416672
237 -36.5197 0.366989
238 -40.0718 0.317212
239 -39.6362 0.267349
240 -47.3741 0.217408
241 -39.6706 0.167396
242 -25.2612 0.117322
243 -45.2888 0.0671927
244 -43.5828 0.0170172
245 -53.0448 -0.033197
246 -47.5551 -0.0834421
247 -55.2934 -0.13371
248 -52.6632 -0.183993
249 -51.7401 -0.234282
250 -53.1108 -0.284571
251 -58.9859 -0.334851
252 -63.8592 -0.385114
253 -60.9333 -0.435352
254 -61.8768 -0.485557
255 -57.6259 -0.535722
256 -55.6599 -0.585838
257 -53.9061 -0.635897
258 -65.745 -0.685892
