1005 0
0 14.4017 -0.261984
1 2.794 -0.211728
2 15.9986 -0.161487
3 6.10138 -0.111271
4 22.238 -0.061086
5 12.8929 -0.0109408
6 10.9658 0.0391567
7 8.69173 0.0891988
8 24.2365 0.139177
9 12.4561 0.189085
10 3.63997 0.238913
11 12.9386 0.288654
12 6.01697 0.3383
13 4.55029 0.387844
14 15.5292 0.437277
15 25.2692 0.486592
16 33.1716 0.53578
17 21.4601 0.584835
18 21.468 0.633748
19 17.0481 0.682511
20 19.2497 0.731118
21 32.7824 0.779559
22 40.295 0.827828
23 25.8476 0.875918
24 25.7766 0.923819
25 42.8752 0.971526
26 35.6215 1.01903
27 34.117 1.06632
28 31.7841 1.1134
29 40.349 1.16025
30 27.4954 1.20687
31 36.4033 1.25325
32 41.4554 1.29938
33 41.3497 1.34525
34 40.6622 1.39087
35 36.3213 1.43621
36 33.8563 1.48128
37 45.9739 1.52607
38 33.3538 1.57057
39 38.9735 1.61477
40 41.0811 1.65866
41 42.3665 1.70224
42 33.1146 1.74551
43 28.5749 1.78845
44 34.974 1.83106
45 30.9932 1.87333
46 34.1004 1.91525
47 34.8556 1.95683
48 32.9259 1.99804
49 39.6471 2.03889
50 33.4744 2.07937
51 32.6124 2.11947
52 29.2663 2.15919
53 35.1188 2.19851
54 39.9318 2.23745
55 21.6096 2.27597
56 24.3201 2.31409
57 30.8101 2.3518
58 28.0025 2.38908
59 44.1734 2.42594
60 40.2603 2.46236
61 46.328 2.49835
62 46.3951 2.53389
63 40.7279 2.56898
64 38.3245 2.60362
65 37.0098 2.6378
66 32.565 2.67151
67 44.0932 2.70475
68 44.5047 2.73752
69 40.4694 2.7698
70 36.193 2.8016
71 44.7465 2.8329
72 28.5589 2.86371
73 45.7037 2.89401
74 33.2383 2.92381
75 41.8381 2.9531
76 36.2343 2.98188
77 27.8 3.01013
78 38.2013 3.03786
79 32.5322 3.06506
80 35.2568 3.09172
81 34.0242 3.11785
82 35.5756 3.14344
83 36.5924 3.16848
84 33.3085 3.19297
85 42.1983 3.21691
86 33.1113 3.24029
87 40.7985 3.26311
88 38.8256 3.28537
89 44.6746 3.30705
90 37.0081 3.32817
91 42.6495 3.34871
92 37.9963 3.36867
93 43.5573 3.38805
94 38.3519 3.40685
95 46.599 3.42506
96 45.0535 3.44268
97 27.5556 3.45971
98 35.7046 3.47614
99 40.376 3.49197
100 28.3106 3.5072
101 43.0427 3.52183
102 34.5923 3.53585
103 31.5536 3.54927
104 34.9674 3.56208
105 43.4523 3.57427
106 42.9772 3.58585
107 31.0589 3.59681
108 34.578 3.60716
109 40.5689 3.61689
110 35.0492 3.626
111 29.3058 3.63449
112 24.5146 3.64235
113 27.7858 3.64959
114 34.8195 3.6562
115 39.9264 3.66219
116 34.1077 3.66754
117 35.3007 3.67227
118 26.6167 3.67638
119 34.931 3.67985
120 36.1669 3.68269
121 37.4458 3.6849
122 34.2797 3.68648
123 40.388 3.68742
124 32.2863 3.68774
125 29.5965 3.68742
126 42.05 3.68648
127 42.5724 3.6849
128 35.1905 3.68269
129 32.0593 3.67985
130 33.9343 3.67637
131 36.9981 3.67227
132 24.8703 3.66754
133 32.1682 3.66218
134 32.9361 3.6562
135 32.4306 3.64958
136 25.1391 3.64234
137 24.5879 3.63448
138 36.0793 3.62599
139 22.9958 3.61689
140 23.8756 3.60716
141 31.7911 3.59681
142 29.6763 3.58584
143 32.0303 3.57426
144 23.2405 3.56207
145 32.7175 3.54926
146 34.2743 3.53585
147 30.286 3.52182
148 20.9824 3.50719
149 24.5627 3.49196
150 28.7498 3.47613
151 29.4303 3.4597
152 26.7984 3.44267
153 21.9446 3.42505
154 27.7367 3.40684
155 29.1309 3.38804
156 23.0288 3.36866
157 22.5065 3.3487
158 23.8827 3.32816
159 24.468 3.30704
160 23.1898 3.28536
161 21.3182 3.2631
162 22.8319 3.24028
163 15.2121 3.2169
164 15.1884 3.19296
165 16.0908 3.16847
166 14.5394 3.14343
167 16.4838 3.11784
168 21.3765 3.09171
169 13.2749 3.06504
170 13.6372 3.03784
171 9.73885 3.01012
172 16.5749 2.98186
173 20.4761 2.95309
174 20.1866 2.9238
175 11.364 2.894
176 18.3957 2.86369
177 14.1119 2.83289
178 13.2709 2.80158
179 20.9235 2.76978
180 10.9438 2.7375
181 11.1818 2.70474
182 9.74712 2.6715
183 5.17429 2.63778
184 10.1834 2.60361
185 15.442 2.56897
186 8.90757 2.53387
187 10.6254 2.49833
188 2.33317 2.46234
189 8.56263 2.42592
190 -4.44562 2.38906
191 8.51412 2.35178
192 -5.4859 2.31407
193 1.9044 2.27595
194 -5.12023 2.23743
195 -3.37383 2.1985
196 -0.0304101 2.15917
197 -2.82092 2.11945
198 -9.68147 2.07935
199 -5.70697 2.03887
200 -7.69297 1.99802
201 2.68916 1.95681
202 -8.36081 1.91523
203 0.876472 1.87331
204 -1.07181 1.83104
205 2.99605 1.78843
206 5.93586 1.74549
207 1.51208 1.70222
208 -9.04464 1.65864
209 -7.52752 1.61474
210 -18.0274 1.57054
211 -7.10946 1.52605
212 1.20614 1.48126
213 -12.998 1.43619
214 -12.739 1.39085
215 -14.8462 1.34523
216 -16.3049 1.29935
217 -16.6236 1.25322
218 -19.0979 1.20684
219 -30.3308 1.16023
220 -25.3662 1.11338
221 -20.8987 1.0663
222 -26.1975 1.01901
223 -30.8582 0.971502
224 -31.6811 0.923796
225 -16.4618 0.875894
226 -19.4482 0.827805
227 -31.5874 0.779535
228 -17.25 0.731094
229 -13.745 0.682487
230 -33.7663 0.633724
231 -35.3799 0.584811
232 -25.4578 0.535756
233 -28.2351 0.486567
234 -28.7993 0.437253
235 -34.3566 0.38782
236 -25.0778 0.338276
237 -38.0106 0.28863
238 -25.283 0.238889
239 -29.8389 0.18906
240 -39.8776 0.139153
241 -32.7043 0.0891742
242 -30.8017 0.0391321
243 -37.2245 -0.0109655
244 -39.2711 -0.0611106
245 -31.0874 -0.111295
246 -36.9424 -0.161512
247 -40.5612 -0.211752
248 -54.5458 -0.262009
249 -51.9607 -0.312273
250 -47.2542 -0.362537
251 -42.2643 -0.412793
252 -37.8637 -0.463033
253 -52.5011 -0.51325
254 -46.1105 -0.563435
255 -48.3944 -0.61358
256 -51.0199 -0.663677
257 -60.752 -0.713719
258 -53.6263 -0.763698
259 -49.6599 -0.813606
260 -48.8689 -0.863434
261 -52.7671 -0.913175
262 -49.5534 -0.962821
263 -66.3283 -1.01236
264 -65.3958 -1.0618
265 -52.7729 -1.11111
266 -53.7461 -1.1603
267 -41.9345 -1.20936
268 -46.9593 -1.25827
269 -48.6653 -1.30703
270 -59.9124 -1.35564
271 -46.4135 -1.40408
272 -65.122 -1.45235
273 -53.5386 -1.50044
274 -62.2478 -1.54834
275 -66.1344 -1.59605
276 -56.9261 -1.64355
277 -61.9273 -1.69084
278 -49.923 -1.73792
279 -59.6569 -1.78477
280 -59.4814 -1.83139
281 -55.0199 -1.87777
282 -59.6328 -1.9239
283 -51.98 -1.96977
284 -55.5853 -2.01539
285 -53.0886 -2.06073
286 -54.0884 -2.1058
287 -57.6531 -2.15059
288 -66.8079 -2.19509
289 -66.695 -2.23929
290 -53.1389 -2.28318
291 -54.1454 -2.32676
292 -56.429 -2.37003
293 -56.1726 -2.41297
294 -60.2604 -2.45558
295 -71.5858 -2.49785
296 -67.8484 -2.53977
297 -61.6523 -2.58135
298 -61.6007 -2.62256
299 -74.7762 -2.66341
300 -76.5389 -2.70389
301 -68.1033 -2.74399
302 -65.551 -2.78371
303 -83.6851 -2.82304
304 -66.1186 -2.86197
305 -73.8876 -2.90049
306 -73.6149 -2.93861
307 -76.3721 -2.97632
308 -64.2474 -3.0136
309 -69.6393 -3.05046
310 -70.5281 -3.08688
311 -74.6462 -3.12287
312 -81.7561 -3.15841
313 -76.3477 -3.19351
314 -78.611 -3.22814
315 -85.4575 -3.26232
316 -67.9159 -3.29603
317 -68.9622 -3.32927
318 -80.7745 -3.36204
319 -83.9933 -3.39432
320 -74.9404 -3.42612
321 -72.2877 -3.45742
322 -78.4957 -3.48823
323 -76.4155 -3.51854
324 -78.0604 -3.54834
325 -87.6509 -3.57762
326 -82.018 -3.6064
327 -72.1546 -3.63465
328 -67.204 -3.66238
329 -75.9406 -3.68958
330 -78.5565 -3.71624
331 -80.6022 -3.74237
332 -79.9696 -3.76796
333 -79.694 -3.793
334 -81.6216 -3.81749
335 -75.9478 -3.84143
336 -79.7597 -3.86481
337 -72.9181 -3.88763
338 -82.8158 -3.90989
339 -83.59 -3.93157
340 -87.4886 -3.95269
341 -82.9867 -3.97323
342 -90.695 -3.99319
343 -90.1999 -4.01257
344 -83.8885 -4.03137
345 -80.6909 -4.04958
346 -82.5569 -4.0672
347 -78.1676 -4.08423
348 -76.5435 -4.10066
349 -84.9999 -4.11649
350 -81.5153 -4.13172
351 -86.8324 -4.14635
352 -84.7896 -4.16037
353 -90.4071 -4.17379
354 -90.8913 -4.1866
355 -78.9253 -4.19879
356 -86.6867 -4.21037
357 -83.0102 -4.22134
358 -88.5311 -4.23168
359 -76.1239 -4.24141
360 -83.9834 -4.25052
361 -86.4307 -4.25901
362 -81.229 -4.26687
363 -85.7828 -4.27411
364 -83.5308 -4.28072
365 -81.9217 -4.28671
366 -73.4982 -4.29207
367 -68.9111 -4.2968
368 -74.0429 -4.3009
369 -81.5018 -4.30437
370 -69.4638 -4.30721
371 -90.4455 -4.30942
372 -73.4646 -4.311
373 -73.4523 -4.31194
374 -82.486 -4.31226
375 -80.5509 -4.31194
376 -91.6694 -4.311
377 -77.747 -4.30942
378 -80.5811 -4.30721
379 -84.9487 -4.30437
380 -88.3532 -4.3009
381 -83.2372 -4.29679
382 -76.7745 -4.29206
383 -71.9709 -4.2867
384 -67.1473 -4.28072
385 -65.664 -4.2741
386 -79.4695 -4.26687
387 -69.9663 -4.259
388 -70.1199 -4.25052
389 -74.5366 -4.24141
390 -61.4579 -4.23168
391 -69.452 -4.22133
392 -76.6043 -4.21037
393 -70.436 -4.19878
394 -74.5566 -4.18659
395 -73.609 -4.17378
396 -71.1098 -4.16037
397 -61.1002 -4.14634
398 -67.6467 -4.13172
399 -70.1787 -4.11648
400 -62.8442 -4.10065
401 -55.9227 -4.08422
402 -63.7692 -4.06719
403 -61.0764 -4.04957
404 -69.0915 -4.03136
405 -63.7671 -4.01256
406 -64.4519 -3.99318
407 -63.3592 -3.97322
408 -66.6325 -3.95268
409 -59.8227 -3.93156
410 -56.5219 -3.90988
411 -50.6071 -3.88762
412 -53.6307 -3.8648
413 -54.6712 -3.84142
414 -55.0691 -3.81748
415 -56.3222 -3.79299
416 -48.9547 -3.76795
417 -59.8593 -3.74236
418 -43.8662 -3.71623
419 -48.332 -3.68957
420 -46.9786 -3.66237
421 -47.7565 -3.63464
422 -47.1085 -3.60638
423 -48.0773 -3.57761
424 -49.1679 -3.54832
425 -47.9138 -3.51852
426 -52.9833 -3.48821
427 -35.3895 -3.45741
428 -50.4896 -3.4261
429 -46.2008 -3.39431
430 -44.8393 -3.36202
431 -39.4146 -3.32926
432 -49.3 -3.29602
433 -43.6831 -3.26231
434 -40.3641 -3.22813
435 -38.0012 -3.19349
436 -45.7811 -3.15839
437 -52.2147 -3.12285
438 -40.3497 -3.08687
439 -41.635 -3.05044
440 -45.7268 -3.01358
441 -43.2477 -2.9763
442 -32.4712 -2.93859
443 -32.6105 -2.90048
444 -36.5499 -2.86195
445 -35.8514 -2.82302
446 -33.7321 -2.78369
447 -27.4289 -2.74397
448 -37.2816 -2.70387
449 -26.8124 -2.66339
450 -31.8503 -2.62254
451 -41.755 -2.58133
452 -25.6567 -2.53975
453 -24.9211 -2.49783
454 -19.2912 -2.45556
455 -36.9689 -2.41295
456 -31.78 -2.37001
