1030 0
0 0.12208 0.258257
1 6.67553 0.308539
2 6.4947 0.358804
3 13.7378 0.409046
4 9.30585 0.459255
5 3.7888 0.509426
6 9.0647 0.559548
7 2.86907 0.609615
8 14.0327 0.659618
9 8.41253 0.70955
10 17.5762 0.759403
11 12.5297 0.809168
12 16.8468 0.858839
13 20.5367 0.908406
14 19.9661 0.957863
15 16.1103 1.0072
16 18.5628 1.05641
17 26.1169 1.10549
18 33.3904 1.15443
19 22.032 1.20321
20 13.0096 1.25184
21 28.3448 1.30031
22 33.8563 1.3486
23 29.6018 1.39671
24 30.2084 1.44463
25 31.3651 1.49236
26 36.2568 1.53989
27 17.4392 1.5872
28 41.7447 1.6343
29 36.7915 1.68117
30 32.8482 1.7278
31 35.6354 1.7742
32 46.3666 1.82035
33 42.4555 1.86625
34 47.7583 1.91188
35 37.7154 1.95724
36 42.5992 2.00233
37 39.8634 2.04713
38 48.6277 2.09165
39 43.6436 2.13586
40 42.6709 2.17977
41 40.0416 2.22337
42 36.524 2.26665
43 40.1368 2.30961
44 45.6832 2.35223
45 43.4681 2.39451
46 48.4645 2.43645
47 46.8042 2.47803
48 49.8506 2.51926
49 45.1564 2.56012
50 55.0995 2.60061
51 43.9269 2.64072
52 55.4623 2.68045
53 49.6143 2.71979
54 50.3259 2.75873
55 51.0384 2.79726
56 58.3299 2.83539
57 51.7727 2.8731
58 52.7205 2.91039
59 59.9923 2.94725
60 48.5881 2.98368
61 61.4579 3.01967
62 55.9779 3.05522
63 48.7227 3.09032
64 69.5611 3.12496
65 61.1395 3.15914
66 57.7584 3.19285
67 62.5559 3.22609
68 65.1269 3.25886
69 57.4032 3.29114
70 54.3967 3.32293
71 53.654 3.35423
72 58.3248 3.38504
73 51.5038 3.41534
74 60.2974 3.44514
75 61.8358 3.47442
76 56.3569 3.50319
77 60.0774 3.53144
78 58.2738 3.55916
79 58.935 3.58635
80 56.1571 3.61301
81 69.2314 3.63913
82 71.8359 3.66471
83 64.4271 3.68974
84 72.8788 3.71422
85 68.2569 3.73814
86 71.3148 3.76151
87 73.6418 3.78432
88 70.3316 3.80656
89 67.3899 3.82823
90 74.4707 3.84933
91 65.5324 3.86986
92 66.5758 3.8898
93 67.8802 3.90917
94 56.4004 3.92794
95 64.6765 3.94613
96 70.4093 3.96373
97 63.7705 3.98074
98 69.0737 3.99715
99 71.2572 4.01296
100 58.4086 4.02817
101 57.2496 4.04278
102 61.4866 4.05678
103 57.5107 4.07017
104 59.1673 4.08295
105 67.6092 4.09511
106 61.9137 4.10667
