7011 -3.4 0 795.823
0.0325500 0.9797629 25.6684414 25.6684414 31.7100539
0.0357000 0.9775868 28.1209139 28.1209139 31.6932886
0.0399000 0.9747069 31.3824339 31.3824339 31.6712801
0.0451500 0.9711400 35.4458754 35.4458754 31.6443103
0.0504000 0.9676112 39.4945097 39.4945097 31.6179236
0.0567000 0.9634248 44.3335448 44.3335448 31.5870037
0.0640500 0.9586064 49.9527683 49.9527683 31.5519189
0.0714000 0.9538542 55.5440297 55.5440297 31.5178553
0.0798000 0.9485050 61.9003024 61.9003024 31.4801208
0.0892500 0.9425926 69.0087955 69.0087955 31.4391214
0.1008000 0.9355082 77.6372380 77.6372380 31.3909849
0.1123500 0.9285820 86.2013599 86.2013599 31.3448897
0.1260000 0.9205910 96.2416109 96.2416109 31.2928699
0.1417500 0.9116194 107.7202487 107.7202487 31.2359151
0.1585500 0.9023421 119.8422242 119.8422242 31.1784972
0.1785000 0.8917041 134.0790041 134.0790041 31.1143866
0.2005500 0.8803973 149.6219363 149.6219363 31.0481805
0.2247000 0.8685122 166.4224364 166.4224364 30.9806900
0.2520000 0.8556655 185.1456704 185.1456704 30.9100148
0.2824500 0.8420358 205.7085972 205.7085972 30.8373808
0.3171000 0.8273514 228.7174270 228.7174270 30.7616594
0.3549000 0.8122549 253.3701929 253.3701929 30.6863246
0.3990000 0.7957641 281.5773304 281.5773304 30.6066254
0.4473000 0.7789340 311.8307332 311.8307332 30.5279136
0.5019000 0.7612981 345.2814299 345.2814299 30.4479951
0.5628000 0.7431785 381.7253465 381.7253465 30.3683071
0.6310500 0.7245727 421.5703716 421.5703716 30.2887869
0.7087500 0.7052790 465.7604780 465.7604780 30.2085797
0.7948500 0.6859108 513.4035433 513.4035433 30.1301466
0.8914500 0.6663070 565.3590433 565.3590433 30.0527072
1.0006500 0.6464208 622.3752853 622.3752853 29.9759988
1.1227651 0.6265736 684.2042341 684.2042341 29.9010934
1.2594751 0.6068290 751.2690322 751.2690322 29.8280544
1.4127226 0.5872546 824.0496118 824.0496118 29.7568977
1.5858151 0.5677721 903.5655170 903.5655170 29.6872443
1.7787526 0.5487119 989.2395300 989.2395300 29.6201102
1.9959451 0.5299187 1082.4141109 1082.4141109 29.5548690
2.2393220 0.5115457 1183.2219887 1183.2219887 29.4918729
2.5125215 0.4936474 1292.4410980 1292.4410980 29.4309950
2.8192921 0.4762743 1410.7773996 1410.7773996 29.3721574
3.1631068 0.4594550 1538.7288163 1538.7288163 29.3153840
3.5483644 0.4431655 1677.0300296 1677.0300296 29.2606513
3.9810846 0.4273834 1826.8494323 1826.8494323 29.2077856
4.4672872 0.4121447 1989.1872006 1989.1872006 29.1566974
5.0118948 0.3974728 2164.5495860 2164.5495860 29.1074443
5.6245099 0.3832763 2354.7747283 2354.7747283 29.0597502
6.3098094 0.3696379 2559.9835866 2559.9835866 29.0138113
7.0803644 0.3565186 2782.5204222 2782.5204222 28.9692579
7.9440561 0.3439187 3023.1215672 3023.1215672 28.9261064
8.9125633 0.3318254 3283.4104991 3283.4104991 28.8841930
10.0014481 0.3202092 3565.7868264 3565.7868264 28.8433314
11.2210876 0.3090560 3871.0293214 3871.0293214 28.8035554
12.5894367 0.2983465 4201.5886585 4201.5886585 28.7646248
14.1269504 0.2880825 4560.1934645 4560.1934645 28.7263124
15.8491767 0.2782276 4948.1051092 4948.1051092 28.6886028
17.7840324 0.2687732 5369.0470057 5369.0470057 28.6512691
19.9529062 0.2597491 5824.9674380 5824.9674380 28.6142254
22.3872322 0.2510848 6319.5483730 6319.5483730 28.5772443
25.1199938 0.2428222 6856.3789606 6856.3789606 28.5401843
28.1840786 0.2348550 7438.5444465 7438.5444465 28.5028120
31.6237393 0.2271896 8070.6445783 8070.6445783 28.4649444
35.4826072 0.2197900 8756.6942677 8756.6942677 28.4262478
39.8132470 0.2126370 9501.5411228 9501.5411228 28.3866461
44.6694872 0.2057662 10309.6916691 10309.6916691 28.3458585
50.1205675 0.1991256 11187.5814607 11187.5814607 28.3034956
56.2377471 0.1926228 12140.7624668 12140.7624668 28.2592683
63.0967693 0.1864376 13174.8149509 13174.8149509 28.2127439
70.7954662 0.1804551 14298.3648638 14298.3648638 28.1633873
79.4340106 0.1746524 15518.5287539 15518.5287539 28.1108011
89.1259377 0.1690967 16843.5290551 16843.5290551 28.0549245
100.0026275 0.1635938 18282.7134353 18282.7134353 27.9954079
112.2074471 0.1582502 19845.2385761 19845.2385761 27.9309866
125.8964104 0.1530402 21540.1895162 21540.1895162 27.8621595
141.2559945 0.1480706 23379.4225851 23379.4225851 27.7892156
158.4947918 0.1432303 25376.8551055 25376.8551055 27.7111190
177.8326602 0.1383882 27543.3831428 27543.3831428 27.6271125
199.5344894 0.1336276 29890.5848618 29890.5848618 27.5382989
223.8731455 0.1292688 32435.7931766 32435.7931766 27.4429489
251.1895596 0.1249210 35196.4717327 35196.4717327 27.3412825
281.8404883 0.1205845 38191.1417412 38191.1417412 27.2264191
316.2378815 0.1159734 41427.9082113 41427.9082113 27.1003009
354.8252370 0.1109327 44909.4531535 44909.4531535 26.9683969
398.1250863 0.1062167 48648.5482534 48648.5482534 26.8284452
446.6934609 0.1025414 52680.2180526 52680.2180526 26.6849926
501.1903976 0.0989954 57048.0335651 57048.0335651 26.5215102
562.3470481 0.0962602 61797.9927290 61797.9927290 26.3431605
630.9576992 0.0931628 66975.5349328 66975.5349328 26.1545500
707.9626349 0.0893318 72560.1305538 72560.1305538 25.9564488
794.3311114 0.0858838 78589.2648337 78589.2648337 25.7615621
891.2901875 0.0813153 85041.4557700 85041.4557700 25.5644913
1000.0152949 0.0773183 91906.4917569 91906.4917569 25.3651082
1122.0453570 0.0730353 99200.6030642 99200.6030642 25.1303487
1258.9519017 0.0699913 107008.0280009 107008.0280009 24.8961075
1412.6025846 0.0661664 115282.8703232 115282.8703232 24.6417088
