 1010 -5 0.001
0.01 0.994777 8.76901 8.76901
0.02 0.989811 17.4929 17.4929
0.03 0.984669 26.173 26.173
0.05 0.974771 43.3992 43.3992
0.07 0.965243 60.4552 60.4552
0.1 0.951338 85.73 85.73
0.2 0.909297 167.469 167.469
0.3 0.873986 245.826 245.826
0.5 0.814832 394.094 394.094
0.7 0.767458 533.039 533.039
1 0.713955 728.066 728.066
2 0.601841 1300.88 1300.88
3 0.538243 1800.14 1800.14
5 0.466734 2676.36 2676.36
7 0.423885 3457.72 3457.72
10 0.384178 4520.88 4520.88
15 0.343705 6114.8 6114.8
20 0.317349 7563.08 7563.08
30 0.286182 10213.9 10213.9
50 0.254563 14937.4 14937.4
70 0.23637 19234.2 19234.2
100 0.215373 25150.9 25150.9
150 0.195002 34155.1 34155.1
200 0.181937 42465.4 42465.4
300 0.166671 57756 57756
500 0.147802 85037.9 85037.9
700 0.134837 109629 109629
1000 0.12192 143486 143486
1500 0.112273 194963 194963
2000 0.106501 242733 242733
3000 0.100559 332910 332910
5000 0.0907871 497920 497920
7000 0.0840534 651513 651513
10000 0.0802359 866546 866546
15000 0.0726824 1.20272e+06 1.20272e+06
20000 0.0668769 1.52064e+06 1.52064e+06
30000 0.062911 2.08775e+06 2.08775e+06
40000 0.0598063 2.6158e+06 2.6158e+06
50000 0.0580947 3.13649e+06 3.13649e+06
60000 0.0627732 3.66106e+06 3.66106e+06
70000 0.0614205 4.19355e+06 4.19355e+06
80000 0.0610499 4.72565e+06 4.72565e+06
90000 0.0573547 5.25549e+06 5.25549e+06
100000 0.058101 5.77047e+06 5.77047e+06
150000 0.0574655 8.3183e+06 8.3183e+06
200000 0.0556571 1.08459e+07 1.08459e+07
300000 0.0508541 1.5542e+07 1.5542e+07
400000 0.0495668 1.99143e+07 1.99143e+07
500000 0.0495761 2.41383e+07 2.41383e+07
600000 0.0467307 2.82659e+07 2.82659e+07
700000 0.0469866 3.24513e+07 3.24513e+07
800000 0.0430492 3.6388e+07 3.6388e+07
900000 0.0450023 4.01771e+07 4.01771e+07
1e+06 0.0412 4.38135e+07 4.38135e+07
