7009 -5 0 799.97
0.0325500 0.9755179 25.6883936 25.6883936 32.0048362
0.0357000 0.9733658 28.1429870 28.1429870 31.9881939
0.0399000 0.9705165 31.4073824 31.4073824 31.9663472
0.0451500 0.9669873 35.4744916 35.4744916 31.9395760
0.0504000 0.9634924 39.5268659 39.5268659 31.9133838
0.0567000 0.9593441 44.3704670 44.3704670 31.8826923
0.0640500 0.9545674 49.9951152 49.9951152 31.8478672
0.0714000 0.9498592 55.5919055 55.5919055 31.8140571
0.0798000 0.9445608 61.9546405 61.9546405 31.7766050
0.0892500 0.9387042 69.0705841 69.0705841 31.7359156
0.1008000 0.9316890 77.7084097 77.7084097 31.6881458
0.1123500 0.9248247 86.2821790 86.2821790 31.6424026
0.1260000 0.9169051 96.3341282 96.3341282 31.5907840
0.1417500 0.9080213 107.8267172 107.8267172 31.5342716
0.1585500 0.8988282 119.9641053 119.9641053 31.4773034
0.1785000 0.8882808 134.2197375 134.2197375 31.4137018
0.2005500 0.8770725 149.7841851 149.7841851 31.3480283
0.2247000 0.8653025 166.6091241 166.6091241 31.2810821
0.2520000 0.8525921 185.3613618 185.3613618 31.2109707
0.2824500 0.8391171 205.9585096 205.9585096 31.1389059
0.3171000 0.8246067 229.0088151 229.0088151 31.0637613
0.3549000 0.8096872 253.7098303 253.7098303 30.9889726
0.3990000 0.7933856 281.9768159 281.9768159 30.9098256
0.4473000 0.7767492 312.2997921 312.2997921 30.8316305
0.5019000 0.7593154 345.8338548 345.8338548 30.7522124
0.5628000 0.7413852 382.3759518 382.3759518 30.6729952
0.6310500 0.7229529 422.3356294 422.3356294 30.5939235
0.7087500 0.7038526 466.6614247 466.6614247 30.5141335
0.7948500 0.6846866 514.4616703 514.4616703 30.4360565
0.8914500 0.6653009 566.6019484 566.6019484 30.3589072
1.0006500 0.6456110 623.8362202 623.8362202 30.2824068
1.1227651 0.6259410 685.9173148 685.9173148 30.2076482
1.2594751 0.6063283 753.2702252 753.2702252 30.1347039
1.4127226 0.5868650 826.3759174 826.3759174 30.0636171
1.5858151 0.5674768 906.2591029 906.2591029 29.9940300
1.7787526 0.5484700 992.3391036 992.3391036 29.9269951
1.9959451 0.5297276 1085.9612317 1085.9612317 29.8618851
2.2393220 0.5113562 1187.2595120 1187.2595120 29.7990637
2.5125215 0.4933969 1296.9990618 1296.9990618 29.7384780
2.8192921 0.4759372 1415.8801493 1415.8801493 29.6800751
3.1631068 0.4589933 1544.3894954 1544.3894954 29.6239357
3.5483644 0.4425594 1683.2464536 1683.2464536 29.5700627
3.9810846 0.4266780 1833.6163223 1833.6163223 29.5183345
4.4672872 0.4113447 1996.5069223 1996.5069223 29.4686288
5.0118948 0.3966220 2172.4255818 2172.4255818 29.4209929
5.6245099 0.3823150 2363.1993905 2363.1993905 29.3751641
6.3098094 0.3686188 2568.9386958 2568.9386958 29.3312805
7.0803644 0.3553591 2791.9606556 2791.9606556 29.2889699
7.9440561 0.3425758 3032.9499556 3032.9499556 29.2482235
8.9125633 0.3303327 3293.4917201 3293.4917201 29.2088365
10.0014481 0.3185296 3575.9683772 3575.9683772 29.1704301
11.2210876 0.3074101 3881.1581503 3881.1581503 29.1332452
12.5894367 0.2967339 4211.6790415 4211.6790415 29.0970069
14.1269504 0.2863667 4570.1376790 4570.1376790 29.0615750
15.8491767 0.2765672 4957.7510752 4957.7510752 29.0269682
17.7840324 0.2672049 5378.3572147 5378.3572147 28.9926303
19.9529062 0.2584056 5834.0590988 5834.0590988 28.9583751
22.3872322 0.2502576 6329.1257613 6329.1257613 28.9244463
25.1199938 0.2420033 6866.9175879 6866.9175879 28.8903515
28.1840786 0.2342987 7450.4913204 7450.4913204 28.8557694
31.6237393 0.2263754 8084.0122672 8084.0122672 28.8208671
