6003 -4 0 878.285
0.0325500 0.9831002 28.4879252 28.4879252 88.8736433
0.0357000 0.9805743 31.2028354 31.2028354 88.9071229
0.0399000 0.9772199 34.8118300 34.8118300 88.9529899
0.0451500 0.9730353 39.3066218 39.3066218 89.0034639
0.0504000 0.9685926 43.7807408 43.7807408 89.0571652
0.0567000 0.9641484 49.1264294 49.1264294 89.1124367
0.0640500 0.9587508 55.3301358 55.3301358 89.1751089
0.0714000 0.9534999 61.5005811 61.5005811 89.2382182
0.0798000 0.9479590 68.5113750 68.5113750 89.2970036
0.0892500 0.9406324 76.3463993 76.3463993 89.3670173
0.1008000 0.9334396 85.8463842 85.8463842 89.4594814
0.1123500 0.9260328 95.2743407 95.2743407 89.5435248
0.1260000 0.9180544 106.3247912 106.3247912 89.6280515
0.1417500 0.9082966 118.9527740 118.9527740 89.6975051
0.1585500 0.8989968 132.2788137 132.2788137 89.7760480
0.1785000 0.8874781 147.9211709 147.9211709 89.8512913
0.2005500 0.8755602 164.9916640 164.9916640 89.9255706
0.2247000 0.8635516 183.4258394 183.4258394 89.9883386
0.2520000 0.8512459 203.9751186 203.9751186 90.0622825
0.2824500 0.8380423 226.5651107 226.5651107 90.1047660
0.3171000 0.8229627 251.8240309 251.8240309 90.1843328
0.3549000 0.8084752 278.8941800 278.8941800 90.2347709
0.3990000 0.7916753 309.8644611 309.8644611 90.2915325
0.4473000 0.7755353 343.0988113 343.0988113 90.3182341
0.5019000 0.7607301 379.9151520 379.9151520 90.3669688
0.5628000 0.7422777 420.0708416 420.0708416 90.3852157
0.6310500 0.7246152 464.0374377 464.0374377 90.4072329
0.7087500 0.7071638 512.8966617 512.8966617 90.4206979
0.7948500 0.6896797 565.6484383 565.6484383 90.4283850
0.8914500 0.6714259 623.3406254 623.3406254 90.4170275
1.0006500 0.6516873 686.7712318 686.7712318 90.4447844
1.1227651 0.6336646 755.7433140 755.7433140 90.3921283
1.2594751 0.6144737 830.7597252 830.7597252 90.4155722
1.4127226 0.5981925 912.4139595 912.4139595 90.4018450
1.5858151 0.5779905 1001.8077009 1001.8077009 90.4051147
1.7787526 0.5604406 1098.0011048 1098.0011048 90.3679082
1.9959451 0.5440326 1203.3335766 1203.3335766 90.3315076
2.2393220 0.5251676 1317.5131787 1317.5131787 90.3405035
2.5125215 0.5106144 1441.7609305 1441.7609305 90.2776305
2.8192921 0.4933552 1577.1473041 1577.1473041 90.2483927
