6012 -4.66 0 1175.17
0.0325500 0.9962131 38.3805305 38.3805305 5467.8476354
0.0357000 0.9948150 42.0648900 42.0648900 5467.8506271
0.0399000 0.9930836 46.9696282 46.9696282 5467.8557500
0.0451500 0.9909557 53.0885410 53.0885410 5467.8619460
0.0504000 0.9885353 59.1934424 59.1934424 5467.8634696
0.0567000 0.9859300 66.5011485 66.5011485 5467.8667740
0.0640500 0.9830173 75.0024952 75.0024952 5467.8710893
0.0714000 0.9801244 83.4790682 83.4790682 5467.8740230
0.0798000 0.9767336 93.1354177 93.1354177 5467.8766131
0.0892500 0.9731210 103.9603309 103.9603309 5467.8775803
0.1008000 0.9686225 117.1357970 117.1357970 5467.8769743
0.1123500 0.9645350 130.2525901 130.2525901 5467.8787188
0.1260000 0.9597035 145.6831100 145.6831100 5467.8746569
0.1417500 0.9543544 163.3911384 163.3911384 5467.8713727
0.1585500 0.9488733 182.1758235 182.1758235 5467.8688214
0.1785000 0.9423412 204.3417029 204.3417029 5467.8576578
0.2005500 0.9354829 228.6643397 228.6643397 5467.8449427
0.2247000 0.9283149 255.1092740 255.1092740 5467.8289559
0.2520000 0.9211182 284.7730901 284.7730901 5467.8110493
0.2824500 0.9128136 317.5803232 317.5803232 5467.7893995
0.3171000 0.9039934 354.5666742 354.5666742 5467.7598225
0.3549000 0.8949804 394.5191502 394.5191502 5467.7269577
0.3990000 0.8855285 440.6456194 440.6456194 5467.6953901
0.4473000 0.8754619 490.6087621 490.6087621 5467.6531029
0.5019000 0.8651452 546.4452252 546.4452252 5467.6146487
0.5628000 0.8546779 607.9685799 607.9685799 5467.5680475
0.6310500 0.8432776 676.0484076 676.0484076 5467.5208735
0.7087500 0.8317199 752.4972947 752.4972947 5467.4710940
0.7948500 0.8195832 836.0166983 836.0166983 5467.4220884
0.8914500 0.8082365 928.4084171 928.4084171 5467.3691556
1.0006500 0.7964294 1031.3439842 1031.3439842 5467.3039259
1.1227651 0.7844387 1144.7732597 1144.7732597 5467.2497270
1.2594751 0.7728415 1269.8296792 1269.8296792 5467.2079031
