6002 -4.66 0 1230.63
0.0325500 0.9561267 38.5684632 38.5684632 5471.2638300
0.0357000 0.9547089 42.2711807 42.2711807 5471.2661091
0.0399000 0.9530308 47.2004469 47.2004469 5471.2689781
0.0451500 0.9509331 53.3498546 53.3498546 5471.2738318
0.0504000 0.9487223 59.4848516 59.4848516 5471.2770027
0.0567000 0.9461081 66.8286481 66.8286481 5471.2773233
0.0640500 0.9430902 75.3703499 75.3703499 5471.2807275
0.0714000 0.9403806 83.8868682 83.8868682 5471.2859075
0.0798000 0.9371958 93.5895685 93.5895685 5471.2853773
0.0892500 0.9337688 104.4662402 104.4662402 5471.2894206
0.1008000 0.9294853 117.7051320 117.7051320 5471.2864509
0.1123500 0.9254546 130.8848564 130.8848564 5471.2852058
0.1260000 0.9209835 146.3901122 146.3901122 5471.2862640
0.1417500 0.9159447 164.1892924 164.1892924 5471.2823952
0.1585500 0.9106108 183.0692201 183.0692201 5471.2775217
0.1785000 0.9045076 205.3457166 205.3457166 5471.2680205
0.2005500 0.8982553 229.7993223 229.7993223 5471.2562740
0.2247000 0.8917648 256.3954465 256.3954465 5471.2404407
0.2520000 0.8847438 286.2327417 286.2327417 5471.2241238
0.2824500 0.8771227 319.2338506 319.2338506 5471.1994155
0.3171000 0.8684174 356.4446963 356.4446963 5471.1678124
0.3549000 0.8598449 396.6367682 396.6367682 5471.1371188
0.3990000 0.8503879 443.0369170 443.0369170 5471.0966831
0.4473000 0.8410902 493.2913114 493.2913114 5471.0612391
0.5019000 0.8309886 549.4470248 549.4470248 5471.0151607
0.5628000 0.8209639 611.3338709 611.3338709 5470.9696704
0.6310500 0.8109932 679.8540882 679.8540882 5470.9249587
0.7087500 0.7999978 756.8588999 756.8588999 5470.8768926
0.7948500 0.7889409 841.0224922 841.0224922 5470.8272602
0.8914500 0.7768156 934.0697198 934.0697198 5470.7745494
1.0006500 0.7661600 1037.7532966 1037.7532966 5470.7198193
1.1227651 0.7553401 1152.0556572 1152.0556572 5470.6632472
1.2594751 0.7438534 1278.1351760 1278.1351760 5470.6222441
1.4127226 0.7311242 1417.2224056 1417.2224056 5470.5638441
1.5858151 0.7189474 1571.6405267 1571.6405267 5470.5100315
1.7787526 0.7083262 1741.0132289 1741.0132289 5470.4515860
