1007 0
0 0.92158 0.311704
1 -0.0227915 0.361986
2 5.5964 0.412251
3 10.3406 0.462493
4 4.10613 0.512702
5 2.7471 0.562873
6 8.5088 0.612995
7 7.50409 0.663062
8 13.1783 0.713065
9 22.4984 0.762997
10 18.348 0.81285
11 6.4446 0.862615
12 13.7044 0.912286
13 18.5313 0.961853
14 17.8761 1.01131
15 25.1542 1.06065
16 19.8521 1.10986
17 23.517 1.15894
18 15.4625 1.20787
19 30.5621 1.25666
20 29.3424 1.30529
21 24.6044 1.35375
22 25.9049 1.40205
23 25.3638 1.45016
24 28.632 1.49808
25 31.1389 1.54581
26 35.2221 1.59333
27 30.6788 1.64065
28 48.2461 1.68774
29 40.6497 1.73461
30 34.4671 1.78125
31 40.5257 1.82765
32 33.5506 1.8738
33 44.4074 1.91969
34 46.3803 1.96533
35 41.8559 2.01069
36 36.8946 2.05578
37 40.6401 2.10058
38 36.6043 2.14509
39 43.4818 2.18931
40 56.6402 2.23322
41 46.3939 2.27682
42 49.0885 2.3201
43 48.1858 2.36305
44 49.8278 2.40567
45 57.5134 2.44796
46 54.8235 2.4899
47 52.1781 2.53148
48 43.6909 2.57271
49 49.7571 2.61357
50 49.5553 2.65406
51 53.0535 2.69417
52 54.3478 2.7339
53 57.4213 2.77323
54 58.5816 2.81217
55 59.8995 2.85071
56 56.0366 2.88884
57 68.0153 2.92655
58 61.3573 2.96384
59 66.0252 3.0007
60 72.4543 3.03713
61 65.054 3.07312
62 66.1766 3.10867
63 64.9754 3.14376
64 70.4751 3.1784
65 67.0595 3.21258
66 65.2503 3.2463
67 58.5425 3.27954
68 75.3687 3.3123
69 64.4525 3.34458
70 72.2391 3.37638
71 70.7508 3.40768
72 79.9456 3.43849
73 61.3396 3.46879
74 71.0028 3.49859
75 82.0257 3.52787
76 64.5522 3.55664
77 72.3382 3.58488
78 66.8509 3.61261
79 75.3131 3.6398
80 74.3264 3.66646
81 63.1081 3.69258
82 68.5052 3.71815
83 79.5282 3.74318
84 70.6705 3.76766
85 65.9355 3.79159
86 72.2783 3.81496
87 71.4292 3.83776
88 77.7808 3.86001
89 75.8486 3.88168
90 71.3715 3.90278
91 68.91 3.9233
92 72.1888 3.94325
93 80.5514 3.96261
94 66.0683 3.98139
95 61.2058 3.99958
96 74.5773 4.01718
97 56.3035 4.03419
98 62.7394 4.0506
99 67.3248 4.06641
100 65.5863 4.08162
101 71.9554 4.09622
102 73.8985 4.11022
103 69.36 4.12361
104 77.6914 4.13639
105 72.8793 4.14856
106 73.5858 4.16011
107 64.1705 4.17105
108 63.1379 4.18137
109 58.4284 4.19107
110 65.0013 4.20015
111 69.742 4.20861
112 65.917 4.21644
113 62.1952 4.22364
114 68.6077 4.23022
115 67.5037 4.23618
116 61.6904 4.2415
117 61.0107 4.2462
118 57.8734 4.25026
119 62.4932 4.2537
120 57.9127 4.2565
121 51.0785 4.25868
122 58.1149 4.26022
123 64.886 4.26112
124 57.2996 4.2614
125 58.244 4.26105
126 58.5681 4.26006
127 54.3056 4.25844
128 46.9758 4.25619
129 47.9813 4.2533
130 53.3259 4.24979
131 55.2589 4.24564
132 60.7631 4.24087
133 54.5543 4.23546
134 58.1639 4.22943
135 44.39 4.22277
136 51.3397 4.21549
137 49.6568 4.20758
138 50.6907 4.19904
139 49.8319 4.18989
140 44.87 4.18011
141 46.9979 4.16971
142 52.2287 4.1587
143 46.3578 4.14707
144 49.0075 4.13482
145 37.7562 4.12197
146 54.6037 4.1085
147 47.8273 4.09442
148 49.9864 4.07974
149 39.8668 4.06446
150 42.3481 4.04857
151 47.7932 4.03209
152 41.6464 4.01501
153 39.821 3.99733
154 35.1928 3.97907
155 32.1574 3.96022
156 43.7176 3.94078
157 39.4997 3.92076
158 38.4365 3.90016
159 43.1741 3.87899
160 38.2176 3.85725
161 49.8001 3.83494
162 35.8058 3.81206
163 44.811 3.78862
164 29.228 3.76462
165 27.5615 3.74007
166 32.5347 3.71497
167 29.7555 3.68933
168 26.8867 3.66314
169 24.894 3.63642
170 30.2614 3.60916
171 25.6453 3.58137
172 21.7316 3.55306
173 24.1183 3.52422
174 17.1302 3.49488
175 22.7912 3.46502
176 12.3543 3.43465
177 16.0388 3.40378
178 30.0735 3.37242
179 15.1054 3.34056
180 17.4762 3.30822
181 4.7338 3.27539
182 10.0843 3.24209
183 10.0246 3.20832
184 10.4599 3.17408
185 3.90207 3.13939
186 10.6431 3.10423
187 7.96938 3.06863
188 9.39835 3.03258
189 -2.03254 2.9961
190 -3.20149 2.95918
191 7.83279 2.92184
192 7.63623 2.88408
193 -2.08667 2.8459
194 6.20129 2.80731
195 8.75483 2.76832
196 0.187246 2.72894
197 -4.55301 2.68916
198 -8.34647 2.649
199 -3.05158 2.60847
200 -10.0291 2.56756
201 -6.75511 2.52629
202 1.10817 2.48466
203 -10.5737 2.44267
204 -11.8026 2.40035
205 -7.96302 2.35768
206 -7.59092 2.31469
207 -2.31409 2.27137
208 -3.1185 2.22773
209 -14.5949 2.18378
210 -9.8237 2.13953
211 -10.9016 2.09498
212 -12.8783 2.05014
213 -19.6983 2.00502
214 -31.269 1.95962
215 -27.3533 1.91395
216 -8.647 1.86802
217 -25.389 1.82184
218 -21.6902 1.77541
219 -23.1143 1.72875
