1031 0
0 12.6937 0.152546
1 19.8655 0.202802
2 25.1077 0.253043
3 29.4128 0.303259
4 34.7293 0.353444
5 45.057 0.403589
6 47.7372 0.453686
7 56.8972 0.503728
8 57.7835 0.553707
9 71.5265 0.603614
10 73.6354 0.653442
11 76.5793 0.703183
12 89.2384 0.752829
13 88.6787 0.802372
14 92.6564 0.851805
15 102.965 0.901119
16 107.21 0.950308
17 115.454 0.999362
18 120.822 1.04827
19 119.836 1.09704
20 124.345 1.14564
21 130.109 1.19408
22 133.215 1.24235
23 134.554 1.29044
24 138.477 1.33834
25 137.994 1.38605
26 141.546 1.43355
27 146.744 1.48085
28 147.749 1.52792
29 152.251 1.57477
30 157.761 1.62139
31 157.356 1.66777
32 162.309 1.7139
33 167.215 1.75977
34 169.621 1.80539
35 180.77 1.85073
36 184.654 1.8958
37 186.011 1.94059
38 182.482 1.98508
39 179.465 2.02928
40 185.101 2.07318
41 192.387 2.11676
42 194.193 2.16002
43 195.918 2.20296
44 203.039 2.24557
45 204.976 2.28784
46 206.812 2.32976
47 208.468 2.37134
48 210.151 2.41255
49 217.382 2.4534
50 216.378 2.49388
51 220.002 2.53398
52 219.505 2.57369
53 220.602 2.61302
54 222.77 2.65195
55 225.342 2.69048
56 229.828 2.72859
57 227.055 2.7663
58 231.687 2.80358
59 231.759 2.84044
60 233.791 2.87686
61 233.51 2.91285
62 233.948 2.94839
63 235.179 2.98348
64 236.56 3.01812
65 237.608 3.05229
66 241.274 3.086
67 243.337 3.11924
68 250.316 3.15201
69 246.555 3.18429
70 250.559 3.21608
71 248.505 3.24739
72 247.036 3.27819
73 249.59 3.3085
74 255.293 3.3383
75 252.86 3.36759
76 258.615 3.39636
77 259.493 3.42461
78 262.303 3.45234
79 256.802 3.47954
80 260.283 3.5062
81 259.885 3.53233
82 255.882 3.55791
83 260.503 3.58295
84 258.946 3.60744
85 257.368 3.63138
86 260.158 3.65476
87 258.711 3.67758
88 263.775 3.69983
89 261.063 3.72152
90 261.256 3.74263
91 263.131 3.76317
92 266.935 3.78313
93 263.725 3.80251
94 262.939 3.82131
95 268.633 3.83952
96 264.257 3.85714
97 262.413 3.87416
98 266.182 3.89059
99 260.277 3.90642
100 261.697 3.92165
101 261.779 3.93628
102 260.681 3.9503
103 264.702 3.96372
104 263.138 3.97652
105 261.395 3.98871
106 259.923 4.00029
107 262.557 4.01126
108 258.58 4.0216
109 258.26 4.03133
110 257.947 4.04044
111 259.081 4.04892
112 257.585 4.05678
113 251.506 4.06402
114 252.027 4.07063
115 250.794 4.07662
116 246.469 4.08197
117 245.705 4.0867
118 245.14 4.0908
119 244.093 4.09427
120 243.02 4.09711
121 241.8 4.09932
122 240.588 4.1009
123 235.398 4.10184
124 236.48 4.10216
125 231.654 4.10184
126 231.065 4.10089
127 234.859 4.09931
128 234.094 4.0971
129 228.375 4.09426
130 226.962 4.09078
131 221.662 4.08668
132 222.092 4.08195
133 220.743 4.07659
134 223.316 4.0706
135 224.337 4.06398
136 222.486 4.05674
137 220.239 4.04888
138 219.818 4.04039
139 219.9 4.03128
140 217.936 4.02155
141 210.115 4.0112
142 207.056 4.00024
143 204.937 3.98865
144 204.146 3.97646
145 200.329 3.96365
146 197.86 3.95023
147 200.359 3.93621
148 195.924 3.92158
149 193.743 3.90634
150 189.47 3.89051
151 191.282 3.87408
152 186.412 3.85705
153 186.877 3.83943
154 185.851 3.82122
155 181.311 3.80242
156 181.32 3.78303
157 178.012 3.76307
158 175.93 3.74253
159 173.411 3.72141
160 171.791 3.69972
161 175.721 3.67747
162 167.437 3.65464
163 167.401 3.63126
164 162.267 3.60732
165 160.895 3.58283
166 161.429 3.55779
167 161 3.5322
168 155.031 3.50607
169 150.796 3.4794
170 145.046 3.4522
171 145.19 3.42447
172 140.919 3.39622
