 1010 -3 0.001
0.01 0.994777 8.76901 8.76901
0.02 0.989811 17.4929 17.4929
0.03 0.984669 26.173 26.173
0.05 0.974771 43.3992 43.3992
0.07 0.965243 60.4552 60.4552
0.1 0.951338 85.73 85.73
0.2 0.909297 167.469 167.469
0.3 0.873954 245.824 245.824
0.5 0.814804 394.09 394.09
0.7 0.767468 533.041 533.041
1 0.71381 728.062 728.062
2 0.601658 1300.74 1300.74
3 0.538507 1800.11 1800.11
5 0.466462 2676.3 2676.3
7 0.424064 3457.28 3457.28
10 0.383941 4520.14 4520.14
15 0.343693 6112.73 6112.73
20 0.317514 7560.32 7560.32
30 0.286651 10212.5 10212.5
50 0.254371 14930 14930
70 0.235591 19214 19214
100 0.21472 25109.6 25109.6
150 0.193858 34078.4 34078.4
200 0.181063 42353.9 42353.9
300 0.164742 57554.8 57554.8
500 0.146158 84628.6 84628.6
700 0.133852 108873 108873
1000 0.118568 141982 141982
1500 0.108074 191557 191557
2000 0.102125 237327 237327
3000 0.0936265 322384 322384
5000 0.0769436 471514 471514
7000 0.0674948 597842 597842
10000 0.059824 772157 772157
15000 0.0454792 994507 994507
20000 0.0451 1.19125e+06 1.19125e+06
30000 0.041838 1.58641e+06 1.58641e+06
40000 0.0428162 1.95605e+06 1.95605e+06
50000 0.0370338 2.32416e+06 2.32416e+06
60000 0.0337798 2.65819e+06 2.65819e+06
70000 0.0297442 2.95212e+06 2.95212e+06
80000 0.0281148 3.18396e+06 3.18396e+06
90000 0.0252659 3.4217e+06 3.4217e+06
100000 0.0228598 3.64833e+06 3.64833e+06
150000 0.0265841 4.61027e+06 4.61027e+06
200000 0.0251266 5.87629e+06 5.87629e+06
300000 0.0255433 7.88989e+06 7.88989e+06
400000 0.020937 9.742e+06 9.742e+06
500000 0.0177139 1.14601e+07 1.14601e+07
600000 0.0188596 1.32348e+07 1.32348e+07
700000 0.0215411 1.52468e+07 1.52468e+07
800000 0.023245 1.72921e+07 1.72921e+07
900000 0.0222036 1.92016e+07 1.92016e+07
