 1003 -3 0.001
0.01 0.994832 8.74461 8.74461
0.02 0.989611 17.4435 17.4435
0.03 0.984607 26.0973 26.0973
0.05 0.974693 43.2758 43.2758
0.07 0.9654 60.2852 60.2852
0.1 0.951842 85.4988 85.4988
0.2 0.910087 167.079 167.079
0.3 0.874962 245.28 245.28
0.5 0.816134 393.334 393.334
0.7 0.769666 532.274 532.274
1 0.716729 727.474 727.474
2 0.605765 1301.47 1301.47
3 0.542018 1802.94 1802.94
5 0.471602 2683.81 2683.81
7 0.429926 3470.52 3470.52
10 0.389019 4544.42 4544.42
15 0.349446 6158.08 6158.08
20 0.325277 7632.16 7632.16
30 0.293461 10335.5 10335.5
50 0.260588 15166.4 15166.4
70 0.240711 19557.5 19557.5
100 0.222284 25662.5 25662.5
150 0.203751 34980 34980
200 0.189272 43579.3 43579.3
300 0.172787 59399.2 59399.2
500 0.152947 87737 87737
700 0.141293 113500 113500
1000 0.12435 148493 148493
1500 0.108862 199568 199568
2000 0.100007 245479 245479
3000 0.0915205 328284 328284
5000 0.0805298 476823 476823
7000 0.0769548 619542 619542
10000 0.0685259 807249 807249
15000 0.0593533 1.09571e+06 1.09571e+06
20000 0.05364 1.35782e+06 1.35782e+06
30000 0.0407483 1.76849e+06 1.76849e+06
40000 0.0354593 2.1351e+06 2.1351e+06
50000 0.0347999 2.47923e+06 2.47923e+06
60000 0.0318925 2.78428e+06 2.78428e+06
70000 0.0314016 3.0723e+06 3.0723e+06
80000 0.0288126 3.3492e+06 3.3492e+06
90000 0.027046 3.59455e+06 3.59455e+06
100000 0.0319498 3.83218e+06 3.83218e+06
150000 0.0292263 5.14375e+06 5.14375e+06
200000 0.0295147 6.27227e+06 6.27227e+06
300000 0.0190116 8.24809e+06 8.24809e+06
400000 0.0165036 9.84191e+06 9.84191e+06
500000 0.0212461 1.15671e+07 1.15671e+07
600000 0.0250557 1.33061e+07 1.33061e+07
700000 0.0136493 1.504e+07 1.504e+07
800000 0.0159738 1.67338e+07 1.67338e+07
900000 0.0172016 1.81226e+07 1.81226e+07
