6007 -4 0 999.728
0.0325500 0.9631545 31.6984675 31.6984675 296.7713738
0.0357000 0.9611017 34.7275045 34.7275045 296.8097639
0.0399000 0.9584469 38.7558335 38.7558335 296.8624369
0.0451500 0.9548708 43.7746838 43.7746838 296.9281586
0.0504000 0.9511969 48.7748454 48.7748454 296.9874620
0.0567000 0.9467396 54.7488374 54.7488374 297.0582607
0.0640500 0.9417070 61.6855342 61.6855342 297.1338081
0.0714000 0.9369447 68.5854234 68.5854234 297.1996078
0.0798000 0.9319353 76.4299268 76.4299268 297.2876178
0.0892500 0.9264392 85.2052458 85.2052458 297.3660584
0.1008000 0.9195828 95.8606249 95.8606249 297.4480844
0.1123500 0.9131865 106.4389717 106.4389717 297.5352043
0.1260000 0.9065427 118.8511286 118.8511286 297.6275189
0.1417500 0.8985562 133.0545470 133.0545470 297.7166289
0.1585500 0.8900113 148.0668269 148.0668269 297.8026842
0.1785000 0.8807750 165.7205568 165.7205568 297.8882511
0.2005500 0.8705052 185.0183393 185.0183393 297.9747407
0.2247000 0.8603027 205.9043271 205.9043271 298.0532393
0.2520000 0.8481182 229.2158033 229.2158033 298.1346151
0.2824500 0.8356490 254.8392509 254.8392509 298.2028417
0.3171000 0.8225055 283.5404652 283.5404652 298.2747099
0.3549000 0.8085216 314.3548547 314.3548547 298.3237967
0.3990000 0.7949180 349.7025319 349.7025319 298.3647018
0.4473000 0.7799100 387.7081398 387.7081398 298.3947670
0.5019000 0.7634209 429.8222616 429.8222616 298.4505409
0.5628000 0.7477561 475.8249464 475.8249464 298.4763906
0.6310500 0.7327139 526.3040619 526.3040619 298.4697796
0.7087500 0.7179395 582.6335453 582.6335453 298.4515366
0.7948500 0.7018361 643.7337765 643.7337765 298.4659301
0.8914500 0.6847339 710.7106021 710.7106021 298.4640448
1.0006500 0.6682750 784.5725148 784.5725148 298.4872130
1.1227651 0.6530649 865.1423525 865.1423525 298.4889616
1.2594751 0.6372176 953.4403704 953.4403704 298.4729007
1.4127226 0.6196437 1049.7246676 1049.7246676 298.4284968
1.5858151 0.6045948 1155.6768217 1155.6768217 298.4263651
1.7787526 0.5887583 1270.6993561 1270.6993561 298.4061382
1.9959451 0.5742870 1396.9410639 1396.9410639 298.3760223
2.2393220 0.5584389 1534.7956217 1534.7956217 298.3691150
2.5125215 0.5446896 1685.3086421 1685.3086421 298.3582372
2.8192921 0.5305744 1849.8941683 1849.8941683 298.3213504
3.1631068 0.5158886 2029.8799911 2029.8799911 298.2783845
3.5483644 0.5015499 2225.7391633 2225.7391633 298.2562318
3.9810846 0.4852920 2439.1778793 2439.1778793 298.2421540
4.4672872 0.4714371 2671.3444314 2671.3444314 298.2178657
5.0118948 0.4609225 2924.8248977 2924.8248977 298.1850546
5.6245099 0.4504156 3203.1335194 3203.1335194 298.1181178
6.3098094 0.4366575 3507.4648193 3507.4648193 298.0928621
7.0803644 0.4268554 3840.5130499 3840.5130499 298.1058340
7.9440561 0.4162282 4203.9286084 4203.9286084 298.0099174
8.9125633 0.3998740 4599.7499337 4599.7499337 297.9922832
10.0014481 0.3947532 5033.5865510 5033.5865510 297.9499255
11.2210876 0.3890554 5511.9361268 5511.9361268 297.9703388
12.5894367 0.3775931 6036.8120499 6036.8120499 297.9091076
14.1269504 0.3715072 6612.2733990 6612.2733990 297.9031703
15.8491767 0.3622275 7243.9972469 7243.9972469 297.8413609
17.7840324 0.3564359 7938.9276686 7938.9276686 297.8244105
19.9529062 0.3462385 8699.1805033 8699.1805033 297.7819067
22.3872322 0.3390434 9536.2375096 9536.2375096 297.7603361
25.1199938 0.3267998 10448.2258074 10448.2258074 297.7704601
28.1840786 0.3237625 11445.4024262 11445.4024262 297.6764478
31.6237393 0.3179070 12543.5240725 12543.5240725 297.6264863
35.4826072 0.3123782 13757.2459995 13757.2459995 297.6056450
39.8132470 0.3046724 15084.0406096 15084.0406096 297.5403525
44.6694872 0.2957862 16528.1131918 16528.1131918 297.4705916
50.1205675 0.2909332 18123.6809648 18123.6809648 297.4139691
56.2377471 0.2862965 19875.0316174 19875.0316174 297.4073106
63.0967693 0.2805722 21808.2935570 21808.2935570 297.3349769
70.7954662 0.2764026 23929.0999354 23929.0999354 297.3221779
79.4340106 0.2678200 26249.9569172 26249.9569172 297.2192578
89.1259377 0.2598918 28803.6012872 28803.6012872 297.1526939
100.0026275 0.2585459 31649.1431557 31649.1431557 297.1150384
112.2074471 0.2528640 34755.9595115 34755.9595115 297.0411437
125.8964104 0.2507438 38210.0398947 38210.0398947 296.9117060
141.2559945 0.2410416 41987.6949605 41987.6949605 296.7961387
158.4947918 0.2389013 46173.1432246 46173.1432246 296.7026827
177.8326602 0.2375883 50783.5390283 50783.5390283 296.6091945
199.5344894 0.2246925 55803.6398090 55803.6398090 296.4722726
223.8731455 0.2259034 61307.1271302 61307.1271302 296.3629677
251.1895596 0.2238393 67474.3000117 67474.3000117 296.1072690
281.8404883 0.2194276 74251.3445775 74251.3445775 295.9950014
316.2378815 0.2187220 81691.5783722 81691.5783722 295.8948067
354.8252370 0.2125414 89861.9950560 89861.9950560 295.7226213
398.1250863 0.2087845 98891.2525397 98891.2525397 295.5166887
446.6934609 0.2043813 108838.6629729 108838.6629729 295.2756742
501.1903976 0.2006100 119855.0645181 119855.0645181 295.0084493
562.3470481 0.1898339 131917.8116237 131917.8116237 294.7582695
630.9576992 0.1884423 144971.3217428 144971.3217428 294.4606074
707.9626349 0.1809915 159261.0172954 159261.0172954 294.1407771
