6014 -4 0 986.126
0.0325500 0.9737795 31.6268336 31.6268336 300.1428274
0.0357000 0.9717981 34.6475514 34.6475514 300.1839540
0.0399000 0.9688016 38.6648406 38.6648406 300.2384348
0.0451500 0.9654665 43.6703527 43.6703527 300.2993061
0.0504000 0.9615722 48.6563465 48.6563465 300.3618957
0.0567000 0.9577270 54.6163763 54.6163763 300.4337552
0.0640500 0.9531162 61.5377373 61.5377373 300.5086798
0.0714000 0.9486890 68.4282253 68.4282253 300.5787147
0.0798000 0.9439231 76.2654760 76.2654760 300.6617255
0.0892500 0.9374745 85.0281869 85.0281869 300.7369303
0.1008000 0.9308273 95.6635887 95.6635887 300.8307676
0.1123500 0.9242856 106.2240345 106.2240345 300.9129871
0.1260000 0.9166850 118.6089970 118.6089970 300.9987515
0.1417500 0.9085320 132.7780510 132.7780510 301.0845079
0.1585500 0.8997714 147.7532949 147.7532949 301.1660667
0.1785000 0.8907347 165.3634673 165.3634673 301.2555965
0.2005500 0.8802612 184.6157475 184.6157475 301.3353727
0.2247000 0.8708611 205.4650006 205.4650006 301.4268232
0.2520000 0.8582153 228.7403168 228.7403168 301.4886061
0.2824500 0.8466539 254.3209199 254.3209199 301.5813509
0.3171000 0.8334077 283.0094556 283.0094556 301.6399356
0.3549000 0.8210346 313.8188806 313.8188806 301.7085023
0.3990000 0.8058969 349.1909645 349.1909645 301.7453738
0.4473000 0.7923675 387.2348452 387.2348452 301.7764451
0.5019000 0.7762490 429.4610985 429.4610985 301.8022439
0.5628000 0.7602687 475.5905530 475.5905530 301.8257823
0.6310500 0.7441888 526.1919976 526.1919976 301.8811912
0.7087500 0.7282123 582.5600387 582.5600387 301.8932434
0.7948500 0.7129983 643.7548388 643.7548388 301.8922368
0.8914500 0.6963816 710.9220972 710.9220972 301.8846988
1.0006500 0.6772993 784.8460671 784.8460671 301.8627060
1.1227651 0.6620377 865.4875879 865.4875879 301.8493243
1.2594751 0.6442723 953.4677278 953.4677278 301.8396919
1.4127226 0.6290139 1049.5637452 1049.5637452 301.8033781
1.5858151 0.6115988 1155.3246105 1155.3246105 301.7549651
1.7787526 0.5961252 1270.3793010 1270.3793010 301.7645553
1.9959451 0.5812524 1396.5408941 1396.5408941 301.7599087
2.2393220 0.5640965 1533.7302401 1533.7302401 301.7415236
2.5125215 0.5506248 1683.7648396 1683.7648396 301.7218334
2.8192921 0.5359875 1847.7483861 1847.7483861 301.6887370
3.1631068 0.5212171 2027.1834688 2027.1834688 301.6451327
3.5483644 0.5066121 2222.3723321 2222.3723321 301.6143190
3.9810846 0.4920494 2435.2105370 2435.2105370 301.6200799
4.4672872 0.4767789 2667.9351731 2667.9351731 301.5882560
5.0118948 0.4667922 2920.9514545 2920.9514545 301.5938071
5.6245099 0.4523781 3197.9464050 3197.9464050 301.5217421
6.3098094 0.4428467 3500.4592100 3500.4592100 301.4609948
7.0803644 0.4374846 3834.2626258 3834.2626258 301.5146910
7.9440561 0.4234964 4200.1647342 4200.1647342 301.4789045
8.9125633 0.4158144 4602.1504195 4602.1504195 301.4452485
10.0014481 0.4026171 5040.6468839 5040.6468839 301.4425143
11.2210876 0.3980935 5522.1797443 5522.1797443 301.3616459
12.5894367 0.3905776 6054.2876498 6054.2876498 301.3876155
14.1269504 0.3787464 6635.4529392 6635.4529392 301.3720899
15.8491767 0.3735680 7274.3641055 7274.3641055 301.3019270
17.7840324 0.3629708 7975.5945081 7975.5945081 301.3277646
19.9529062 0.3566730 8743.1810632 8743.1810632 301.2855585
22.3872322 0.3488718 9585.8289849 9585.8289849 301.1761804
25.1199938 0.3401542 10510.6346651 10510.6346651 301.2383553
28.1840786 0.3325347 11532.6881404 11532.6881404 301.1806413
31.6237393 0.3245584 12648.7900106 12648.7900106 301.1348721
35.4826072 0.3193285 13875.1760257 13875.1760257 301.1305760
39.8132470 0.3094763 15218.7190809 15218.7190809 301.0889227
44.6694872 0.3070926 16701.0763153 16701.0763153 301.0349490
50.1205675 0.2998631 18336.9058985 18336.9058985 301.0265581
56.2377471 0.2908675 20134.0689858 20134.0689858 300.9569998
63.0967693 0.2907813 22105.4268160 22105.4268160 300.9172279
70.7954662 0.2816527 24281.7390043 24281.7390043 300.8979722
79.4340106 0.2765497 26656.2836872 26656.2836872 300.8157329
89.1259377 0.2716522 29287.8754853 29287.8754853 300.7426133
100.0026275 0.2663730 32176.4008480 32176.4008480 300.6971744
112.2074471 0.2612810 35360.1586214 35360.1586214 300.5914448
125.8964104 0.2514525 38807.3967089 38807.3967089 300.5218665
141.2559945 0.2462861 42572.3457660 42572.3457660 300.3145477
158.4947918 0.2397255 46682.0865265 46682.0865265 300.2387234
177.8326602 0.2348858 51206.1961006 51206.1961006 300.0686339
199.5344894 0.2245976 56142.5784092 56142.5784092 300.0014864
223.8731455 0.2197433 61480.0271671 61480.0271671 299.8408416
251.1895596 0.2089593 67283.6261672 67283.6261672 299.6078775
281.8404883 0.2095898 73674.0377543 73674.0377543 299.5173498
316.2378815 0.2064434 80689.0638609 80689.0638609 299.3422939
354.8252370 0.2017627 88437.3475353 88437.3475353 299.0963528
398.1250863 0.2025227 97023.0704969 97023.0704969 298.8811597
446.6934609 0.1940951 106296.7442756 106296.7442756 298.5700374
501.1903976 0.1830813 116320.6444714 116320.6444714 298.2732562
562.3470481 0.1813472 127430.8134390 127430.8134390 298.0032120
630.9576992 0.1762203 139598.3170536 139598.3170536 297.6605695
707.9626349 0.1724501 152991.4115422 152991.4115422 297.3395949
794.3311114 0.1724925 167682.1556360 167682.1556360 297.0515390
891.2901875 0.1690688 183819.0022314 183819.0022314 296.7954085
1000.0152949 0.1621616 201429.0986008 201429.0986008 296.4198336
1122.0453570 0.1559303 220905.7182308 220905.7182308 295.9703916
1258.9519017 0.1537056 242024.5003286 242024.5003286 295.5010678
1412.6025846 0.1504521 265187.2387973 265187.2387973 295.1018679
1584.9192513 0.1504473 290790.5862347 290790.5862347 294.5461032
1778.3297629 0.1455380 318874.9991008 318874.9991008 293.9842650
1995.3396487 0.1380870 349805.5283882 349805.5283882 293.5108388
2238.7495208 0.1383870 383894.6123257 383894.6123257 292.8686386
2511.9332487 0.1394173 421022.1616936 421022.1616936 291.9827234
2818.4067961 0.1318722 461508.1296803 461508.1296803 290.9594746
3162.3160538 0.1298964 507039.8761612 507039.8761612 289.8068732
3548.2246552 0.1275108 557248.2462386 557248.2462386 288.7299402
3981.0824729 0.1243347 610257.1178644 610257.1178644 288.0101811
4466.8445267 0.1125942 667906.1287320 667906.1287320 286.9512088
5011.9508737 0.1125486 729903.2420336 729903.2420336 286.1290371
5623.4686414 0.1127827 798703.0632610 798703.0632610 285.0946087
6309.6060499 0.1086987 872728.2390217 872728.2390217 284.1636797
7079.5178905 0.1086980 953530.3850491 953530.3850491 283.2934319
7943.3360745 0.0968280 1043312.7912325 1043312.7912325 282.5106666
8912.5538779 0.1049002 1136841.0793699 1136841.0793699 281.9604873
10000.0576380 0.0949413 1245725.3209401 1245725.3209401 281.6435274
11220.2837932 0.0925304 1363001.9874115 1363001.9874115 281.4248893
12589.2832138 0.0858228 1490074.5305706 1490074.5305706 280.5987725
14125.4898594 0.0779948 1618419.9464995 1618419.9464995 280.0533795
15849.0266991 0.0801874 1751764.6498439 1751764.6498439 279.6173028
17782.8284773 0.0827208 1908202.8729386 1908202.8729386 279.0396764
19952.6405589 0.0824180 2092040.4228324 2092040.4228324 278.3709468
22387.3110130 0.0813893 2293695.3481845 2293695.3481845 277.5672243
25118.9399788 0.0835005 2514613.7267607 2514613.7267607 275.9983193
28183.8378200 0.0824399 2766706.1740567 2766706.1740567 275.5567621
31622.8492882 0.0848791 3036297.1823550 3036297.1823550 274.7512859
35481.3448326 0.0631338 3317435.3001540 3317435.3001540 273.2958148
39810.8123001 0.0619551 3607202.1897054 3607202.1897054 272.7173977
44668.4408210 0.0740184 3955106.3875802 3955106.3875802 272.3617141
50118.8218320 0.0740055 4349538.2292995 4349538.2292995 271.9829247
56234.1823694 0.0729126 4801169.6415435 4801169.6415435 271.5203518
63095.8439737 0.0690644 5305451.3957184 5305451.3957184 271.3802541
70794.7386130 0.0700245 5837248.8345130 5837248.8345130 271.2599820
79432.9897122 0.0685140 6437434.8068764 6437434.8068764 271.3346066
89125.2011949 0.0758032 7114007.8557771 7114007.8557771 271.3503254
100000.1496297 0.0730166 7905568.8296615 7905568.8296615 271.3363169
