6012 -4.66 0 1098.2
0.0325500 0.9800740 35.3426381 35.3426381 1237.5024336
0.0357000 0.9785191 38.7295761 38.7295761 1237.5018336
0.0399000 0.9762706 43.2365332 43.2365332 1237.4983764
0.0451500 0.9734958 48.8558427 48.8558427 1237.4945279
0.0504000 0.9706551 54.4588179 54.4588179 1237.4898893
0.0567000 0.9671469 61.1604018 61.1604018 1237.4829223
0.0640500 0.9634516 68.9494521 68.9494521 1237.4753122
0.0714000 0.9598563 76.7095148 76.7095148 1237.4695657
0.0798000 0.9556508 85.5420019 85.5420019 1237.4608444
0.0892500 0.9508747 95.4325617 95.4325617 1237.4498585
0.1008000 0.9455857 107.4574885 107.4574885 1237.4370601
0.1123500 0.9404491 119.4157416 119.4157416 1237.4272550
0.1260000 0.9343549 133.4640236 133.4640236 1237.4122685
0.1417500 0.9275818 149.5616319 149.5616319 1237.3920091
0.1585500 0.9209200 166.6101862 166.6101862 1237.3728090
0.1785000 0.9126391 186.6912662 186.6912662 1237.3409652
0.2005500 0.9037340 208.6794417 208.6794417 1237.3090967
0.2247000 0.8947124 232.5260494 232.5260494 1237.2773580
0.2520000 0.8847457 259.1910185 259.1910185 1237.2437374
0.2824500 0.8745553 288.6014599 288.6014599 1237.2050273
0.3171000 0.8634465 321.6590631 321.6590631 1237.1663003
0.3549000 0.8526553 357.2709316 357.2709316 1237.1225093
0.3990000 0.8408437 398.2695914 398.2695914 1237.0714962
0.4473000 0.8284898 442.5342696 442.5342696 1237.0215486
0.5019000 0.8159940 491.8333720 491.8333720 1236.9678666
0.5628000 0.8030464 545.9597885 545.9597885 1236.9120986
0.6310500 0.7896478 605.6367205 605.6367205 1236.8624462
0.7087500 0.7755625 672.3953683 672.3953683 1236.8075185
0.7948500 0.7616984 745.0531546 745.0531546 1236.7501791
0.8914500 0.7472805 825.0632548 825.0632548 1236.6825425
1.0006500 0.7335981 913.8089747 913.8089747 1236.6143034
1.1227651 0.7191613 1011.1682936 1011.1682936 1236.5539987
1.2594751 0.7039709 1117.9411765 1117.9411765 1236.4876315
1.4127226 0.6892162 1235.1182805 1235.1182805 1236.4300825
1.5858151 0.6747590 1364.7680302 1364.7680302 1236.3705561
1.7787526 0.6598887 1506.1056708 1506.1056708 1236.3138219
1.9959451 0.6460778 1661.9350627 1661.9350627 1236.2533819
2.2393220 0.6330317 1832.7786064 1832.7786064 1236.1892212
2.5125215 0.6191892 2020.5980362 2020.5980362 1236.1347038
2.8192921 0.6061450 2226.9665753 2226.9665753 1236.0874944
3.1631068 0.5919894 2453.1309685 2453.1309685 1236.0336098
3.5483644 0.5792545 2700.7625109 2700.7625109 1235.9810975
3.9810846 0.5671950 2973.1833582 2973.1833582 1235.9406209
4.4672872 0.5555293 3273.0343891 3273.0343891 1235.8938256
5.0118948 0.5450455 3602.0841773 3602.0841773 1235.8477233
5.6245099 0.5337874 3965.1965292 3965.1965292 1235.8059090
6.3098094 0.5233596 4363.1409259 4363.1409259 1235.7636620
7.0803644 0.5143338 4801.8541349 4801.8541349 1235.7065043
7.9440561 0.5048360 5285.0593169 5285.0593169 1235.6716092
8.9125633 0.4950522 5817.2371277 5817.2371277 1235.6374130
10.0014481 0.4857584 6404.0783373 6404.0783373 1235.5917267
11.2210876 0.4765441 7048.6026666 7048.6026666 1235.5601377
12.5894367 0.4681857 7758.1294200 7758.1294200 1235.5165280
14.1269504 0.4599046 8542.1051045 8542.1051045 1235.4658022
15.8491767 0.4526187 9405.8357786 9405.8357786 1235.4217796
17.7840324 0.4473324 10360.6279834 10360.6279834 1235.3888371
19.9529062 0.4375315 11414.0329680 11414.0329680 1235.3436570
22.3872322 0.4319681 12577.5509715 12577.5509715 1235.3065465
25.1199938 0.4262190 13865.4587490 13865.4587490 1235.2650864
28.1840786 0.4177567 15284.7000612 15284.7000612 1235.2190430
31.6237393 0.4129044 16851.8605087 16851.8605087 1235.1869574
35.4826072 0.4068924 18589.1389583 18589.1389583 1235.1416772
39.8132470 0.4008586 20512.2888855 20512.2888855 1235.1075946
44.6694872 0.3933637 22628.7252205 22628.7252205 1235.0595830
50.1205675 0.3893325 24970.7886957 24970.7886957 1235.0199811
56.2377471 0.3852601 27572.1651158 27572.1651158 1234.9766785
63.0967693 0.3786344 30446.3364024 30446.3364024 1234.9207391
70.7954662 0.3751257 33634.8247311 33634.8247311 1234.8798401
79.4340106 0.3711064 37175.0453042 37175.0453042 1234.8586171
89.1259377 0.3647047 41086.9036246 41086.9036246 1234.7932354
100.0026275 0.3611277 45428.5605292 45428.5605292 1234.7346684
112.2074471 0.3566518 50235.6463583 50235.6463583 1234.6775963
125.8964104 0.3543324 55584.6453409 55584.6453409 1234.5901843
141.2559945 0.3492917 61527.7464456 61527.7464456 1234.4613524
158.4947918 0.3464293 68122.6342320 68122.6342320 1234.3516009
177.8326602 0.3425184 75431.7887437 75431.7887437 1234.2429728
199.5344894 0.3369925 83547.8298708 83547.8298708 1234.1488182
223.8731455 0.3363328 92535.4046061 92535.4046061 1234.0253293
251.1895596 0.3298958 102476.3872963 102476.3872963 1233.8277015
281.8404883 0.3251396 113487.8434743 113487.8434743 1233.6666759
316.2378815 0.3190561 125682.8048529 125682.8048529 1233.4654306
354.8252370 0.3192286 139219.0634944 139219.0634944 1233.2939082
398.1250863 0.3170031 154322.5908368 154322.5908368 1232.9938305
