 1001 -2.6 0.001
0.01 0.994561 8.67483 8.67483
0.02 0.989301 17.3036 17.3036
0.03 0.984263 25.8871 25.8871
0.05 0.974237 42.9236 42.9236
0.07 0.964521 59.7879 59.7879
0.1 0.950545 84.775 84.775
0.2 0.908423 165.587 165.587
0.3 0.871301 242.962 242.962
0.5 0.810472 389.073 389.073
0.7 0.763238 525.837 525.837
1 0.708455 717.539 717.539
2 0.595704 1279.8 1279.8
3 0.532054 1768.03 1768.03
5 0.4576 2622.99 2622.99
7 0.415329 3379.61 3379.61
10 0.373801 4406.4 4406.4
15 0.335647 5940.99 5940.99
20 0.309219 7340.76 7340.76
30 0.278227 9888.31 9888.31
50 0.243612 14405 14405
70 0.225703 18476.6 18476.6
100 0.208219 24100.4 24100.4
150 0.188382 32695 32695
200 0.176503 40613.8 40613.8
300 0.16003 55165.4 55165.4
500 0.140018 81131.8 81131.8
700 0.12512 104041 104041
1000 0.109209 134555 134555
1500 0.0997722 180260 180260
2000 0.0949519 222373 222373
3000 0.0776602 296810 296810
5000 0.0742659 423136 423136
7000 0.064788 539462 539462
10000 0.0528348 698216 698216
15000 0.0379481 876940 876940
20000 0.0387976 1.05699e+06 1.05699e+06
30000 0.035563 1.38068e+06 1.38068e+06
40000 0.0377911 1.67242e+06 1.67242e+06
50000 0.0346326 1.966e+06 1.966e+06
60000 0.0328543 2.31243e+06 2.31243e+06
70000 0.0215978 2.55024e+06 2.55024e+06
80000 0.024881 2.76011e+06 2.76011e+06
90000 0.0181115 2.96061e+06 2.96061e+06
100000 0.0258395 3.14533e+06 3.14533e+06
150000 0.0135063 3.92013e+06 3.92013e+06
200000 0.0018534 4.26223e+06 4.27403e+06
300000 0.0075471 4.99748e+06 5.01403e+06
400000 0.00444833 5.72089e+06 5.73835e+06
500000 0.0111186 6.52969e+06 6.54846e+06
600000 0.00847207 7.55569e+06 7.57447e+06
700000 0.00921952 8.41194e+06 8.43123e+06
800000 0.0113812 9.36742e+06 9.38673e+06
900000 0.0176368 1.04841e+07 1.05034e+07
