 1005 -3.25 0.001
0.01 0.994682 8.7232 8.7232
0.02 0.98942 17.4004 17.4004
0.03 0.984566 26.0332 26.0332
0.05 0.974547 43.1684 43.1684
0.07 0.964834 60.1318 60.1318
0.1 0.950429 85.2547 85.2547
0.2 0.907274 166.477 166.477
0.3 0.871335 244.214 244.214
0.5 0.811806 391.216 391.216
0.7 0.764703 529.022 529.022
1 0.710793 722.296 722.296
2 0.598146 1289.18 1289.18
3 0.536013 1782.53 1782.53
5 0.46282 2649.74 2649.74
7 0.422682 3421.9 3421.9
10 0.380671 4471.87 4471.87
15 0.342802 6044.5 6044.5
20 0.31669 7480.8 7480.8
30 0.284867 10101.8 10101.8
50 0.251508 14755.6 14755.6
70 0.230503 18936.2 18936.2
100 0.21288 24715.6 24715.6
150 0.191075 33519.1 33519.1
200 0.181472 41687.4 41687.4
300 0.166413 56925.6 56925.6
500 0.150511 84403.1 84403.1
700 0.135571 109426 109426
1000 0.12489 143806 143806
1500 0.113991 196545 196545
2000 0.107091 244816 244816
3000 0.0900033 329654 329654
5000 0.0789137 474039 474039
7000 0.0693569 603951 603951
10000 0.0644335 786398 786398
15000 0.0497299 1.03994e+06 1.03994e+06
20000 0.0463509 1.24535e+06 1.24535e+06
30000 0.0469715 1.6437e+06 1.6437e+06
40000 0.0347851 1.99611e+06 1.99611e+06
50000 0.0340373 2.2617e+06 2.2617e+06
60000 0.0291667 2.516e+06 2.516e+06
70000 0.0293578 2.7501e+06 2.7501e+06
80000 0.032611 3.01532e+06 3.01532e+06
90000 0.0284793 3.30137e+06 3.30137e+06
100000 0.0275954 3.54666e+06 3.54666e+06
150000 0.0144224 4.43792e+06 4.43792e+06
200000 0.0142857 4.97149e+06 4.97149e+06
300000 0.0119593 5.95761e+06 5.95761e+06
400000 0.0134273 7.01393e+06 7.01393e+06
500000 0.0130518 8.10712e+06 8.10712e+06
600000 0.0174654 9.40826e+06 9.40826e+06
700000 0.0155989 1.07564e+07 1.07564e+07
800000 0.0170919 1.2107e+07 1.2107e+07
900000 0.0131984 1.33199e+07 1.33199e+07
