7001 -3.8 0 799.005
0.0325500 0.9692703 25.4974761 25.4974761 31.6575426
0.0357000 0.9671012 27.9333581 27.9333581 31.6407932
0.0399000 0.9642293 31.1727487 31.1727487 31.6188059
0.0451500 0.9606720 35.2085103 35.2085103 31.5918630
0.0504000 0.9571508 39.2294413 39.2294413 31.5655038
0.0567000 0.9529733 44.0351954 44.0351954 31.5346181
0.0640500 0.9481643 49.6155404 49.6155404 31.4995746
0.0714000 0.9434200 55.1678621 55.1678621 31.4655536
0.0798000 0.9380798 61.4795533 61.4795533 31.4278693
0.0892500 0.9321763 68.5377875 68.5377875 31.3869267
0.1008000 0.9251050 77.1046761 77.1046761 31.3388588
0.1123500 0.9181868 85.6070778 85.6070778 31.2928320
0.1260000 0.9102065 95.5741576 95.5741576 31.2408939
0.1417500 0.9012514 106.9681128 106.9681128 31.1840333
0.1585500 0.8919944 118.9995324 118.9995324 31.1267159
0.1785000 0.8813688 133.1284065 133.1284065 31.0627284
0.2005500 0.8700618 148.5514155 148.5514155 30.9966652
0.2247000 0.8581777 165.2196609 165.2196609 30.9293393
0.2520000 0.8453468 183.7924886 183.7924886 30.8588572
0.2824500 0.8317490 204.1869557 204.1869557 30.7864428
0.3171000 0.8171115 227.0036321 227.0036321 30.7109761
0.3549000 0.8020765 251.4467027 251.4467027 30.6359277
0.3990000 0.7856499 279.4091046 279.4091046 30.5565736
0.4473000 0.7689053 309.3947610 309.3947610 30.4782442
0.5019000 0.7513704 342.5438792 342.5438792 30.3987636
0.5628000 0.7333624 378.6532664 378.6532664 30.3195647
0.6310500 0.7148619 418.1252830 418.1252830 30.2405830
0.7087500 0.6956922 461.8931653 461.8931653 30.1609642
0.7948500 0.6764434 509.0715702 509.0715702 30.0831553
0.8914500 0.6569870 560.5096583 560.5096583 30.0063887
1.0006500 0.6372617 616.9479301 616.9479301 29.9303697
1.1227651 0.6175955 678.1393080 678.1393080 29.8561577
1.2594751 0.5980399 744.5023724 744.5023724 29.7838070
1.4127226 0.5786505 816.5095077 816.5095077 29.7133575
1.5858151 0.5593443 895.1659081 895.1659081 29.6444288
1.7787526 0.5404626 979.8972893 979.8972893 29.5780174
