6015 -3.42 0 666.084
0.0325500 0.9373152 20.9185837 20.9185837 12.4249594
0.0357000 0.9331028 22.8792993 22.8792993 12.5670892
0.0399000 0.9258037 25.4762812 25.4762812 12.7454749
0.0451500 0.9163032 28.6939790 28.6939790 12.9355111
0.0504000 0.9087854 31.8834118 31.8834118 13.1335987
0.0567000 0.9003793 35.6756440 35.6756440 13.3822848
0.0640500 0.8902135 40.0565901 40.0565901 13.6585083
0.0714000 0.8814534 44.3912739 44.3912739 13.9076611
0.0798000 0.8720247 49.2930886 49.2930886 14.1876794
0.0892500 0.8601591 54.7414250 54.7414250 14.4617165
0.1008000 0.8470805 61.3042753 61.3042753 14.7888758
0.1123500 0.8353360 67.7692836 67.7692836 15.0949305
0.1260000 0.8223461 75.3044102 75.3044102 15.4338403
0.1417500 0.8099184 83.8603308 83.8603308 15.7727942
0.1585500 0.7944565 92.8299818 92.8299818 16.1409580
0.1785000 0.7804614 103.3009811 103.3009811 16.5304991
0.2005500 0.7627326 114.6194440 114.6194440 16.9282178
0.2247000 0.7457511 126.7466690 126.7466690 17.3542636
0.2520000 0.7277530 140.1446476 140.1446476 17.7680884
0.2824500 0.7099959 154.7191184 154.7191184 18.1448399
0.3171000 0.6953205 170.9319857 170.9319857 18.6196139
0.3549000 0.6777238 188.2015535 188.2015535 19.0486676
0.3990000 0.6618081 207.8571634 207.8571634 19.4945232
0.4473000 0.6491306 228.9260461 228.9260461 19.8641600
0.5019000 0.6297749 252.1665206 252.1665206 20.2048286
0.5628000 0.6140758 277.3351421 277.3351421 20.5746705
0.6310500 0.5962169 304.8257262 304.8257262 20.9430625
0.7087500 0.5804696 335.2801009 335.2801009 21.2318542
0.7948500 0.5599454 367.9192740 367.9192740 21.5049220
0.8914500 0.5430957 403.4487387 403.4487387 21.8642821
1.0006500 0.5241905 442.1469172 442.1469172 22.1554275
1.1227651 0.5047276 483.9138996 483.9138996 22.5061423
1.2594751 0.4853380 528.9338102 528.9338102 22.6563999
1.4127226 0.4717016 577.8203112 577.8203112 22.7812087
1.5858151 0.4570399 631.2180584 631.2180584 23.0267792
1.7787526 0.4425699 689.0495530 689.0495530 23.2275084
1.9959451 0.4220946 751.5860300 751.5860300 23.5663732
2.2393220 0.4026367 818.3801123 818.3801123 23.7494740
2.5125215 0.3885736 891.0513661 891.0513661 23.9189182
2.8192921 0.3759757 969.2317334 969.2317334 23.9816089
3.1631068 0.3571966 1052.8927177 1052.8927177 24.1948218
3.5483644 0.3392236 1142.6094969 1142.6094969 24.4216851
3.9810846 0.3231102 1237.9700909 1237.9700909 24.4989543
4.4672872 0.3216807 1341.8113188 1341.8113188 24.6539975
5.0118948 0.2992196 1453.4984347 1453.4984347 24.7694618
5.6245099 0.2897638 1574.5064223 1574.5064223 24.8952261
6.3098094 0.2783075 1703.8978630 1703.8978630 25.0205533
7.0803644 0.2657064 1840.3862718 1840.3862718 25.2363664
7.9440561 0.2521055 1988.4357010 1988.4357010 25.1771863
8.9125633 0.2430069 2147.7232643 2147.7232643 25.3669241
10.0014481 0.2389892 2324.6909780 2324.6909780 25.4779005
11.2210876 0.2362073 2514.8825206 2514.8825206 25.6584781
12.5894367 0.2180568 2718.5968844 2718.5968844 25.4764195
14.1269504 0.2057138 2934.4276890 2934.4276890 25.7556656
15.8491767 0.2038913 3170.4852161 3170.4852161 25.8172110
17.7840324 0.1953925 3428.7573302 3428.7573302 25.9240786
19.9529062 0.1862043 3707.2539457 3707.2539457 25.9415434
22.3872322 0.1744014 4000.2273639 4000.2273639 26.0710044
25.1199938 0.1758475 4322.1675942 4322.1675942 26.1523860
28.1840786 0.1713848 4667.1672413 4667.1672413 26.1052230
31.6237393 0.1514939 5038.2298543 5038.2298543 26.2495494
35.4826072 0.1578620 5451.1449016 5451.1449016 26.3328239
39.8132470 0.1522332 5890.7791895 5890.7791895 26.2271596
44.6694872 0.1436181 6361.9820745 6361.9820745 26.2910694
50.1205675 0.1295094 6872.5721838 6872.5721838 26.3781425
56.2377471 0.1206809 7394.2327984 7394.2327984 26.2843605
63.0967693 0.1248215 7958.4303805 7958.4303805 26.2921336
70.7954662 0.1228897 8605.5259046 8605.5259046 26.3938165
79.4340106 0.1211028 9326.0676730 9326.0676730 26.2639307
89.1259377 0.1210951 10099.1183259 10099.1183259 26.3249376
100.0026275 0.1052727 10860.1205795 10860.1205795 26.4578751
112.2074471 0.0984255 11693.1434199 11693.1434199 26.3659958
125.8964104 0.1036778 12632.2330346 12632.2330346 26.3840206
141.2559945 0.0966577 13606.6756777 13606.6756777 26.2646072
158.4947918 0.0976892 14676.0562132 14676.0562132 26.2599674
