7006 -5 0 782.794
0.0325500 0.9883001 25.4675020 25.4675020 31.7759635
0.0357000 0.9861101 27.9008519 27.9008519 31.7594422
0.0399000 0.9832104 31.1369573 31.1369573 31.7377564
0.0451500 0.9796194 35.1687600 35.1687600 31.7111858
0.0504000 0.9760661 39.1858982 39.1858982 31.6851943
0.0567000 0.9718523 43.9873261 43.9873261 31.6547440
0.0640500 0.9670025 49.5629366 49.5629366 31.6201998
0.0714000 0.9622228 55.1108751 55.1108751 31.5866687
0.0798000 0.9568429 61.4179976 61.4179976 31.5495320
0.0892500 0.9508967 68.4716473 68.4716473 31.5091913
0.1008000 0.9437799 77.0337456 77.0337456 31.4618388
0.1123500 0.9368194 85.5322811 85.5322811 31.4165057
0.1260000 0.9287863 95.4959274 95.4959274 31.3653603
0.1417500 0.9197746 106.8874054 106.8874054 31.3093810
0.1585500 0.9104565 118.9178839 118.9178839 31.2529673
0.1785000 0.8997655 133.0478683 133.0478683 31.1900001
0.2005500 0.8883932 148.4748971 148.4748971 31.1250034
0.2247000 0.8764504 165.1508812 165.1508812 31.0587762
0.2520000 0.8635580 183.7367266 183.7367266 30.9894510
0.2824500 0.8498863 204.1505780 204.1505780 30.9182346
0.3171000 0.8351729 226.9951948 226.9951948 30.8440206
0.3549000 0.8200654 251.4756167 251.4756167 30.7702091
0.3990000 0.8035642 279.4904019 279.4904019 30.6921454
0.4473000 0.7867468 309.5435401 309.5435401 30.6150668
0.5019000 0.7691389 342.7810858 342.7810858 30.5368283
0.5628000 0.7510658 379.0031514 379.0031514 30.4588248
0.6310500 0.7325080 418.6186260 418.6186260 30.3809741
0.7087500 0.7132525 462.5692040 462.5692040 30.3024429
0.7948500 0.6939430 509.9714520 509.9714520 30.2256482
0.8914500 0.6744304 561.6872846 561.6872846 30.1498254
1.0006500 0.6546329 618.4685489 618.4685489 30.0746985
1.1227651 0.6348836 680.0749415 680.0749415 30.0013224
1.2594751 0.6152142 746.9357606 746.9357606 29.9297627
1.4127226 0.5956673 819.5326035 819.5326035 29.8600791
1.5858151 0.5761996 898.8876370 898.8876370 29.7918849
1.7787526 0.5571065 984.4304596 984.4304596 29.7261705
1.9959451 0.5382888 1077.5044753 1077.5044753 29.6623666
2.2393220 0.5198759 1178.2535407 1178.2535407 29.6009007
2.5125215 0.5019091 1287.4585018 1287.4585018 29.5417165
2.8192921 0.4844505 1405.8310683 1405.8310683 29.4847564
3.1631068 0.4675078 1533.8731827 1533.8731827 29.4300340
3.5483644 0.4510344 1672.3104453 1672.3104453 29.3775901
3.9810846 0.4350360 1822.3038068 1822.3038068 29.3273012
4.4672872 0.4196289 1984.8636166 1984.8636166 29.2791284
5.0118948 0.4048465 2160.5175835 2160.5175835 29.2331225
5.6245099 0.3907110 2351.1739179 2351.1739179 29.1889744
6.3098094 0.3771794 2557.0424022 2557.0424022 29.1467921
7.0803644 0.3642363 2780.5348800 2780.5348800 29.1062443
7.9440561 0.3518761 3022.4991955 3022.4991955 29.0671899
8.9125633 0.3399983 3284.6466639 3284.6466639 29.0296810
10.0014481 0.3285341 3569.4419303 3569.4419303 28.9934776
11.2210876 0.3177042 3877.7684594 3877.7684594 28.9586942
12.5894367 0.3075008 4212.4489233 4212.4489233 28.9249060
14.1269504 0.2977664 4576.5244221 4576.5244221 28.8916768
15.8491767 0.2881346 4971.3359470 4971.3359470 28.8591482
17.7840324 0.2788567 5400.5049975 5400.5049975 28.8270714
19.9529062 0.2699380 5866.1266428 5866.1266428 28.7953130
22.3872322 0.2614337 6372.2499237 6372.2499237 28.7634477
25.1199938 0.2533539 6922.7146935 6922.7146935 28.7309729
28.1840786 0.2455189 7520.6403874 7520.6403874 28.6983686
31.6237393 0.2381942 8171.6974128 8171.6974128 28.6656045
35.4826072 0.2310350 8880.2322342 8880.2322342 28.6318745
39.8132470 0.2242978 9651.2915942 9651.2915942 28.5971370
44.6694872 0.2177415 10491.6400016 10491.6400016 28.5607900
50.1205675 0.2114745 11407.1843190 11407.1843190 28.5225287
56.2377471 0.2053978 12404.8441383 12404.8441383 28.4815337
63.0967693 0.2004676 13493.8078175 13493.8078175 28.4385624
70.7954662 0.1951782 14686.2037417 14686.2037417 28.3941762
79.4340106 0.1889277 15984.5768089 15984.5768089 28.3473234
89.1259377 0.1840207 17398.9920225 17398.9920225 28.2967433
100.0026275 0.1790478 18946.3145681 18946.3145681 28.2436861
