7010 -5 0 799.811
0.0325500 0.9692902 25.5251398 25.5251398 31.5669476
0.0357000 0.9671106 27.9635095 27.9635095 31.5501643
0.0399000 0.9642258 31.2061695 31.2061695 31.5281362
0.0451500 0.9606526 35.2459447 35.2459447 31.5011482
0.0504000 0.9571162 39.2708086 39.2708086 31.4747499
0.0567000 0.9529205 44.0811792 44.0811792 31.4438240
0.0640500 0.9480921 49.6667730 49.6667730 31.4087430
0.0714000 0.9433314 55.2242097 55.2242097 31.3746937
0.0798000 0.9379728 61.5415967 61.5415967 31.3369882
0.0892500 0.9320517 68.6060604 68.6060604 31.2960370
0.1008000 0.9249633 77.1803403 77.1803403 31.2479762
0.1123500 0.9180318 85.6899341 85.6899341 31.2019745
0.1260000 0.9100378 95.6652851 95.6652851 31.1500875
0.1417500 0.9010672 107.0685026 107.0685026 31.0933122
0.1585500 0.8917894 119.1094270 119.1094270 31.0361117
0.1785000 0.8811395 133.2490561 133.2490561 30.9722889
0.2005500 0.8698184 148.6834155 148.6834155 30.9064283
0.2247000 0.8579356 165.3637294 165.3637294 30.8393431
0.2520000 0.8451124 183.9501111 183.9501111 30.7691442
0.2824500 0.8315141 204.3594245 204.3594245 30.6970519
0.3171000 0.8168867 227.1927149 227.1927149 30.6219403
0.3549000 0.8018763 251.6539265 251.6539265 30.5472590
0.3990000 0.7855064 279.6384243 279.6384243 30.4682844
0.4473000 0.7688326 309.6501675 309.6501675 30.3903280
0.5019000 0.7513847 342.8314431 342.8314431 30.3112201
0.5628000 0.7334648 378.9801220 378.9801220 30.2323679
0.6310500 0.7150726 418.5005682 418.5005682 30.1537075
0.7087500 0.6960114 462.3290012 462.3290012 30.0743593
0.7948500 0.6768859 509.5814863 509.5814863 29.9967709
0.8914500 0.6575085 561.1090004 561.1090004 29.9202119
1.0006500 0.6378646 617.6532529 617.6532529 29.8444081
1.1227651 0.6182887 678.9697515 678.9697515 29.7704099
1.2594751 0.5988047 745.4798143 745.4798143 29.6982939
1.4127226 0.5794599 817.6563272 817.6563272 29.6280928
1.5858151 0.5601822 896.5060853 896.5060853 29.5594843
1.7787526 0.5413309 981.4548629 981.4548629 29.4934693
1.9959451 0.5227951 1073.8362652 1073.8362652 29.4294353
2.2393220 0.5046854 1173.7894330 1173.7894330 29.3677395
2.5125215 0.4870030 1282.0822947 1282.0822947 29.3083379
2.8192921 0.4697760 1399.4004274 1399.4004274 29.2511242
3.1631068 0.4530743 1526.2224211 1526.2224211 29.1962011
3.5483644 0.4369360 1663.2727898 1663.2727898 29.1435367
3.9810846 0.4213561 1811.7218401 1811.7218401 29.0930337
4.4672872 0.4063194 1972.5711378 1972.5711378 29.0445690
5.0118948 0.3918410 2146.3166234 2146.3166234 28.9982236
5.6245099 0.3778290 2334.7841023 2334.7841023 28.9536904
6.3098094 0.3644219 2538.0969989 2538.0969989 28.9111233
7.0803644 0.3515017 2758.5950408 2758.5950408 28.8701144
7.9440561 0.3391932 2997.0383767 2997.0383767 28.8307545
8.9125633 0.3274310 3255.1071137 3255.1071137 28.7929194
10.0014481 0.3161599 3535.2174613 3535.2174613 28.7562167
11.2210876 0.3053984 3838.2288845 3838.2288845 28.7207266
12.5894367 0.2951242 4166.6970578 4166.6970578 28.6861202
14.1269504 0.2850976 4523.3062581 4523.3062581 28.6522593
15.8491767 0.2756323 4909.3042213 4909.3042213 28.6191646
17.7840324 0.2664730 5328.5706167 5328.5706167 28.5862162
19.9529062 0.2578576 5783.1627631 5783.1627631 28.5535726
22.3872322 0.2496049 6276.9779474 6276.9779474 28.5206352
25.1199938 0.2417756 6813.7231119 6813.7231119 28.4875581
28.1840786 0.2341743 7396.6382025 7396.6382025 28.4538773
31.6237393 0.2268504 8030.6717825 8030.6717825 28.4192499
35.4826072 0.2197156 8719.5462932 8719.5462932 28.3840557
39.8132470 0.2121908 9467.1214433 9467.1214433 28.3481708
44.6694872 0.2054210 10277.5606082 10277.5606082 28.3112513
50.1205675 0.1989663 11158.9914842 11158.9914842 28.2725087
56.2377471 0.1921991 12115.1699407 12115.1699407 28.2315257
63.0967693 0.1863957 13152.8406795 13152.8406795 28.1881444
70.7954662 0.1804151 14282.5486575 14282.5486575 28.1415838
79.4340106 0.1743569 15507.6589808 15507.6589808 28.0922156
89.1259377 0.1681820 16834.1988741 16834.1988741 28.0395681
100.0026275 0.1618070 18270.1158922 18270.1158922 27.9841768
112.2074471 0.1567686 19823.2393749 19823.2393749 27.9267306
125.8964104 0.1513082 21508.1839596 21508.1839596 27.8639174
141.2559945 0.1469543 23337.9675047 23337.9675047 27.7965265
158.4947918 0.1418024 25330.4552953 25330.4552953 27.7241187
177.8326602 0.1360157 27474.0617447 27474.0617447 27.6449922
199.5344894 0.1304377 29790.5036033 29790.5036033 27.5601004
223.8731455 0.1259235 32286.9407132 32286.9407132 27.4637064
251.1895596 0.1217452 34986.6447320 34986.6447320 27.3620107
281.8404883 0.1157320 37893.6947877 37893.6947877 27.2545664
316.2378815 0.1115085 41001.5048543 41001.5048543 27.1420357
354.8252370 0.1067278 44367.2510581 44367.2510581 27.0260897
398.1250863 0.1029244 47984.3435122 47984.3435122 26.9040994
446.6934609 0.0962550 51852.4861146 51852.4861146 26.7756498
501.1903976 0.0920897 55966.0743336 55966.0743336 26.6274616
562.3470481 0.0863931 60347.3203630 60347.3203630 26.4662078
630.9576992 0.0833093 65018.4560531 65018.4560531 26.2861817
707.9626349 0.0784589 70004.6103922 70004.6103922 26.0947904
794.3311114 0.0727316 75248.0685332 75248.0685332 25.8998060
