6007 -4.66 0 1113.83
0.0325500 1.0212211 37.3098488 37.3098488 2926.6272606
0.0357000 1.0195841 40.8890091 40.8890091 2926.6281163
0.0399000 1.0175944 45.6529574 45.6529574 2926.6283578
0.0451500 1.0150110 51.5945523 51.5945523 2926.6288849
0.0504000 1.0123213 57.5207739 57.5207739 2926.6271871
0.0567000 1.0093207 64.6121690 64.6121690 2926.6250128
0.0640500 1.0057188 72.8583814 72.8583814 2926.6217230
0.0714000 1.0023251 81.0758869 81.0758869 2926.6214355
0.0798000 0.9987236 90.4349254 90.4349254 2926.6198069
0.0892500 0.9945414 100.9225890 100.9225890 2926.6182817
0.1008000 0.9896088 113.6814819 113.6814819 2926.6132070
0.1123500 0.9848437 126.3793470 126.3793470 2926.6069416
0.1260000 0.9793165 141.3062121 141.3062121 2926.5992932
0.1417500 0.9731262 158.4268350 158.4268350 2926.5911489
0.1585500 0.9668976 176.5745181 176.5745181 2926.5790524
0.1785000 0.9593240 197.9698262 197.9698262 2926.5585871
0.2005500 0.9512144 221.4274353 221.4274353 2926.5334013
0.2247000 0.9430719 246.9002846 246.9002846 2926.5108660
0.2520000 0.9343459 275.4339402 275.4339402 2926.4860413
0.2824500 0.9252553 306.9636341 306.9636341 2926.4530469
0.3171000 0.9156006 342.4764199 342.4764199 2926.4132527
0.3549000 0.9059160 380.8112376 380.8112376 2926.3815894
0.3990000 0.8945581 425.0214182 425.0214182 2926.3379511
0.4473000 0.8834918 472.8391097 472.8391097 2926.2983588
0.5019000 0.8716643 526.2020530 526.2020530 2926.2508602
0.5628000 0.8587761 584.8792920 584.8792920 2926.1941709
0.6310500 0.8463751 649.6686641 649.6686641 2926.1414092
0.7087500 0.8335807 722.3437309 722.3437309 2926.0893850
0.7948500 0.8202724 801.6197958 801.6197958 2926.0334189
0.8914500 0.8082187 889.2146865 889.2146865 2925.9804131
1.0006500 0.7940780 986.6568113 986.6568113 2925.9210300
1.1227651 0.7809805 1093.7437609 1093.7437609 2925.8617079
1.2594751 0.7673123 1211.6132059 1211.6132059 2925.8021977
1.4127226 0.7533675 1341.3620617 1341.3620617 2925.7494947
1.5858151 0.7399534 1485.2771566 1485.2771566 2925.6800521
1.7787526 0.7264035 1642.8492532 1642.8492532 2925.6318781
1.9959451 0.7132729 1816.9051124 1816.9051124 2925.5825690
2.2393220 0.7006769 2008.6125864 2008.6125864 2925.5302592
2.5125215 0.6882684 2219.6689594 2219.6689594 2925.4755601
2.8192921 0.6740018 2452.5059964 2452.5059964 2925.4166331
3.1631068 0.6624266 2708.3480565 2708.3480565 2925.3641129
3.5483644 0.6512345 2990.0524687 2990.0524687 2925.3245309
3.9810846 0.6387408 3301.1657243 3301.1657243 2925.2788194
4.4672872 0.6278444 3644.1077178 3644.1077178 2925.2299818
5.0118948 0.6195114 4022.2938890 4022.2938890 2925.1993618
5.6245099 0.6088460 4441.1571302 4441.1571302 2925.1552921
6.3098094 0.5996452 4902.5182135 4902.5182135 2925.1205076
7.0803644 0.5913671 5413.7998317 5413.7998317 2925.0785115
7.9440561 0.5822273 5978.0248456 5978.0248456 2925.0475782
8.9125633 0.5741203 6601.3693614 6601.3693614 2925.0029449
10.0014481 0.5635881 7291.6224425 7291.6224425 2924.9710034
11.2210876 0.5563907 8052.6754909 8052.6754909 2924.9308052
12.5894367 0.5489723 8895.4316706 8895.4316706 2924.8945272
14.1269504 0.5426396 9830.7148443 9830.7148443 2924.8819521
15.8491767 0.5351405 10864.5356374 10864.5356374 2924.8390209
17.7840324 0.5272930 12009.4758601 12009.4758601 2924.7967131
19.9529062 0.5228135 13277.5040009 13277.5040009 2924.7827668
22.3872322 0.5162658 14683.0434075 14683.0434075 2924.7453836
25.1199938 0.5111087 16245.3278896 16245.3278896 2924.7149153
28.1840786 0.5054612 17978.3588225 17978.3588225 2924.6746933
31.6237393 0.4991169 19901.4526739 19901.4526739 2924.6400118
35.4826072 0.4957743 22037.0626963 22037.0626963 2924.5932201
39.8132470 0.4911352 24415.9212652 24415.9212652 2924.5190539
44.6694872 0.4869458 27054.9628523 27054.9628523 2924.4265719
50.1205675 0.4812844 29989.8139569 29989.8139569 2924.2952449
56.2377471 0.4782244 33254.6860350 33254.6860350 2924.2204329
63.0967693 0.4731519 36882.3095131 36882.3095131 2924.1745338
70.7954662 0.4690300 40921.1192263 40921.1192263 2924.0822822
79.4340106 0.4645190 45416.8382512 45416.8382512 2924.0160717
89.1259377 0.4615366 50423.3237797 50423.3237797 2923.9567293
100.0026275 0.4560151 55990.0840775 55990.0840775 2923.9118285
112.2074471 0.4532868 62167.9287095 62167.9287095 2923.8509002
125.8964104 0.4488954 69041.4612110 69041.4612110 2923.7878310
141.2559945 0.4447306 76676.7459052 76676.7459052 2923.7044711
158.4947918 0.4401228 85164.5307255 85164.5307255 2923.5697599
177.8326602 0.4357871 94590.1901269 94590.1901269 2923.4667026
199.5344894 0.4301928 105058.9821604 105058.9821604 2923.3806314
223.8731455 0.4250029 116648.0020005 116648.0020005 2923.3002997
251.1895596 0.4167567 129443.8418830 129443.8418830 2923.1803422
281.8404883 0.4130017 143598.4265838 143598.4265838 2923.0384403
316.2378815 0.4081067 159343.9643207 159343.9643207 2922.8076972
354.8252370 0.4052584 176845.3678155 176845.3678155 2922.6679141
398.1250863 0.4018971 196315.9929516 196315.9929516 2922.1266477
446.6934609 0.3970373 217912.3120727 217912.3120727 2921.6482325
501.1903976 0.3942753 241901.5978716 241901.5978716 2921.4423551
562.3470481 0.3905190 268580.1459365 268580.1459365 2921.2928748
630.9576992 0.3859553 298215.5723527 298215.5723527 2920.9404738
707.9626349 0.3796802 331038.7780632 331038.7780632 2920.5289221
794.3311114 0.3791384 367505.3677768 367505.3677768 2919.8727825
891.2901875 0.3737903 408118.8441301 408118.8441301 2919.5180068
1000.0152949 0.3691244 453366.3412553 453366.3412553 2919.1655965
1122.0453570 0.3718260 503689.1241003 503689.1241003 2918.6925306
1258.9519017 0.3676192 560048.4275213 560048.4275213 2918.2458983
1412.6025846 0.3628721 622295.4998379 622295.4998379 2917.4867279
1584.9192513 0.3544097 690922.5360331 690922.5360331 2916.5858028
1778.3297629 0.3523544 766977.0694727 766977.0694727 2915.5718914
1995.3396487 0.3396808 850204.5918226 850204.5918226 2913.7565445
2238.7495208 0.3280716 940571.2601862 940571.2601862 2912.1361844
2511.9332487 0.3255028 1039280.5213000 1039280.5213000 2910.6260028
2818.4067961 0.3138265 1148064.2620538 1148064.2620538 2908.5973625
3162.3160538 0.3004855 1265353.4282404 1265353.4282404 2906.3095798
3548.2246552 0.2796029 1390869.6825677 1390869.6825677 2903.5791191
3981.0824729 0.2632254 1520446.9132177 1520446.9132177 2901.2778952
4466.8445267 0.2453553 1657845.0813295 1657845.0813295 2898.6249557
5011.9508737 0.2312343 1801553.0627911 1801553.0627911 2896.0269731
5623.4686414 0.2298977 1957721.4722547 1957721.4722547 2894.6386096
6309.6060499 0.2257596 2130867.6713686 2130867.6713686 2894.0093525
7079.5178905 0.2242833 2322828.0599977 2322828.0599977 2893.3003984
7943.3360745 0.2115268 2532189.0677096 2532189.0677096 2892.6344956
8912.5538779 0.2004805 2758839.4475602 2758839.4475602 2890.9390650
10000.0576380 0.2033780 3003667.9761110 3003667.9761110 2890.4670275
11220.2837932 0.2065024 3284673.3661698 3284673.3661698 2889.7817163
12589.2832138 0.1961384 3588029.5875867 3588029.5875867 2888.3585976
14125.4898594 0.2043674 3930165.9168969 3930165.9168969 2887.4337932
15849.0266991 0.2049837 4322940.0853466 4322940.0853466 2887.3188891
17782.8284773 0.2039137 4764903.8734672 4764903.8734672 2887.2829577
19952.6405589 0.2069376 5261662.8642943 5261662.8642943 2887.2900265
22387.3110130 0.2046130 5814723.1623381 5814723.1623381 2887.1322721
25118.9399788 0.2035679 6436405.2750193 6436405.2750193 2886.3640551
28183.8378200 0.2035696 7129098.3352325 7129098.3352325 2886.3545642
31622.8492882 0.2020433 7900121.1742334 7900121.1742334 2886.3653877
35481.3448326 0.2011970 8765068.6585230 8765068.6585230 2886.3792065
39810.8123001 0.2027864 9735065.1663780 9735065.1663780 2886.3937633
44668.4408210 0.2005666 10825448.0433662 10825448.0433662 2886.4054951
50118.8218320 0.2021905 12049808.3233653 12049808.3233653 2886.4420219
56234.1823694 0.1996961 13422541.4940775 13422541.4940775 2886.4637642
63095.8439737 0.2014828 14961386.2297643 14961386.2297643 2886.4967792
