 1011 -4.5 0.001
0.01 0.994573 8.72157 8.72157
0.02 0.98925 17.3962 17.3962
0.03 0.984241 26.026 26.026
0.05 0.974116 43.1515 43.1515
0.07 0.96452 60.1058 60.1058
0.1 0.950512 85.2269 85.2269
0.2 0.907906 166.447 166.447
0.3 0.872555 244.264 244.264
0.5 0.812906 391.461 391.461
0.7 0.76618 529.386 529.386
1 0.711408 722.952 722.952
2 0.599632 1290.61 1290.61
3 0.535985 1785.34 1785.34
5 0.464272 2653.34 2653.34
7 0.422034 3426.79 3426.79
10 0.382284 4479.77 4479.77
15 0.342626 6057.04 6057.04
20 0.31676 7494.38 7494.38
30 0.285573 10120.6 10120.6
50 0.25252 14792.6 14792.6
70 0.233709 19027.7 19027.7
100 0.216401 24919.3 24919.3
150 0.19683 33933.6 33933.6
200 0.184055 42292.9 42292.9
300 0.17279 57913.6 57913.6
500 0.1542 86219.6 86219.6
700 0.141331 112125 112125
1000 0.129577 147640 147640
1500 0.124439 202405 202405
2000 0.115351 254608 254608
3000 0.103817 349060 349060
5000 0.0943647 519395 519395
7000 0.0918275 680581 680581
10000 0.0868678 913658 913658
15000 0.0786743 1.28141e+06 1.28141e+06
20000 0.0805894 1.63331e+06 1.63331e+06
30000 0.0755866 2.30852e+06 2.30852e+06
40000 0.070952 2.93774e+06 2.93774e+06
50000 0.0699785 3.55201e+06 3.55201e+06
60000 0.0717838 4.16952e+06 4.16952e+06
70000 0.0653204 4.75825e+06 4.75825e+06
80000 0.0638467 5.32228e+06 5.32228e+06
90000 0.0631344 5.88536e+06 5.88536e+06
100000 0.0661941 6.44921e+06 6.44921e+06
150000 0.0584711 9.12762e+06 9.12762e+06
200000 0.0573532 1.17421e+07 1.17421e+07
300000 0.0577973 1.69179e+07 1.69179e+07
400000 0.0589611 2.2041e+07 2.2041e+07
500000 0.0607813 2.72097e+07 2.72097e+07
600000 0.0584259 3.23671e+07 3.23671e+07
700000 0.0551214 3.73518e+07 3.73518e+07
800000 0.0507894 4.21134e+07 4.21134e+07
900000 0.0544203 4.67391e+07 4.67391e+07
1e+06 0.0493253 5.10737e+07 5.10737e+07
