7006 -3.4 0 885.464
0.0325500 0.9551260 28.0862085 28.0862085 92.7282761
0.0357000 0.9513873 30.7430768 30.7430768 92.9281671
0.0399000 0.9471395 34.2722570 34.2722570 93.1713206
0.0451500 0.9415914 38.6597437 38.6597437 93.4675321
0.0504000 0.9361773 43.0228320 43.0228320 93.7440439
0.0567000 0.9303960 48.2251818 48.2251818 94.0772199
0.0640500 0.9236208 54.2531187 54.2531187 94.4279402
0.0714000 0.9182767 60.2465608 60.2465608 94.7736353
0.0798000 0.9099967 67.0432992 67.0432992 95.1349086
0.0892500 0.9025578 74.6240749 74.6240749 95.5357242
0.1008000 0.8937505 83.8070508 83.8070508 95.9982714
0.1123500 0.8846641 92.9011376 92.9011376 96.4163476
0.1260000 0.8752169 103.5277947 103.5277947 96.8955919
0.1417500 0.8631525 115.6450961 115.6450961 97.3702800
0.1585500 0.8520316 128.3966392 128.3966392 97.8430641
0.1785000 0.8387511 143.3319763 143.3319763 98.3064636
0.2005500 0.8250057 159.5652565 159.5652565 98.8143732
0.2247000 0.8106871 177.0525038 177.0525038 99.2989784
0.2520000 0.7973380 196.4795427 196.4795427 99.7961612
0.2824500 0.7833561 217.7858196 217.7858196 100.2898647
0.3171000 0.7677469 241.5528741 241.5528741 100.7784923
0.3549000 0.7535519 266.9970558 266.9970558 101.1775350
0.3990000 0.7373603 296.0792151 296.0792151 101.6426183
0.4473000 0.7216190 327.2512657 327.2512657 102.0951239
0.5019000 0.7092222 361.7949003 361.7949003 102.4756792
0.5628000 0.6896470 399.5462622 399.5462622 102.7650902
0.6310500 0.6698722 440.6106839 440.6106839 103.1126547
0.7087500 0.6560520 486.1809668 486.1809668 103.4976929
0.7948500 0.6352313 535.3329442 535.3329442 103.8262049
0.8914500 0.6164188 588.8350677 588.8350677 104.0059023
1.0006500 0.5999118 647.7822557 647.7822557 104.2329626
1.1227651 0.5850866 711.7488296 711.7488296 104.5214164
1.2594751 0.5625691 781.2211479 781.2211479 104.7151203
1.4127226 0.5458017 856.4548752 856.4548752 104.9448329
1.5858151 0.5314144 938.5148804 938.5148804 105.1169971
1.7787526 0.5144899 1028.0104942 1028.0104942 105.3103942
1.9959451 0.4987664 1125.4175014 1125.4175014 105.5838417
2.2393220 0.4803114 1230.9289067 1230.9289067 105.8318772
2.5125215 0.4583652 1344.1968142 1344.1968142 105.8940661
2.8192921 0.4400904 1466.4011164 1466.4011164 105.8015127
3.1631068 0.4294340 1600.0737400 1600.0737400 106.0104728
3.5483644 0.4186264 1745.2762240 1745.2762240 106.2377195
3.9810846 0.4050390 1903.3344594 1903.3344594 106.4003285
4.4672872 0.3913388 2074.9414844 2074.9414844 106.3968187
5.0118948 0.3776642 2260.5623480 2260.5623480 106.4960895
5.6245099 0.3615310 2461.0587442 2461.0587442 106.6596746
6.3098094 0.3609821 2679.4419754 2679.4419754 106.6789643
7.0803644 0.3406723 2918.7421645 2918.7421645 106.7298642
7.9440561 0.3318474 3177.8880737 3177.8880737 106.8354418
8.9125633 0.3173092 3458.2518520 3458.2518520 106.9070372
10.0014481 0.3069729 3762.1410048 3762.1410048 106.8002195
11.2210876 0.2971757 4089.0406919 4089.0406919 106.9525321
12.5894367 0.2905627 4447.3427003 4447.3427003 107.1137164
14.1269504 0.2885127 4844.2448158 4844.2448158 107.0983148
15.8491767 0.2830088 5280.0394679 5280.0394679 106.9762790
17.7840324 0.2709803 5754.5487263 5754.5487263 107.0953668
19.9529062 0.2674122 6268.6904307 6268.6904307 107.1520652
22.3872322 0.2567518 6826.2811408 6826.2811408 107.1657122
25.1199938 0.2471128 7432.9412648 7432.9412648 107.2427828
28.1840786 0.2485410 8103.8955286 8103.8955286 107.2482433
31.6237393 0.2325559 8840.5694921 8840.5694921 107.3383880
35.4826072 0.2348941 9644.4917848 9644.4917848 107.2466020
39.8132470 0.2266535 10520.9287620 10520.9287620 107.3449738
44.6694872 0.2136486 11464.4307655 11464.4307655 107.3530796
50.1205675 0.2121023 12469.1238175 12469.1238175 107.2679219
56.2377471 0.2019669 13600.0638539 13600.0638539 107.1335578
63.0967693 0.1929756 14824.4582306 14824.4582306 107.2618638
70.7954662 0.1873621 16178.1757813 16178.1757813 107.1465263
79.4340106 0.1880972 17635.1521142 17635.1521142 107.0696930
89.1259377 0.1837330 19192.6219868 19192.6219868 106.9678557
100.0026275 0.1772768 20906.1522313 20906.1522313 107.2374360
112.2074471 0.1765619 22778.0001123 22778.0001123 107.0069064
125.8964104 0.1682899 24857.4161423 24857.4161423 106.9524186
141.2559945 0.1674810 27149.7275921 27149.7275921 106.8087040
158.4947918 0.1614598 29654.2485340 29654.2485340 106.7640051
177.8326602 0.1654405 32404.5091230 32404.5091230 106.5661637
199.5344894 0.1544462 35355.5444033 35355.5444033 106.3515650
223.8731455 0.1550705 38595.0516769 38595.0516769 106.2055552
251.1895596 0.1417204 42140.9640582 42140.9640582 106.0878747
281.8404883 0.1416440 45936.2900372 45936.2900372 105.8126245
316.2378815 0.1375366 50108.7548118 50108.7548118 105.5530805
354.8252370 0.1286432 54532.4252781 54532.4252781 105.3663910
398.1250863 0.1298784 59227.8209585 59227.8209585 105.1020898
446.6934609 0.1220633 64423.6616948 64423.6616948 104.6128830
501.1903976 0.1118175 69883.7320215 69883.7320215 104.3702107
562.3470481 0.0997246 75655.3448099 75655.3448099 104.0546500
630.9576992 0.1000551 81992.0390247 81992.0390247 103.5914465
707.9626349 0.0996040 88813.2702024 88813.2702024 103.3176226
794.3311114 0.0966105 96161.4684753 96161.4684753 103.0068787
891.2901875 0.1007299 104313.7421879 104313.7421879 102.3988609
1000.0152949 0.0781009 112664.5374774 112664.5374774 101.9820669
1122.0453570 0.0861990 121948.9785213 121948.9785213 101.7574039
1258.9519017 0.0899534 132091.9898163 132091.9898163 100.8784110
1412.6025846 0.0665253 142705.8505324 142705.8505324 100.3160482
1584.9192513 0.0701667 154003.6177702 154003.6177702 99.6966181
1778.3297629 0.0588962 166066.9283512 166066.9283512 99.2458699
1995.3396487 0.0444622 178326.7576171 178326.7576171 98.7053383
2238.7495208 0.0570446 190467.9633242 190467.9633242 97.9669867
2511.9332487 0.0502923 203305.5465978 203305.5465978 97.1227952
2818.4067961 0.0578293 217118.5348171 217118.5348171 96.2219850
3162.3160538 0.0415245 231598.6700045 231598.6700045 95.4470272
