7005 -3.4 0 868.747
0.0325500 0.9780914 28.1979380 28.1979380 90.1072016
0.0357000 0.9742236 30.8674533 30.8674533 90.2891015
0.0399000 0.9687646 34.4100191 34.4100191 90.5314095
0.0451500 0.9635814 38.8152996 38.8152996 90.8166602
0.0504000 0.9581643 43.1951244 43.1951244 91.1069316
0.0567000 0.9513977 48.4170229 48.4170229 91.4389359
0.0640500 0.9444354 54.4652229 54.4652229 91.7596179
0.0714000 0.9378823 60.4721822 60.4721822 92.1092751
0.0798000 0.9301702 67.2820420 67.2820420 92.4835237
0.0892500 0.9217309 74.8780074 74.8780074 92.8809780
0.1008000 0.9107690 84.0685206 84.0685206 93.3415867
0.1123500 0.9016523 93.1555976 93.1555976 93.7619273
0.1260000 0.8921891 103.7853102 103.7853102 94.2129100
0.1417500 0.8801587 115.9046459 115.9046459 94.7075345
0.1585500 0.8688389 128.6599698 128.6599698 95.1924640
0.1785000 0.8558048 143.5870742 143.5870742 95.6855986
0.2005500 0.8423463 159.8423152 159.8423152 96.1370250
0.2247000 0.8291054 177.3624127 177.3624127 96.5936302
0.2520000 0.8156271 196.8678700 196.8678700 97.0964642
0.2824500 0.7975278 218.1969463 218.1969463 97.5580070
0.3171000 0.7817149 241.9537684 241.9537684 98.0311969
0.3549000 0.7644464 267.3199332 267.3199332 98.4726787
0.3990000 0.7475260 296.2848876 296.2848876 98.8592736
0.4473000 0.7347267 327.3496297 327.3496297 99.3123895
0.5019000 0.7174477 361.7304376 361.7304376 99.6924195
0.5628000 0.7017741 399.2520292 399.2520292 100.1469719
0.6310500 0.6852458 440.3930558 440.3930558 100.5910132
0.7087500 0.6670120 485.9904572 485.9904572 100.8283758
0.7948500 0.6524528 535.3346480 535.3346480 101.1169102
0.8914500 0.6341463 589.2171260 589.2171260 101.3609322
1.0006500 0.6127027 648.2675392 648.2675392 101.5269197
1.1227651 0.5988603 712.2986533 712.2986533 101.8343850
1.2594751 0.5794743 782.1682113 782.1682113 102.0837236
1.4127226 0.5674545 858.4829203 858.4829203 102.2671374
1.5858151 0.5488891 942.5659789 942.5659789 102.4777130
1.7787526 0.5312538 1033.1920216 1033.1920216 102.6913958
1.9959451 0.5171872 1132.2138730 1132.2138730 102.7994901
2.2393220 0.5031691 1239.9742612 1239.9742612 103.0883967
2.5125215 0.4856936 1357.0728559 1357.0728559 103.1839229
2.8192921 0.4668447 1483.2412441 1483.2412441 103.2475120
3.1631068 0.4510834 1620.1689305 1620.1689305 103.5129216
3.5483644 0.4333191 1768.1427181 1768.1427181 103.5184856
3.9810846 0.4194201 1927.6884430 1927.6884430 103.5986767
4.4672872 0.4057246 2102.0529288 2102.0529288 103.7691547
5.0118948 0.3919117 2289.7915053 2289.7915053 103.8435016
5.6245099 0.3805116 2494.9466434 2494.9466434 103.9714960
6.3098094 0.3623436 2716.5343441 2716.5343441 103.9891616
