7009 -3.4 0 799.97
0.0325500 0.9755177 25.6883921 25.6883921 32.0048320
0.0357000 0.9733656 28.1429851 28.1429851 31.9881890
0.0399000 0.9705163 31.4073798 31.4073798 31.9663414
0.0451500 0.9669870 35.4744877 35.4744877 31.9395690
0.0504000 0.9634922 39.5268607 39.5268607 31.9133761
0.0567000 0.9593440 44.3704609 44.3704609 31.8826843
0.0640500 0.9545675 49.9951089 49.9951089 31.8478596
0.0714000 0.9498596 55.5919008 55.5919008 31.8140503
0.0798000 0.9445617 61.9546405 61.9546405 31.7765993
0.0892500 0.9387056 69.0705931 69.0705931 31.7359098
0.1008000 0.9316910 77.7084344 77.7084344 31.6881384
0.1123500 0.9248273 86.2822248 86.2822248 31.6423946
0.1260000 0.9169081 96.3342052 96.3342052 31.5907754
0.1417500 0.9080255 107.8268383 107.8268383 31.5342629
0.1585500 0.8988342 119.9642968 119.9642968 31.4772942
0.1785000 0.8882884 134.2200362 134.2200362 31.4136910
0.2005500 0.8770814 149.7846361 149.7846361 31.3480111
0.2247000 0.8653129 166.6097589 166.6097589 31.2810560
0.2520000 0.8526039 185.3622396 185.3622396 31.2109326
0.2824500 0.8391298 205.9596849 205.9596849 31.1388484
0.3171000 0.8246181 229.0103211 229.0103211 31.0636746
0.3549000 0.8096985 253.7116713 253.7116713 30.9888547
0.3990000 0.7933962 281.9790148 281.9790148 30.9096676
0.4473000 0.7767617 312.3024610 312.3024610 30.8314230
0.5019000 0.7593259 345.8370416 345.8370416 30.7519393
0.5628000 0.7413966 382.3796685 382.3796685 30.6726353
0.6310500 0.7229641 422.3399305 422.3399305 30.5934489
0.7087500 0.7038585 466.6662852 466.6662852 30.5135110
0.7948500 0.6846849 514.4667016 514.4667016 30.4352593
0.8914500 0.6652916 566.6064962 566.6064962 30.3579084
1.0006500 0.6456046 623.8400813 623.8400813 30.2811645
1.1227651 0.6259323 685.9206406 685.9206406 30.2061018
1.2594751 0.6063185 753.2724699 753.2724699 30.1327981
1.4127226 0.5868403 826.3763563 826.3763563 30.0612976
1.5858151 0.5674218 906.2539068 906.2539068 29.9912316
1.7787526 0.5483977 992.3238008 992.3238008 29.9236160
1.9959451 0.5296301 1085.9311608 1085.9311608 29.8578169
2.2393220 0.5112643 1187.2104664 1187.2104664 29.7941798
2.5125215 0.4933040 1296.9308661 1296.9308661 29.7326200
2.8192921 0.4758169 1415.7861979 1415.7861979 29.6731113
3.1631068 0.4588904 1544.2626122 1544.2626122 29.6157375
3.5483644 0.4425016 1683.0942052 1683.0942052 29.5604727
3.9810846 0.4266410 1833.4515241 1833.4515241 29.5071206
4.4672872 0.4112962 1996.3250302 1996.3250302 29.4555990
5.0118948 0.3965537 2172.2146653 2172.2146653 29.4059451
5.6245099 0.3823215 2362.9706732 2362.9706732 29.3578921
6.3098094 0.3686669 2568.7196564 2568.7196564 29.3116514
7.0803644 0.3555354 2791.8105770 2791.8105770 29.2668765
7.9440561 0.3429507 3032.9935725 3032.9935725 29.2235365
8.9125633 0.3308683 3293.8957432 3293.8957432 29.1814900
10.0014481 0.3192382 3576.9016300 3576.9016300 29.1405146
11.2210876 0.3080945 3882.7915036 3882.7915036 29.1006756
12.5894367 0.2974635 4214.0641465 4214.0641465 29.0617688
14.1269504 0.2872531 4573.4913390 4573.4913390 29.0235014
15.8491767 0.2774674 4962.3293901 4962.3293901 28.9858440
17.7840324 0.2680263 5384.2909555 5384.2909555 28.9485920
19.9529062 0.2589982 5841.2832838 5841.2832838 28.9117233
22.3872322 0.2503295 6336.9787158 6336.9787158 28.8751708
25.1199938 0.2420199 6874.9033004 6874.9033004 28.8388591
28.1840786 0.2340370 7458.1000192 7458.1000192 28.8025435
31.6237393 0.2262937 8091.1561555 8091.1561555 28.7660689
35.4826072 0.2188131 8777.8766215 8777.8766215 28.7292447
39.8132470 0.2115812 9523.0729150 9523.0729150 28.6919128
44.6694872 0.2047325 10331.3482768 10331.3482768 28.6537516
50.1205675 0.1981321 11209.4219533 11209.4219533 28.6145097
56.2377471 0.1917905 12163.0575743 12163.0575743 28.5741426
63.0967693 0.1856214 13198.1008049 13198.1008049 28.5320500
70.7954662 0.1795742 14322.2549269 14322.2549269 28.4878529
79.4340106 0.1737278 15542.5090777 15542.5090777 28.4413627
89.1259377 0.1680310 16866.7805943 16866.7805943 28.3922226
100.0026275 0.1626150 18304.5168793 18304.5168793 28.3399734
112.2074471 0.1573699 19865.8153831 19865.8153831 28.2839701
125.8964104 0.1522630 21560.4316297 21560.4316297 28.2225303
141.2559945 0.1475347 23401.3435066 23401.3435066 28.1547287
158.4947918 0.1427739 25402.8319111 25402.8319111 28.0808673
177.8326602 0.1381687 27575.0057258 27575.0057258 28.0036175
199.5344894 0.1337999 29934.8793781 29934.8793781 27.9208897
223.8731455 0.1290778 32493.3881906 32493.3881906 27.8300964
251.1895596 0.1241391 35259.4359324 35259.4359324 27.7329059
281.8404883 0.1193097 38243.5519557 38243.5519557 27.6265938
316.2378815 0.1144776 41457.2831509 41457.2831509 27.5095760
354.8252370 0.1099506 44920.6155539 44920.6155539 27.3827842
398.1250863 0.1053416 48645.6462241 48645.6462241 27.2492539
