6015 -4 0 343.654
0.0325500 0.9730776 11.0271467 11.0271467 1.9152314
0.0357000 0.9706445 12.0787246 12.0787246 1.9321202
0.0399000 0.9680647 13.4777342 13.4777342 1.9523535
0.0451500 0.9640750 15.2200530 15.2200530 1.9755228
0.0504000 0.9605911 16.9556662 16.9556662 1.9997779
0.0567000 0.9563443 19.0299692 19.0299692 2.0303428
0.0640500 0.9505756 21.4382998 21.4382998 2.0556844
0.0714000 0.9455310 23.8322619 23.8322619 2.0834197
0.0798000 0.9401828 26.5528237 26.5528237 2.1216724
0.0892500 0.9333728 29.5938678 29.5938678 2.1548814
0.1008000 0.9267911 33.2838943 33.2838943 2.2001389
0.1123500 0.9187065 36.9463240 36.9463240 2.2411289
0.1260000 0.9095641 41.2342381 41.2342381 2.2836560
0.1417500 0.9011094 46.1329687 46.1329687 2.3292131
0.1585500 0.8913522 51.3062025 51.3062025 2.3733829
0.1785000 0.8795834 57.3752232 57.3752232 2.4321754
0.2005500 0.8667201 63.9934447 63.9934447 2.4841868
0.2247000 0.8525562 71.1245083 71.1245083 2.5241556
0.2520000 0.8385168 79.0626909 79.0626909 2.5795951
0.2824500 0.8224696 87.7443634 87.7443634 2.6362363
0.3171000 0.8059904 97.4372531 97.4372531 2.7031878
0.3549000 0.7851340 107.7695703 107.7695703 2.7545422
0.3990000 0.7656097 119.5115945 119.5115945 2.8115887
0.4473000 0.7449813 132.0357320 132.0357320 2.8582854
0.5019000 0.7233828 145.8103623 145.8103623 2.9133776
0.5628000 0.7015660 160.7239652 160.7239652 2.9732714
0.6310500 0.6835309 176.9618321 176.9618321 2.9988007
0.7087500 0.6586443 194.8584225 194.8584225 3.0462509
0.7948500 0.6338396 213.9713509 213.9713509 3.0803924
0.8914500 0.6093908 234.6037916 234.6037916 3.1469314
1.0006500 0.5865764 257.0534194 257.0534194 3.1705708
1.1227651 0.5666692 281.2984362 281.2984362 3.2098890
1.2594751 0.5414997 307.3178953 307.3178953 3.2249941
1.4127226 0.5202460 335.3614425 335.3614425 3.2368592
1.5858151 0.4999974 365.7348996 365.7348996 3.2542828
1.7787526 0.4794722 398.1151441 398.1151441 3.2987250
1.9959451 0.4606642 433.0908217 433.0908217 3.3250540
2.2393220 0.4376473 470.6417896 470.6417896 3.3412277
2.5125215 0.4187742 510.7549341 510.7549341 3.3566157
2.8192921 0.3955385 553.6825177 553.6825177 3.3835567
3.1631068 0.3776295 599.2203217 599.2203217 3.3827749
3.5483644 0.3689962 648.6944289 648.6944289 3.3841243
3.9810846 0.3456703 701.5508139 701.5508139 3.4207877
4.4672872 0.3317934 758.1316329 758.1316329 3.4049123
5.0118948 0.3122952 818.3295890 818.3295890 3.4090116
5.6245099 0.2903935 881.7479728 881.7479728 3.4213994
6.3098094 0.2794832 949.0752609 949.0752609 3.4731212
7.0803644 0.2624380 1021.1011203 1021.1011203 3.4613212
7.9440561 0.2569959 1097.9599110 1097.9599110 3.4945168
8.9125633 0.2468016 1181.4830116 1181.4830116 3.4862827
10.0014481 0.2301762 1270.0915188 1270.0915188 3.5098065
11.2210876 0.2167852 1364.8923597 1364.8923597 3.4843019
12.5894367 0.2053491 1462.5629600 1462.5629600 3.4754525
14.1269504 0.1945264 1567.3909507 1567.3909507 3.4871918
15.8491767 0.1873718 1679.4904740 1679.4904740 3.4886992
17.7840324 0.1737793 1798.1511924 1798.1511924 3.4954568
19.9529062 0.1534959 1920.3235941 1920.3235941 3.5187790
22.3872322 0.1636896 2050.5518465 2050.5518465 3.4845986
25.1199938 0.1448347 2193.0205132 2193.0205132 3.5264160
28.1840786 0.1410982 2338.5161531 2338.5161531 3.4831507
31.6237393 0.1223312 2495.0447011 2495.0447011 3.4686396
35.4826072 0.1174519 2658.0750604 2658.0750604 3.4645098
39.8132470 0.1250697 2830.8888420 2830.8888420 3.4308081
