1034 0
0 -8.77682 0.139464
1 -5.40044 0.18972
2 -10.9492 0.23996
3 0.657854 0.290177
4 2.27984 0.340362
5 -5.40888 0.390507
6 15.8737 0.440604
7 3.80819 0.490646
8 5.39672 0.540625
9 17.123 0.590532
10 12.1599 0.640361
11 8.61947 0.690102
12 16.4252 0.739748
13 6.64061 0.789292
14 16.5648 0.838725
15 6.04979 0.888039
16 5.7747 0.937228
17 21.7707 0.986282
18 12.0684 1.0352
19 28.1901 1.08396
20 20.1964 1.13257
21 22.8969 1.18101
22 18.5144 1.22928
23 16.8085 1.27737
24 14.3407 1.32527
25 28.7295 1.37297
26 25.0942 1.42048
27 33.1102 1.46777
28 31.589 1.51485
29 30.1593 1.5617
30 33.3779 1.60832
31 40.8082 1.65469
32 39.6779 1.70082
33 31.6546 1.7467
34 33.4842 1.79232
35 32.452 1.83766
36 45.6286 1.88273
37 45.705 1.92752
38 34.2314 1.97201
39 30.7514 2.01621
40 22.1316 2.06011
41 36.6924 2.10369
42 39.2456 2.14696
43 44.4683 2.1899
44 42.3872 2.23251
45 29.218 2.27478
46 42.028 2.3167
47 41.3915 2.35827
48 36.5378 2.39949
49 34.4075 2.44034
50 51.0031 2.48082
51 46.2997 2.52092
52 45.1537 2.56064
53 49.0082 2.59996
54 48.8343 2.63889
55 50.9174 2.67742
56 52.8429 2.71554
57 42.4535 2.75325
58 58.7777 2.79053
59 54.0621 2.82739
60 46.5446 2.86381
61 39.8352 2.8998
62 59.7336 2.93534
63 55.8302 2.97043
64 59.9218 3.00507
65 44.1824 3.03925
66 49.6988 3.07296
67 54.9738 3.1062
68 53.568 3.13897
69 56.4971 3.17125
70 46.8939 3.20305
71 50.4724 3.23435
72 49.1795 3.26516
73 51.6685 3.29546
74 35.0304 3.32526
75 46.2612 3.35455
76 40.0871 3.38333
77 47.1826 3.41158
78 43.3692 3.43931
79 47.5701 3.46651
80 45.5667 3.49317
81 49.464 3.5193
82 42.4322 3.54489
83 48.4825 3.56993
84 41.7022 3.59442
85 47.6404 3.61836
86 44.2217 3.64174
87 39.5372 3.66456
88 36.7466 3.68682
89 40.0523 3.7085
90 45.9486 3.72962
91 45.5788 3.75016
92 56.9199 3.77012
93 51.281 3.7895
94 41.1014 3.8083
95 52.4679 3.82651
96 51.5945 3.84413
97 41.9573 3.86116
98 50.9376 3.87759
99 46.3667 3.89342
100 46.2005 3.90865
101 41.2401 3.92328
102 46.3451 3.93731
103 48.9665 3.95072
104 37.5962 3.96353
105 51.8938 3.97572
106 35.5588 3.9873
107 50.8317 3.99827
108 46.3452 4.00861
109 33.8133 4.01834
110 54.4115 4.02745
111 41.7212 4.03594
112 46.5471 4.0438
113 50.7787 4.05104
114 52.1652 4.05765
115 42.2432 4.06364
116 39.8493 4.069
117 35.4892 4.07373
118 39.6935 4.07783
119 49.4292 4.0813
120 51.1844 4.08414
121 37.4727 4.08635
122 34.6065 4.08793
123 36.2663 4.08888
124 38.4678 4.08919
125 42.7482 4.08888
126 29.6033 4.08793
127 37.5814 4.08635
128 25.5174 4.08414
129 31.5242 4.0813
130 36.9228 4.07783
131 34.1249 4.07373
132 31.8388 4.069
133 29.4697 4.06364
134 45.175 4.05765
135 27.1976 4.05104
136 35.6726 4.0438
137 34.4509 4.03594
138 45.6584 4.02745
139 35.2573 4.01834
140 30.9868 4.00861
